GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1500000US080130121011,080130121011,"Block Group 1, Census Tract 121.01, Boulder County, Colorado",553,150,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,13,21,30,37,0,11,14,22,15,24,0,11,209,105,160,89,90,60,22,25
1500000US080130121012,080130121012,"Block Group 2, Census Tract 121.01, Boulder County, Colorado",1114,180,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,64,52,0,11,23,28,105,80,0,11,376,103,372,158,108,72,66,75
1500000US080130121013,080130121013,"Block Group 3, Census Tract 121.01, Boulder County, Colorado",821,200,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1,3,0,11,0,11,27,33,1,4,15,23,74,72,0,11,195,82,342,121,14,23,152,81
1500000US080130121014,080130121014,"Block Group 4, Census Tract 121.01, Boulder County, Colorado",835,203,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,64,91,0,11,17,30,27,44,0,11,85,90,36,42,20,33,242,184,289,97,19,26,36,33
1500000US080130121021,080130121021,"Block Group 1, Census Tract 121.02, Boulder County, Colorado",1117,209,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,64,56,0,11,0,11,9,19,0,11,0,11,0,11,39,45,0,11,33,38,138,97,41,36,456,128,265,112,24,29,48,46
1500000US080130121022,080130121022,"Block Group 2, Census Tract 121.02, Boulder County, Colorado",1201,270,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,15,6,13,0,11,0,11,0,11,7,16,123,80,21,47,29,39,109,68,56,56,356,158,340,145,33,37,114,83
1500000US080130121023,080130121023,"Block Group 3, Census Tract 121.02, Boulder County, Colorado",1345,292,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,4,8,50,75,35,30,60,92,0,11,159,123,57,53,509,294,344,130,79,63,48,70
1500000US080130121024,080130121024,"Block Group 4, Census Tract 121.02, Boulder County, Colorado",977,171,0,11,0,11,0,11,0,11,0,11,1,2,0,11,0,11,1,3,0,11,0,11,0,11,0,11,1,3,0,11,96,80,16,23,0,11,40,42,37,37,440,147,239,101,29,24,77,62
1500000US080130121025,080130121025,"Block Group 5, Census Tract 121.02, Boulder County, Colorado",542,154,16,25,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,24,71,58,0,11,0,11,46,37,16,26,206,92,107,66,34,38,31,37
1500000US080130121031,080130121031,"Block Group 1, Census Tract 121.03, Boulder County, Colorado",708,105,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,12,0,11,0,11,16,18,48,31,89,70,257,61,155,59,65,44,71,36
1500000US080130121032,080130121032,"Block Group 2, Census Tract 121.03, Boulder County, Colorado",637,105,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,4,7,4,7,0,11,22,31,11,18,14,22,32,23,10,15,351,76,72,37,92,53,25,25
1500000US080130121033,080130121033,"Block Group 3, Census Tract 121.03, Boulder County, Colorado",1479,194,0,11,0,11,0,11,0,11,0,11,38,54,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,96,65,13,16,0,11,183,76,76,45,607,167,304,74,67,41,95,53
1500000US080130121041,080130121041,"Block Group 1, Census Tract 121.04, Boulder County, Colorado",859,139,3,6,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,14,0,11,0,11,0,11,0,11,0,11,8,12,29,41,2,5,53,50,19,20,21,18,371,118,206,81,61,37,77,45
1500000US080130121042,080130121042,"Block Group 2, Census Tract 121.04, Boulder County, Colorado",1042,145,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,15,0,11,0,11,0,11,0,11,0,11,0,11,7,11,65,50,0,11,27,24,40,34,36,29,281,127,389,129,69,42,118,45
1500000US080130121051,080130121051,"Block Group 1, Census Tract 121.05, Boulder County, Colorado",933,161,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,45,65,0,11,0,11,161,111,0,11,27,39,28,32,82,88,359,130,167,88,0,11,64,58
1500000US080130121052,080130121052,"Block Group 2, Census Tract 121.05, Boulder County, Colorado",1243,270,44,57,0,11,0,11,0,11,0,11,18,30,0,11,0,11,0,11,72,119,0,11,0,11,0,11,109,161,11,15,168,87,82,73,59,77,141,84,25,29,213,112,155,99,83,84,63,77
1500000US080130121053,080130121053,"Block Group 3, Census Tract 121.05, Boulder County, Colorado",975,199,22,34,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1,3,0,11,0,11,0,11,0,11,0,11,20,28,0,11,0,11,87,77,11,19,349,146,424,125,43,40,18,28
1500000US080130121054,080130121054,"Block Group 4, Census Tract 121.05, Boulder County, Colorado",814,158,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,19,34,60,34,0,11,0,11,118,69,27,30,291,117,193,78,53,48,53,42
1500000US080130122011,080130122011,"Block Group 1, Census Tract 122.01, Boulder County, Colorado",544,123,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,39,25,0,11,0,11,46,35,48,40,191,78,194,82,0,11,26,23
1500000US080130122012,080130122012,"Block Group 2, Census Tract 122.01, Boulder County, Colorado",665,146,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,74,55,17,15,321,91,152,60,30,35,71,45
1500000US080130122013,080130122013,"Block Group 3, Census Tract 122.01, Boulder County, Colorado",1054,135,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,21,24,36,46,5,10,81,52,45,32,364,92,253,82,92,48,157,66
1500000US080130122021,080130122021,"Block Group 1, Census Tract 122.02, Boulder County, Colorado",663,161,0,11,0,11,0,11,0,11,0,11,0,11,0,11,48,38,50,41,0,11,0,11,0,11,0,11,0,11,0,11,8,18,0,11,14,24,24,28,0,11,298,112,149,63,26,27,46,42
1500000US080130122022,080130122022,"Block Group 2, Census Tract 122.02, Boulder County, Colorado",1268,302,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,51,63,70,94,0,11,19,36,311,169,31,34,363,136,324,108,32,53,67,64
1500000US080130122023,080130122023,"Block Group 3, Census Tract 122.02, Boulder County, Colorado",728,201,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,23,8,17,0,11,0,11,23,28,64,68,21,27,143,81,7,11,347,152,87,54,16,30,0,11
1500000US080130122024,080130122024,"Block Group 4, Census Tract 122.02, Boulder County, Colorado",317,135,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,24,12,19,45,42,87,103,0,11,44,41,57,41,11,18,46,36
1500000US080130122031,080130122031,"Block Group 1, Census Tract 122.03, Boulder County, Colorado",723,220,13,20,0,11,0,11,0,11,45,67,0,11,0,11,0,11,35,56,0,11,0,11,0,11,41,65,0,11,24,38,88,71,0,11,19,22,62,59,0,11,254,175,127,118,0,11,15,22
1500000US080130122032,080130122032,"Block Group 2, Census Tract 122.03, Boulder County, Colorado",1908,296,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,55,86,15,24,0,11,58,89,15,24,0,11,41,49,127,87,17,28,28,32,197,97,62,45,483,143,485,161,185,107,140,89
1500000US080130122033,080130122033,"Block Group 3, Census Tract 122.03, Boulder County, Colorado",1436,220,25,42,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,26,0,11,0,11,0,11,150,93,11,18,44,43,333,141,64,59,452,128,271,145,11,18,58,58
1500000US080130122034,080130122034,"Block Group 4, Census Tract 122.03, Boulder County, Colorado",685,230,18,28,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,23,0,11,0,11,0,11,13,21,16,27,0,11,156,148,39,46,303,175,44,41,37,36,44,43
1500000US080130122041,080130122041,"Block Group 1, Census Tract 122.04, Boulder County, Colorado",741,143,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,4,13,0,11,0,11,0,11,49,52,0,11,25,28,92,58,11,12,365,93,108,53,55,32,32,24
1500000US080130122042,080130122042,"Block Group 2, Census Tract 122.04, Boulder County, Colorado",265,83,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,11,0,11,8,13,24,22,7,11,102,49,87,63,22,20,8,11
1500000US080130122043,080130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",896,213,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,23,27,0,11,38,51,162,136,66,74,334,98,142,64,79,46,52,37
1500000US080130123001,080130123001,"Block Group 1, Census Tract 123, Boulder County, Colorado",46,33,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,12,0,11,5,8,12,17,15,20,8,15,0,11
1500000US080130123002,080130123002,"Block Group 2, Census Tract 123, Boulder County, Colorado",906,119,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,9,0,11,5,9,25,19,14,14,227,75,315,81,0,11,314,69
1500000US080130124011,080130124011,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",21,29,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,21,29,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US080130124012,080130124012,"Block Group 2, Census Tract 124.01, Boulder County, Colorado",390,156,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,41,65,0,11,0,11,0,11,0,11,0,11,0,11,50,49,0,11,23,31,54,68,6,9,69,47,101,53,10,17,36,30
1500000US080130124013,080130124013,"Block Group 3, Census Tract 124.01, Boulder County, Colorado",662,221,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,22,0,11,0,11,0,11,45,40,8,16,34,50,38,42,21,23,224,91,145,68,58,44,78,57
1500000US080130124014,080130124014,"Block Group 4, Census Tract 124.01, Boulder County, Colorado",199,99,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,11,0,11,7,11,13,19,0,11,28,33,84,72,22,25,39,28
1500000US080130125011,080130125011,"Block Group 1, Census Tract 125.01, Boulder County, Colorado",1204,122,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,12,0,11,16,25,88,51,7,11,93,59,70,33,51,31,390,98,316,90,37,26,128,59
1500000US080130125012,080130125012,"Block Group 2, Census Tract 125.01, Boulder County, Colorado",516,85,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,30,46,24,35,0,11,23,37,0,11,0,11,0,11,34,23,0,11,70,59,35,32,41,49,125,37,73,36,15,21,46,48
1500000US080130125051,080130125051,"Block Group 1, Census Tract 125.05, Boulder County, Colorado",549,112,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,22,24,20,23,37,39,46,33,19,21,163,65,155,61,49,30,38,38
1500000US080130125052,080130125052,"Block Group 2, Census Tract 125.05, Boulder County, Colorado",1755,127,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,10,0,11,0,11,54,43,25,23,32,20,57,33,71,57,514,100,444,92,145,55,407,94
1500000US080130125053,080130125053,"Block Group 3, Census Tract 125.05, Boulder County, Colorado",456,74,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,16,0,11,18,20,53,32,0,11,162,64,128,52,22,25,62,39
1500000US080130125071,080130125071,"Block Group 1, Census Tract 125.07, Boulder County, Colorado",689,170,18,23,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,35,29,39,37,17,20,72,55,33,28,179,83,237,93,42,47,17,19
1500000US080130125072,080130125072,"Block Group 2, Census Tract 125.07, Boulder County, Colorado",842,138,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,20,22,24,11,16,30,27,36,28,40,41,307,96,247,100,45,31,92,60
1500000US080130125073,080130125073,"Block Group 3, Census Tract 125.07, Boulder County, Colorado",698,179,13,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,25,36,18,20,9,15,0,11,26,18,66,47,311,95,130,65,62,83,38,31
1500000US080130125081,080130125081,"Block Group 1, Census Tract 125.08, Boulder County, Colorado",619,143,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,22,35,43,42,8,12,6,9,46,40,16,21,229,73,131,70,11,17,107,57
1500000US080130125082,080130125082,"Block Group 2, Census Tract 125.08, Boulder County, Colorado",747,126,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,14,13,0,11,0,11,135,72,74,50,241,80,180,71,23,22,80,39
1500000US080130125083,080130125083,"Block Group 3, Census Tract 125.08, Boulder County, Colorado",360,97,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,15,29,33,0,11,63,44,30,37,17,20,165,70,30,24,0,11,18,21
1500000US080130125091,080130125091,"Block Group 1, Census Tract 125.09, Boulder County, Colorado",529,87,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,4,10,0,11,0,11,0,11,0,11,37,28,25,39,10,15,13,19,0,11,170,73,106,35,71,46,93,41
1500000US080130125092,080130125092,"Block Group 2, Census Tract 125.09, Boulder County, Colorado",1385,193,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,15,0,11,0,11,110,74,12,19,30,29,90,47,84,47,519,130,367,107,18,14,146,45
1500000US080130125093,080130125093,"Block Group 3, Census Tract 125.09, Boulder County, Colorado",521,89,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,16,0,11,0,11,64,38,0,11,23,27,48,36,20,29,141,52,144,67,15,17,56,36
1500000US080130125101,080130125101,"Block Group 1, Census Tract 125.10, Boulder County, Colorado",429,78,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,23,25,0,11,0,11,18,22,14,17,0,11,109,49,100,42,61,68,104,49
1500000US080130125102,080130125102,"Block Group 2, Census Tract 125.10, Boulder County, Colorado",803,137,9,14,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,29,35,0,11,16,18,40,56,0,11,268,90,266,89,35,25,140,65
1500000US080130125103,080130125103,"Block Group 3, Census Tract 125.10, Boulder County, Colorado",1458,153,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,11,25,22,0,11,10,16,58,39,61,36,655,145,319,97,100,52,223,91
1500000US080130125104,080130125104,"Block Group 4, Census Tract 125.10, Boulder County, Colorado",782,154,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,30,26,0,11,2,5,88,68,2,5,333,118,194,94,69,47,64,43
1500000US080130125111,080130125111,"Block Group 1, Census Tract 125.11, Boulder County, Colorado",1254,251,137,153,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,5,9,6,14,0,11,0,11,0,11,128,54,5,13,26,26,123,67,55,63,370,123,296,116,21,25,82,47
1500000US080130125112,080130125112,"Block Group 2, Census Tract 125.11, Boulder County, Colorado",1253,175,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,47,73,0,11,129,96,0,11,21,26,116,61,42,37,333,113,292,127,101,69,172,96
1500000US080130125113,080130125113,"Block Group 3, Census Tract 125.11, Boulder County, Colorado",8,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,3,6,0,11,0,11,0,11,5,9,0,11,0,11
1500000US080130126031,080130126031,"Block Group 1, Census Tract 126.03, Boulder County, Colorado",1631,164,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,31,37,48,54,0,11,0,11,0,11,0,11,0,11,86,46,17,25,26,25,164,77,99,58,585,138,302,95,73,39,200,69
1500000US080130126032,080130126032,"Block Group 2, Census Tract 126.03, Boulder County, Colorado",786,108,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,74,51,42,42,0,11,115,67,32,25,248,77,165,48,6,9,104,54
1500000US080130126051,080130126051,"Block Group 1, Census Tract 126.05, Boulder County, Colorado",341,84,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,14,0,11,3,6,19,13,28,16,60,35,114,54,6,9,100,42
1500000US080130126052,080130126052,"Block Group 2, Census Tract 126.05, Boulder County, Colorado",368,94,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,37,14,0,11,16,20,43,22,45,39,104,49,91,56,16,12,16,14
1500000US080130126071,080130126071,"Block Group 1, Census Tract 126.07, Boulder County, Colorado",477,130,26,42,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,142,68,0,11,0,11,141,90,56,56,72,82,40,38,0,11,0,11
1500000US080130126072,080130126072,"Block Group 2, Census Tract 126.07, Boulder County, Colorado",205,131,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,40,67,0,11,0,11,52,65,24,26,48,40,41,36,0,11,0,11
1500000US080130126073,080130126073,"Block Group 3, Census Tract 126.07, Boulder County, Colorado",296,140,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,36,53,0,11,14,23,14,22,0,11,119,95,94,60,0,11,19,33
1500000US080130126074,080130126074,"Block Group 4, Census Tract 126.07, Boulder County, Colorado",604,155,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,24,0,11,63,62,37,35,49,43,185,89,180,69,62,59,13,20
1500000US080130126081,080130126081,"Block Group 1, Census Tract 126.08, Boulder County, Colorado",1593,183,12,13,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1,2,6,12,1,2,130,47,18,17,29,29,156,72,76,41,697,129,342,86,53,33,72,36
1500000US080130127011,080130127011,"Block Group 1, Census Tract 127.01, Boulder County, Colorado",408,111,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,19,0,11,25,27,56,38,22,34,182,85,51,63,23,38,37,43
1500000US080130127012,080130127012,"Block Group 2, Census Tract 127.01, Boulder County, Colorado",881,165,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,60,55,9,14,52,48,51,42,30,33,450,132,157,81,0,11,72,47
1500000US080130127013,080130127013,"Block Group 3, Census Tract 127.01, Boulder County, Colorado",1689,169,12,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,133,94,11,17,72,65,195,109,40,47,791,198,289,116,85,56,61,43
1500000US080130127014,080130127014,"Block Group 4, Census Tract 127.01, Boulder County, Colorado",1110,212,0,11,0,11,0,11,0,11,0,11,7,16,0,11,0,11,0,11,0,11,7,16,0,11,0,11,0,11,0,11,91,64,0,11,41,44,187,95,63,49,365,118,250,114,26,30,73,47
1500000US080130127051,080130127051,"Block Group 1, Census Tract 127.05, Boulder County, Colorado",958,181,10,15,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,18,22,21,49,34,39,27,218,110,48,43,329,111,179,79,32,21,23,24
1500000US080130127052,080130127052,"Block Group 2, Census Tract 127.05, Boulder County, Colorado",1595,180,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,19,52,46,14,15,0,11,177,107,64,49,794,166,342,80,46,42,95,51
1500000US080130127053,080130127053,"Block Group 3, Census Tract 127.05, Boulder County, Colorado",471,126,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,10,0,11,0,11,0,11,0,11,9,14,11,17,8,13,9,14,35,23,38,56,227,92,100,48,7,12,20,21
1500000US080130127071,080130127071,"Block Group 1, Census Tract 127.07, Boulder County, Colorado",1106,270,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,30,42,35,47,0,11,24,47,54,38,14,27,0,11,207,101,147,141,62,83,209,105,59,53,136,72,88,44,25,29,16,17
1500000US080130127072,080130127072,"Block Group 2, Census Tract 127.07, Boulder County, Colorado",520,63,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,3,6,0,11,0,11,0,11,0,11,19,17,6,9,9,10,62,30,31,18,183,49,113,35,50,24,44,30
1500000US080130127081,080130127081,"Block Group 1, Census Tract 127.08, Boulder County, Colorado",1001,255,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,109,92,13,22,19,30,221,125,85,75,394,173,160,98,0,11,0,11
1500000US080130127082,080130127082,"Block Group 2, Census Tract 127.08, Boulder County, Colorado",559,127,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,24,15,26,33,38,304,124,138,75,16,26,38,32
1500000US080130127083,080130127083,"Block Group 3, Census Tract 127.08, Boulder County, Colorado",1865,196,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,88,69,0,11,50,49,116,65,51,46,818,174,481,138,160,72,101,68
1500000US080130127084,080130127084,"Block Group 4, Census Tract 127.08, Boulder County, Colorado",525,175,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,28,40,0,11,0,11,23,35,0,11,0,11,19,30,0,11,0,11,23,35,75,84,20,30,135,80,133,85,50,50,19,18
1500000US080130127091,080130127091,"Block Group 1, Census Tract 127.09, Boulder County, Colorado",1351,73,7,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,12,0,11,0,11,7,11,142,50,15,15,59,25,145,44,88,35,443,68,277,56,40,21,116,44
1500000US080130127101,080130127101,"Block Group 1, Census Tract 127.10, Boulder County, Colorado",290,70,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,27,25,0,11,0,11,46,28,30,23,122,51,31,29,15,16,19,21
1500000US080130127102,080130127102,"Block Group 2, Census Tract 127.10, Boulder County, Colorado",1294,133,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,50,60,0,11,0,11,0,11,11,16,40,32,8,12,208,118,23,23,496,95,215,82,134,82,109,53
1500000US080130127103,080130127103,"Block Group 3, Census Tract 127.10, Boulder County, Colorado",1118,151,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,122,67,9,14,18,20,110,51,38,29,485,119,228,110,78,48,30,34
1500000US080130128001,080130128001,"Block Group 1, Census Tract 128, Boulder County, Colorado",790,188,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,14,22,0,11,0,11,88,78,0,11,34,39,109,82,0,11,309,112,210,97,11,17,15,20
1500000US080130128002,080130128002,"Block Group 2, Census Tract 128, Boulder County, Colorado",1531,258,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,109,79,20,33,136,84,271,162,223,103,466,164,231,88,0,11,75,51
1500000US080130128003,080130128003,"Block Group 3, Census Tract 128, Boulder County, Colorado",2859,290,17,26,0,11,0,11,0,11,0,11,0,11,0,11,0,11,23,32,0,11,0,11,0,11,0,11,15,26,31,47,188,96,33,37,87,57,265,113,272,127,1068,241,587,151,110,70,163,79
