GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1500000US080130613002,080130613002,"Block Group 2, Census Tract 613, Boulder County, Colorado",564,76
1500000US080130614001,080130614001,"Block Group 1, Census Tract 614, Boulder County, Colorado",1241,66
1500000US390490001101,390490001101,"Block Group 1, Census Tract 1.10, Franklin County, Ohio",650,79
1500000US390490001102,390490001102,"Block Group 2, Census Tract 1.10, Franklin County, Ohio",491,62
1500000US390490001103,390490001103,"Block Group 3, Census Tract 1.10, Franklin County, Ohio",315,65
1500000US390490001104,390490001104,"Block Group 4, Census Tract 1.10, Franklin County, Ohio",367,61
1500000US390490001201,390490001201,"Block Group 1, Census Tract 1.20, Franklin County, Ohio",405,64
1500000US390490001202,390490001202,"Block Group 2, Census Tract 1.20, Franklin County, Ohio",878,87
1500000US390490001203,390490001203,"Block Group 3, Census Tract 1.20, Franklin County, Ohio",377,61
1500000US390490002101,390490002101,"Block Group 1, Census Tract 2.10, Franklin County, Ohio",450,70
1500000US390490002102,390490002102,"Block Group 2, Census Tract 2.10, Franklin County, Ohio",273,53
1500000US390490002103,390490002103,"Block Group 3, Census Tract 2.10, Franklin County, Ohio",339,51
1500000US390490002104,390490002104,"Block Group 4, Census Tract 2.10, Franklin County, Ohio",454,60
1500000US390490002201,390490002201,"Block Group 1, Census Tract 2.20, Franklin County, Ohio",315,53
1500000US390490002202,390490002202,"Block Group 2, Census Tract 2.20, Franklin County, Ohio",381,53
1500000US390490002203,390490002203,"Block Group 3, Census Tract 2.20, Franklin County, Ohio",451,46
1500000US390490002204,390490002204,"Block Group 4, Census Tract 2.20, Franklin County, Ohio",573,62
1500000US390490003101,390490003101,"Block Group 1, Census Tract 3.10, Franklin County, Ohio",464,88
1500000US390490003102,390490003102,"Block Group 2, Census Tract 3.10, Franklin County, Ohio",826,108
1500000US390490003103,390490003103,"Block Group 3, Census Tract 3.10, Franklin County, Ohio",299,69
1500000US390490003201,390490003201,"Block Group 1, Census Tract 3.20, Franklin County, Ohio",639,79
1500000US390490003202,390490003202,"Block Group 2, Census Tract 3.20, Franklin County, Ohio",488,78
1500000US390490003301,390490003301,"Block Group 1, Census Tract 3.30, Franklin County, Ohio",215,66
1500000US390490003302,390490003302,"Block Group 2, Census Tract 3.30, Franklin County, Ohio",607,83
1500000US390490003303,390490003303,"Block Group 3, Census Tract 3.30, Franklin County, Ohio",348,68
1500000US390490004101,390490004101,"Block Group 1, Census Tract 4.10, Franklin County, Ohio",651,93
1500000US390490004102,390490004102,"Block Group 2, Census Tract 4.10, Franklin County, Ohio",674,93
1500000US390490004201,390490004201,"Block Group 1, Census Tract 4.20, Franklin County, Ohio",358,55
1500000US390490004202,390490004202,"Block Group 2, Census Tract 4.20, Franklin County, Ohio",510,61
1500000US390490004203,390490004203,"Block Group 3, Census Tract 4.20, Franklin County, Ohio",321,46
1500000US390490004204,390490004204,"Block Group 4, Census Tract 4.20, Franklin County, Ohio",419,66
1500000US390490005001,390490005001,"Block Group 1, Census Tract 5, Franklin County, Ohio",438,87
1500000US390490005002,390490005002,"Block Group 2, Census Tract 5, Franklin County, Ohio",485,99
1500000US390490005003,390490005003,"Block Group 3, Census Tract 5, Franklin County, Ohio",624,122
1500000US390490005004,390490005004,"Block Group 4, Census Tract 5, Franklin County, Ohio",652,109
1500000US390490006001,390490006001,"Block Group 1, Census Tract 6, Franklin County, Ohio",276,54
1500000US390490006002,390490006002,"Block Group 2, Census Tract 6, Franklin County, Ohio",533,100
1500000US390490006003,390490006003,"Block Group 3, Census Tract 6, Franklin County, Ohio",394,85
1500000US390490006004,390490006004,"Block Group 4, Census Tract 6, Franklin County, Ohio",432,86
1500000US390490006005,390490006005,"Block Group 5, Census Tract 6, Franklin County, Ohio",418,88
1500000US390490007101,390490007101,"Block Group 1, Census Tract 7.10, Franklin County, Ohio",329,80
1500000US390490007102,390490007102,"Block Group 2, Census Tract 7.10, Franklin County, Ohio",251,88
1500000US390490007103,390490007103,"Block Group 3, Census Tract 7.10, Franklin County, Ohio",595,103
