GEO.id,GEO.id2_x,GEO.display-label_x,HD01_VD01,HC03_EST_VC01,HC04_EST_VC01,EMP,UNEMP,HC01_VC54,HC01_EST_VC02,HC02_EST_VC02,HC01_EST_VC14,HC01_EST_VC15,AC
1400000US39093022400,39093022400,"Census Tract 224, Lorain County, Ohio",3986,48.7,19,1364,9,222,1624,22382,110,139,26
1400000US39093022500,39093022500,"Census Tract 225, Lorain County, Ohio",1479,50.5,12.9,574,7,85,615,44485,165,70,6
1400000US39093022601,39093022601,"Census Tract 226.01, Lorain County, Ohio",2374,43.9,15.4,914,7,128,1131,31735,136,38,10
1400000US39093022800,39093022800,"Census Tract 228, Lorain County, Ohio",4106,56.2,10.9,1713,6,156,1804,29810,106,66,94
1400000US39093023000,39093023000,"Census Tract 230, Lorain County, Ohio",5743,43.6,26.5,1856,12,303,2123,30625,119,47,82
1400000US39093023100,39093023100,"Census Tract 231, Lorain County, Ohio",3575,46.3,18.5,1151,9,112,1126,24828,65,11,63
1400000US39093023200,39093023200,"Census Tract 232, Lorain County, Ohio",3052,56.4,20.3,1262,11,272,1051,28971,92,40,20
1400000US39093023300,39093023300,"Census Tract 233, Lorain County, Ohio",2535,52.7,12.9,1002,7,67,803,29795,55,38,26
1400000US39093023400,39093023400,"Census Tract 234, Lorain County, Ohio",1982,52.8,8.3,949,4,98,969,45673,155,107,0
1400000US39093023500,39093023500,"Census Tract 235, Lorain County, Ohio",1992,48,6.8,767,3,121,832,35469,92,58,32
1400000US39093023600,39093023600,"Census Tract 236, Lorain County, Ohio",2758,54.3,12.8,1171,7,213,1074,40270,72,23,38
1400000US39093023700,39093023700,"Census Tract 237, Lorain County, Ohio",6071,44.7,22.1,2069,10,179,2307,32391,192,113,58
1400000US39093023800,39093023800,"Census Tract 238, Lorain County, Ohio",1634,46.5,9.3,558,4,137,656,21786,37,13,17
1400000US39093023900,39093023900,"Census Tract 239, Lorain County, Ohio",1682,47.1,19.3,593,9,64,608,29712,12,5,0
1400000US39093024000,39093024000,"Census Tract 240, Lorain County, Ohio",1913,57.1,8.8,846,5,69,854,32083,76,27,0
1400000US39093024100,39093024100,"Census Tract 241, Lorain County, Ohio",3115,48,16.5,1238,8,216,1293,38432,180,78,23
1400000US39093024200,39093024200,"Census Tract 242, Lorain County, Ohio",4241,58.7,7.2,2044,4,177,2018,45084,349,145,68
1400000US39093028100,39093028100,"Census Tract 281, Lorain County, Ohio",4004,67.5,4,2252,3,114,1591,71140,456,362,2
1400000US39093030100,39093030100,"Census Tract 301, Lorain County, Ohio",6417,50.6,9.2,2764,5,330,2760,50609,600,396,162
1400000US39093050100,39093050100,"Census Tract 501, Lorain County, Ohio",3310,60.3,8.2,1640,5,156,1209,70817,555,142,21
1400000US39093050200,39093050200,"Census Tract 502, Lorain County, Ohio",3598,55.2,8.2,1605,5,186,1455,54279,343,169,25
1400000US39093050300,39093050300,"Census Tract 503, Lorain County, Ohio",7722,62.5,6.2,3924,4,515,3123,62390,1000,494,41
1400000US39093050400,39093050400,"Census Tract 504, Lorain County, Ohio",2528,63.2,5.3,1285,3,173,924,52255,124,139,13
1400000US39093057100,39093057100,"Census Tract 571, Lorain County, Ohio",3722,56.7,9,1749,5,164,1406,60100,231,114,21
1400000US39093060100,39093060100,"Census Tract 601, Lorain County, Ohio",3817,49.1,10.9,1578,5,213,1640,51983,316,675,286
1400000US39093060200,39093060200,"Census Tract 602, Lorain County, Ohio",5212,52.2,6.8,2429,4,79,1150,69000,252,623,1140
1400000US39093070101,39093070101,"Census Tract 701.01, Lorain County, Ohio",3512,58.3,1.6,1798,1,216,1479,65616,351,285,8
1400000US39093070102,39093070102,"Census Tract 701.02, Lorain County, Ohio",5890,62.4,7.5,2958,5,390,2447,50978,539,321,59
1400000US39093070200,39093070200,"Census Tract 702, Lorain County, Ohio",1851,62.5,7.7,1004,5,109,857,43071,84,66,11
1400000US39093070300,39093070300,"Census Tract 703, Lorain County, Ohio",2976,56.4,7.9,1438,4,183,1569,39434,204,127,44
1400000US39093070400,39093070400,"Census Tract 704, Lorain County, Ohio",4774,54.3,13.2,1967,7,220,1950,36250,259,54,71
1400000US39093070500,39093070500,"Census Tract 705, Lorain County, Ohio",3143,55.6,16.6,1356,9,198,1230,33462,38,28,50
1400000US39093070600,39093070600,"Census Tract 706, Lorain County, Ohio",4372,60.5,11.1,2208,7,320,1893,45313,404,252,21
1400000US39093070700,39093070700,"Census Tract 707, Lorain County, Ohio",2627,59.9,14.9,1115,9,142,1015,43608,83,50,30
1400000US39093070800,39093070800,"Census Tract 708, Lorain County, Ohio",892,37.5,16,305,6,22,511,12066,31,20,54
1400000US39093070901,39093070901,"Census Tract 709.01, Lorain County, Ohio",1949,35.2,35.5,384,12,26,647,15491,27,0,89
1400000US39093070902,39093070902,"Census Tract 709.02, Lorain County, Ohio",3555,57.1,6.9,1687,4,150,1689,41016,232,94,30
1400000US39093071000,39093071000,"Census Tract 710, Lorain County, Ohio",1716,42.7,25.1,598,11,77,769,25389,80,80,36
1400000US39093071100,39093071100,"Census Tract 711, Lorain County, Ohio",4415,64.3,4.8,2282,3,255,1827,53385,520,343,22
1400000US39093071201,39093071201,"Census Tract 712.01, Lorain County, Ohio",4838,62.7,7.7,2359,5,192,2014,33851,251,92,128
1400000US39093071202,39093071202,"Census Tract 712.02, Lorain County, Ohio",4450,62.2,8.7,2322,5,289,1734,62143,444,260,26
1400000US39093071300,39093071300,"Census Tract 713, Lorain County, Ohio",4764,59.3,9.5,2099,6,253,1781,56836,290,171,6
1400000US39093071400,39093071400,"Census Tract 714, Lorain County, Ohio",3218,47.8,24.1,1156,12,177,1264,20877,54,19,68
1400000US39093071500,39093071500,"Census Tract 715, Lorain County, Ohio",2103,51.3,3.4,942,2,96,706,62083,135,107,5
1400000US39093077100,39093077100,"Census Tract 771, Lorain County, Ohio",3456,59.4,4.8,1755,3,169,1474,69590,413,239,21
1400000US39093080101,39093080101,"Census Tract 801.01, Lorain County, Ohio",2240,64.5,9.8,1209,6,181,943,64076,312,166,30
1400000US39093080103,39093080103,"Census Tract 801.03, Lorain County, Ohio",4410,60.1,9.7,2059,6,229,1825,51519,631,201,34
1400000US39093080104,39093080104,"Census Tract 801.04, Lorain County, Ohio",3699,56.3,7.2,1619,4,214,1336,53241,332,87,10
1400000US39093080500,39093080500,"Census Tract 805, Lorain County, Ohio",6340,61,6.6,3007,4,388,2441,72326,862,581,70
1400000US39093080600,39093080600,"Census Tract 806, Lorain County, Ohio",5647,62.3,6,2837,4,385,2259,63221,592,271,99
1400000US39093080700,39093080700,"Census Tract 807, Lorain County, Ohio",8904,63.9,5.4,4437,3,392,3391,81301,1582,904,44
1400000US39093090100,39093090100,"Census Tract 901, Lorain County, Ohio",3544,54.6,10.4,1573,6,179,1227,62484,352,194,35
1400000US39093090200,39093090200,"Census Tract 902, Lorain County, Ohio",3562,57.8,7.4,1744,4,182,1343,76172,288,311,49
1400000US39093091100,39093091100,"Census Tract 911, Lorain County, Ohio",3494,57.9,6.4,1723,4,286,1459,60354,317,113,23
1400000US39093091200,39093091200,"Census Tract 912, Lorain County, Ohio",3901,36.3,10.7,1249,4,133,1008,57333,199,110,26
1400000US39093092100,39093092100,"Census Tract 921, Lorain County, Ohio",2591,62.1,6.8,1344,4,151,974,61500,257,99,37
1400000US39093093100,39093093100,"Census Tract 931, Lorain County, Ohio",3163,66.4,4.3,1728,3,168,1248,66071,316,211,31
1400000US39093094100,39093094100,"Census Tract 941, Lorain County, Ohio",7983,64.5,4.5,4262,3,407,2950,68870,580,251,101
1400000US39093095100,39093095100,"Census Tract 951, Lorain County, Ohio",7847,41.7,5.7,2876,2,444,1924,67012,495,279,24
1400000US39093096100,39093096100,"Census Tract 961, Lorain County, Ohio",6235,60.6,8.8,3009,5,284,2300,51677,342,322,276
1400000US39093097100,39093097100,"Census Tract 971, Lorain County, Ohio",3043,59.5,5.2,1452,3,124,1085,61319,214,198,7
1400000US39093097200,39093097200,"Census Tract 972, Lorain County, Ohio",7931,62,4.7,3840,3,226,2880,66993,793,387,37
1400000US39093097300,39093097300,"Census Tract 973, Lorain County, Ohio",2943,44.7,22.7,983,10,171,1167,21566,0,24,30
1400000US39093097400,39093097400,"Census Tract 974, Lorain County, Ohio",10760,60.5,2.9,4848,2,409,3865,111005,3031,1557,129
1400000US39093990200,39093990200,"Census Tract 9902, Lorain County, Ohio",0,-,-,#VALUE!,#VALUE!,0,0,-,0,0,0
1400000US39095000200,39095000200,"Census Tract 2, Lucas County, Ohio",4421,63.3,12.2,2102,8,207,1630,56250,521,174,62
1400000US39095000300,39095000300,"Census Tract 3, Lucas County, Ohio",3985,67.8,7,2112,5,350,1649,43533,235,157,24
1400000US39095000400,39095000400,"Census Tract 4, Lucas County, Ohio",3280,55.9,14.3,1392,8,201,1295,37939,162,82,10
1400000US39095000600,39095000600,"Census Tract 6, Lucas County, Ohio",4868,55.7,16.3,1952,9,174,1807,35392,250,91,61
1400000US39095000700,39095000700,"Census Tract 7, Lucas County, Ohio",5075,61.6,11.6,2307,7,265,2029,34139,349,50,82
1400000US39095000800,39095000800,"Census Tract 8, Lucas County, Ohio",1126,48.6,23.5,413,11,60,429,20901,57,25,5
1400000US39095000900,39095000900,"Census Tract 9, Lucas County, Ohio",2606,46.2,23.4,944,11,111,910,29196,70,9,25
1400000US39095001000,39095001000,"Census Tract 10, Lucas County, Ohio",3990,50.1,24.2,1634,12,107,1434,36018,187,135,131
1400000US39095001100,39095001100,"Census Tract 11, Lucas County, Ohio",2727,44.8,23.2,827,10,64,955,24949,95,7,77
1400000US39095001201,39095001201,"Census Tract 12.01, Lucas County, Ohio",2428,52.4,14.4,1016,8,97,994,39728,113,42,20
1400000US39095001202,39095001202,"Census Tract 12.02, Lucas County, Ohio",3145,12.9,42.3,311,5,30,719,11399,16,26,26
1400000US39095001301,39095001301,"Census Tract 13.01, Lucas County, Ohio",2597,59.2,7,1354,4,42,1152,90500,695,637,78
1400000US39095001302,39095001302,"Census Tract 13.02, Lucas County, Ohio",1989,66.3,11.9,1175,8,161,1061,16789,298,97,177
1400000US39095001303,39095001303,"Census Tract 13.03, Lucas County, Ohio",2848,65.8,8.7,1491,6,134,1344,45039,325,283,85
1400000US39095001400,39095001400,"Census Tract 14, Lucas County, Ohio",1553,39.7,26.3,505,10,29,707,15071,81,24,33
1400000US39095001500,39095001500,"Census Tract 15, Lucas County, Ohio",1354,46.7,17.7,487,8,40,614,21125,58,27,28
1400000US39095001600,39095001600,"Census Tract 16, Lucas County, Ohio",2875,56.7,11.7,1262,7,60,1185,28516,227,150,75
1400000US39095001700,39095001700,"Census Tract 17, Lucas County, Ohio",1350,33.2,35.5,322,12,45,486,20519,24,34,78
1400000US39095001800,39095001800,"Census Tract 18, Lucas County, Ohio",2617,47.8,22.3,865,11,118,912,30057,56,13,49
1400000US39095001900,39095001900,"Census Tract 19, Lucas County, Ohio",1483,46.1,18,424,8,43,537,20508,47,10,85
1400000US39095002000,39095002000,"Census Tract 20, Lucas County, Ohio",1730,39.7,16.2,522,6,69,635,19759,90,0,43
1400000US39095002100,39095002100,"Census Tract 21, Lucas County, Ohio",2781,54.1,16.2,1319,9,195,1261,32831,422,319,110
1400000US39095002200,39095002200,"Census Tract 22, Lucas County, Ohio",1709,35.9,34.4,381,12,52,529,16613,49,11,64
1400000US39095002300,39095002300,"Census Tract 23, Lucas County, Ohio",1598,36.1,21.3,452,8,14,796,15214,61,39,68
1400000US39095002401,39095002401,"Census Tract 24.01, Lucas County, Ohio",3517,55.5,12.6,1636,7,154,1419,28980,260,196,98
1400000US39095002402,39095002402,"Census Tract 24.02, Lucas County, Ohio",1510,40.5,23.6,492,10,27,596,23162,56,18,42
1400000US39095002500,39095002500,"Census Tract 25, Lucas County, Ohio",1921,34.3,30.9,485,11,29,731,16799,69,61,100
1400000US39095002600,39095002600,"Census Tract 26, Lucas County, Ohio",1067,37.5,21.1,318,8,31,432,28846,17,12,1
1400000US39095002700,39095002700,"Census Tract 27, Lucas County, Ohio",1055,33.7,29.5,313,10,16,558,9667,74,68,71
1400000US39095002800,39095002800,"Census Tract 28, Lucas County, Ohio",1530,31.1,18.2,435,6,14,677,12025,107,38,204
1400000US39095002900,39095002900,"Census Tract 29, Lucas County, Ohio",1603,31.1,41.1,378,13,46,927,4174,20,9,86
1400000US39095003000,39095003000,"Census Tract 30, Lucas County, Ohio",1850,32.5,18.4,478,6,52,823,13795,41,10,67
1400000US39095003100,39095003100,"Census Tract 31, Lucas County, Ohio",971,50,11.1,362,6,0,484,26667,52,26,6
1400000US39095003200,39095003200,"Census Tract 32, Lucas County, Ohio",1355,40,34.8,399,14,38,577,16458,31,14,22
1400000US39095003300,39095003300,"Census Tract 33, Lucas County, Ohio",1595,30.7,25.1,376,8,61,596,19167,24,15,16
1400000US39095003400,39095003400,"Census Tract 34, Lucas County, Ohio",911,24.8,46.4,135,12,0,346,9609,17,11,38
1400000US39095003500,39095003500,"Census Tract 35, Lucas County, Ohio",1430,37.1,27,411,10,88,529,19116,97,8,22
1400000US39095003600,39095003600,"Census Tract 36, Lucas County, Ohio",1192,36.6,21.2,334,8,24,563,15597,21,16,51
1400000US39095003700,39095003700,"Census Tract 37, Lucas County, Ohio",1238,52.9,10.7,452,6,27,553,16597,94,137,97
1400000US39095003900,39095003900,"Census Tract 39, Lucas County, Ohio",5069,49.1,22.6,1808,11,230,2012,26780,194,229,45
1400000US39095004000,39095004000,"Census Tract 40, Lucas County, Ohio",1950,50.8,15.6,777,8,43,805,21633,41,38,101
1400000US39095004200,39095004200,"Census Tract 42, Lucas County, Ohio",1459,38.4,35.2,417,14,82,558,18636,42,19,59
1400000US39095004400,39095004400,"Census Tract 44, Lucas County, Ohio",4035,52.5,22.4,1559,12,174,1488,30100,207,128,66
1400000US39095004501,39095004501,"Census Tract 45.01, Lucas County, Ohio",2848,63,11.7,1389,7,63,1117,57708,484,146,117
1400000US39095004503,39095004503,"Census Tract 45.03, Lucas County, Ohio",2639,60.3,13.1,1236,8,161,1227,37878,306,148,10
1400000US39095004504,39095004504,"Census Tract 45.04, Lucas County, Ohio",3536,70.9,2.9,1986,2,99,1472,64783,763,401,38
1400000US39095004600,39095004600,"Census Tract 46, Lucas County, Ohio",2663,38.8,28,785,11,100,1016,30909,80,12,82
1400000US39095004701,39095004701,"Census Tract 47.01, Lucas County, Ohio",2799,54,13.4,1144,7,171,1118,28333,8,0,39
1400000US39095004702,39095004702,"Census Tract 47.02, Lucas County, Ohio",4275,46.1,17.3,1337,8,147,1552,28421,75,85,61
1400000US39095004800,39095004800,"Census Tract 48, Lucas County, Ohio",2849,42.8,22.4,946,10,245,1055,22286,54,24,126
1400000US39095004900,39095004900,"Census Tract 49, Lucas County, Ohio",2961,44.9,24.6,1021,11,59,1031,25891,57,21,55
1400000US39095005000,39095005000,"Census Tract 50, Lucas County, Ohio",2053,52,23.5,808,12,87,723,32768,43,27,31
1400000US39095005100,39095005100,"Census Tract 51, Lucas County, Ohio",4252,42.8,22.1,1237,9,200,1522,17083,63,16,109
1400000US39095005200,39095005200,"Census Tract 52, Lucas County, Ohio",3676,46.7,27.3,1263,13,197,1291,32138,36,22,13
1400000US39095005300,39095005300,"Census Tract 53, Lucas County, Ohio",1975,52.7,11.2,764,6,125,708,23900,19,17,57
1400000US39095005400,39095005400,"Census Tract 54, Lucas County, Ohio",2781,38.1,24,780,9,84,1083,17169,50,10,35
1400000US39095005501,39095005501,"Census Tract 55.01, Lucas County, Ohio",2735,53.2,8.2,1173,4,87,1240,33643,161,35,62
1400000US39095005502,39095005502,"Census Tract 55.02, Lucas County, Ohio",3215,49.5,13.5,1296,7,127,1394,46917,270,31,11
1400000US39095005503,39095005503,"Census Tract 55.03, Lucas County, Ohio",2340,62.5,5.7,1231,4,139,1045,48288,224,63,7
1400000US39095005600,39095005600,"Census Tract 56, Lucas County, Ohio",5301,51.6,9.6,2200,5,157,2220,41607,372,203,79
1400000US39095005701,39095005701,"Census Tract 57.01, Lucas County, Ohio",3998,52.7,13,1603,7,146,1503,29817,126,56,101
1400000US39095005702,39095005702,"Census Tract 57.02, Lucas County, Ohio",5126,60.9,10.7,2540,7,278,2204,37164,237,156,111
1400000US39095005703,39095005703,"Census Tract 57.03, Lucas County, Ohio",2789,67.6,11.3,1364,8,130,1132,37372,68,50,18
1400000US39095005801,39095005801,"Census Tract 58.01, Lucas County, Ohio",3782,64.5,6.8,1874,4,253,1572,39337,223,62,28
1400000US39095005802,39095005802,"Census Tract 58.02, Lucas County, Ohio",4556,57.5,12.4,2099,7,235,1974,45542,303,135,32
1400000US39095005901,39095005901,"Census Tract 59.01, Lucas County, Ohio",2562,59.7,6.5,1218,4,177,981,56008,248,123,10
1400000US39095005902,39095005902,"Census Tract 59.02, Lucas County, Ohio",4104,60.4,11.4,2069,7,263,1906,29697,216,89,146
1400000US39095006000,39095006000,"Census Tract 60, Lucas County, Ohio",2531,61.4,5,1243,3,133,1081,49550,250,175,22
1400000US39095006100,39095006100,"Census Tract 61, Lucas County, Ohio",3172,65.8,6.4,1641,4,239,1408,56016,328,123,26
1400000US39095006200,39095006200,"Census Tract 62, Lucas County, Ohio",2690,61.7,4.1,1343,3,190,1153,50027,333,219,92
1400000US39095006300,39095006300,"Census Tract 63, Lucas County, Ohio",3069,68.5,8.7,1621,6,185,1342,45476,487,188,45
1400000US39095006400,39095006400,"Census Tract 64, Lucas County, Ohio",2426,65.8,10.3,1213,7,178,1078,51126,537,158,13
1400000US39095006500,39095006500,"Census Tract 65, Lucas County, Ohio",2450,67.6,3.7,1415,3,226,1168,32685,247,331,44
1400000US39095006600,39095006600,"Census Tract 66, Lucas County, Ohio",2669,47.8,21.4,1041,10,128,1141,28482,144,40,189
1400000US39095006700,39095006700,"Census Tract 67, Lucas County, Ohio",1685,45.7,15.3,657,7,29,739,27868,59,43,92
1400000US39095006800,39095006800,"Census Tract 68, Lucas County, Ohio",4718,45.6,12.7,1766,6,306,2407,19764,294,277,217
1400000US39095006900,39095006900,"Census Tract 69, Lucas County, Ohio",2782,64.7,2.5,1486,2,59,1221,53580,386,162,8
1400000US39095007001,39095007001,"Census Tract 70.01, Lucas County, Ohio",4022,60.4,6.2,1910,4,203,1565,56250,403,235,36
1400000US39095007002,39095007002,"Census Tract 70.02, Lucas County, Ohio",1958,64.5,2.8,1032,2,92,818,80236,378,264,19
1400000US39095007101,39095007101,"Census Tract 71.01, Lucas County, Ohio",4431,69.1,3.4,2481,2,197,1888,50341,762,443,21
1400000US39095007102,39095007102,"Census Tract 71.02, Lucas County, Ohio",3659,66.5,4.4,1987,3,178,1592,62643,620,359,25
1400000US39095007202,39095007202,"Census Tract 72.02, Lucas County, Ohio",3537,55.3,7.5,1686,4,122,1649,50208,366,221,3
1400000US39095007203,39095007203,"Census Tract 72.03, Lucas County, Ohio",4503,59.3,2.2,2247,1,270,1739,72094,510,271,0
1400000US39095007204,39095007204,"Census Tract 72.04, Lucas County, Ohio",4507,56.9,5,2131,3,347,2244,41688,702,357,79
1400000US39095007205,39095007205,"Census Tract 72.05, Lucas County, Ohio",5479,61,9.3,2740,6,207,2734,32227,676,317,24
1400000US39095007301,39095007301,"Census Tract 73.01, Lucas County, Ohio",5168,62.8,10.6,2459,7,346,2264,43303,533,253,28
1400000US39095007302,39095007302,"Census Tract 73.02, Lucas County, Ohio",3075,59.3,11,1381,7,151,1270,36964,242,72,59
1400000US39095007303,39095007303,"Census Tract 73.03, Lucas County, Ohio",4353,52.8,17.3,1859,9,319,2342,15851,213,228,70
1400000US39095007400,39095007400,"Census Tract 74, Lucas County, Ohio",6131,59.2,12,2954,7,281,2511,40253,235,285,383
1400000US39095007500,39095007500,"Census Tract 75, Lucas County, Ohio",4232,52.9,12.1,2002,6,240,1971,38379,340,483,130
1400000US39095007600,39095007600,"Census Tract 76, Lucas County, Ohio",4555,59.9,3.4,2104,2,142,1678,110227,1207,1125,47
1400000US39095007700,39095007700,"Census Tract 77, Lucas County, Ohio",3525,47.4,6.9,1480,3,161,1684,43900,633,395,48
1400000US39095007800,39095007800,"Census Tract 78, Lucas County, Ohio",3712,62.2,5.8,1895,4,301,1892,37206,407,161,63
1400000US39095007901,39095007901,"Census Tract 79.01, Lucas County, Ohio",2170,60.7,7.7,1081,5,125,880,57972,180,133,44
1400000US39095007902,39095007902,"Census Tract 79.02, Lucas County, Ohio",5711,56.8,8.1,2556,5,344,2566,37706,347,286,30
1400000US39095008000,39095008000,"Census Tract 80, Lucas County, Ohio",3966,61.8,8,2044,5,225,1600,63576,612,473,25
1400000US39095008100,39095008100,"Census Tract 81, Lucas County, Ohio",4074,62.9,4.9,2004,3,257,1571,46161,330,86,60
1400000US39095008201,39095008201,"Census Tract 82.01, Lucas County, Ohio",4749,65.5,8.9,2501,6,200,1845,77760,1086,627,30
1400000US39095008202,39095008202,"Census Tract 82.02, Lucas County, Ohio",5914,57.3,3,2717,2,292,2115,100363,1324,661,71
1400000US39095008203,39095008203,"Census Tract 82.03, Lucas County, Ohio",7395,60.8,6.2,3687,4,273,2918,76835,1276,1034,83
1400000US39095008301,39095008301,"Census Tract 83.01, Lucas County, Ohio",5649,50.9,6.8,2437,3,257,2738,55667,936,861,58
1400000US39095008302,39095008302,"Census Tract 83.02, Lucas County, Ohio",1775,52.8,4.5,779,2,153,696,72188,394,281,3
1400000US39095008400,39095008400,"Census Tract 84, Lucas County, Ohio",4631,64.6,7,2404,5,173,2175,48210,576,432,21
1400000US39095008500,39095008500,"Census Tract 85, Lucas County, Ohio",3750,58.4,7.1,1898,4,240,1711,43012,404,287,44
1400000US39095008600,39095008600,"Census Tract 86, Lucas County, Ohio",5442,62.7,5.2,2893,3,377,2433,41607,542,82,103
1400000US39095008700,39095008700,"Census Tract 87, Lucas County, Ohio",8248,62.9,10.2,3939,6,699,3296,38849,975,540,151
1400000US39095008800,39095008800,"Census Tract 88, Lucas County, Ohio",7457,59.6,7,3705,4,396,3088,57946,1161,575,32
1400000US39095008901,39095008901,"Census Tract 89.01, Lucas County, Ohio",5389,63.6,5.2,2583,3,182,1915,75568,692,611,34
1400000US39095008902,39095008902,"Census Tract 89.02, Lucas County, Ohio",6105,69.4,3.4,3151,2,356,2135,73434,695,730,62
1400000US39095009000,39095009000,"Census Tract 90, Lucas County, Ohio",12357,59.9,4.4,5715,3,556,4585,84848,1908,2153,140
1400000US39095009101,39095009101,"Census Tract 91.01, Lucas County, Ohio",4116,57.1,6.5,1865,4,145,1566,86887,895,728,10
1400000US39095009102,39095009102,"Census Tract 91.02, Lucas County, Ohio",5090,56.9,13.8,2430,8,219,2015,54440,563,209,17
1400000US39095009201,39095009201,"Census Tract 92.01, Lucas County, Ohio",8321,62.9,5.1,3976,3,444,2825,102264,1428,1369,91
1400000US39095009202,39095009202,"Census Tract 92.02, Lucas County, Ohio",7298,62.8,7.1,3671,4,292,2772,82303,1568,1166,62
1400000US39095009300,39095009300,"Census Tract 93, Lucas County, Ohio",1623,58.8,6.3,791,4,116,638,68125,141,92,13
1400000US39095009400,39095009400,"Census Tract 94, Lucas County, Ohio",2539,63.1,9.8,1237,6,96,949,47390,216,73,36
1400000US39095009500,39095009500,"Census Tract 95, Lucas County, Ohio",2979,62.2,7.3,1546,5,220,1171,57399,144,91,14
1400000US39095009600,39095009600,"Census Tract 96, Lucas County, Ohio",3338,55.3,7.9,1493,4,132,1213,75372,332,202,8
1400000US39095009700,39095009700,"Census Tract 97, Lucas County, Ohio",3095,58.4,7.9,1475,5,81,1335,58977,255,100,31
1400000US39095009800,39095009800,"Census Tract 98, Lucas County, Ohio",3977,60.9,5.2,2015,3,200,1598,64271,364,152,31
1400000US39095009900,39095009900,"Census Tract 99, Lucas County, Ohio",4564,57.2,7.7,2183,4,246,1850,63750,446,383,18
1400000US39095010001,39095010001,"Census Tract 100.01, Lucas County, Ohio",4215,54.9,7.6,1861,4,259,1705,42702,284,146,6
1400000US39095010002,39095010002,"Census Tract 100.02, Lucas County, Ohio",3438,56.2,9.8,1543,6,124,1477,47750,210,137,33
1400000US39095010100,39095010100,"Census Tract 101, Lucas County, Ohio",4141,58.7,8.9,1995,5,257,1675,49764,373,52,107
1400000US39095010200,39095010200,"Census Tract 102, Lucas County, Ohio",2843,52.2,10.5,1187,5,226,1187,30893,157,109,3
1400000US39095010300,39095010300,"Census Tract 103, Lucas County, Ohio",2257,39.9,26.6,680,11,71,855,20656,27,40,61
1400000US39095010400,39095010400,"Census Tract 104, Lucas County, Ohio",3398,33.9,27.5,1141,9,127,112,27870,24,55,413
1400000US39095990000,39095990000,"Census Tract 9900, Lucas County, Ohio",0,-,-,#VALUE!,#VALUE!,0,0,-,0,0,0
1400000US39097040101,39097040101,"Census Tract 401.01, Madison County, Ohio",2295,59.9,7,1036,4,143,782,75577,262,147,52
1400000US39097040102,39097040102,"Census Tract 401.02, Madison County, Ohio",5070,66.5,1.4,2554,1,202,2040,61860,659,330,19
1400000US39097040201,39097040201,"Census Tract 402.01, Madison County, Ohio",2910,65.8,4.5,1604,3,200,1082,102500,388,183,0
1400000US39097040202,39097040202,"Census Tract 402.02, Madison County, Ohio",2681,61.1,4.4,1289,3,268,1011,51773,237,76,0
1400000US39097040400,39097040400,"Census Tract 404, Madison County, Ohio",2765,55.9,4.9,1248,3,139,999,59867,248,183,16
1400000US39097040500,39097040500,"Census Tract 405, Madison County, Ohio",4407,56.7,8.8,2038,5,305,1743,55128,315,68,10
1400000US39097040600,39097040600,"Census Tract 406, Madison County, Ohio",5570,58.4,5.7,2578,3,391,2382,51829,526,128,10
1400000US39097040700,39097040700,"Census Tract 407, Madison County, Ohio",3248,59.8,12.8,1480,8,181,1208,39524,139,42,118
1400000US39097041000,39097041000,"Census Tract 410, Madison County, Ohio",4788,0.4,0,19,0,0,19,72321,185,20,0
1400000US39097041100,39097041100,"Census Tract 411, Madison County, Ohio",4646,62.5,3.6,2249,2,243,1678,66272,375,180,48
1400000US39097041200,39097041200,"Census Tract 412, Madison County, Ohio",3056,59.8,8.2,1466,5,286,1197,44046,231,55,35
1400000US39097041300,39097041300,"Census Tract 413, Madison County, Ohio",2020,63.8,6.9,1058,4,91,765,64844,158,70,12
1400000US39099800300,39099800300,"Census Tract 8003, Mahoning County, Ohio",1427,37.6,24.6,436,9,47,515,26550,96,21,3
1400000US39099800400,39099800400,"Census Tract 8004, Mahoning County, Ohio",988,37.6,8.8,310,3,48,479,20511,82,36,15
1400000US39099800500,39099800500,"Census Tract 8005, Mahoning County, Ohio",4206,17.7,27.9,574,5,104,1000,14444,96,43,64
1400000US39099800600,39099800600,"Census Tract 8006, Mahoning County, Ohio",1360,31.3,29.3,321,9,42,648,14470,31,0,29
1400000US39099801000,39099801000,"Census Tract 8010, Mahoning County, Ohio",1467,40.4,25.1,445,10,17,678,20987,49,4,13
1400000US39099801100,39099801100,"Census Tract 8011, Mahoning County, Ohio",2501,39.9,25.5,770,10,117,989,23643,80,38,35
1400000US39099801200,39099801200,"Census Tract 8012, Mahoning County, Ohio",1709,47.3,20.1,632,10,123,764,28250,60,28,2
1400000US39099801300,39099801300,"Census Tract 8013, Mahoning County, Ohio",2456,49.8,19.9,903,10,180,1008,24574,138,42,34
1400000US39099801400,39099801400,"Census Tract 8014, Mahoning County, Ohio",2259,56.5,4.8,1107,3,128,1039,35382,139,64,13
1400000US39099801500,39099801500,"Census Tract 8015, Mahoning County, Ohio",2053,52.6,13.2,839,7,98,855,31557,172,42,84
1400000US39099801600,39099801600,"Census Tract 8016, Mahoning County, Ohio",3013,39.7,26.7,856,11,150,971,21875,122,15,178
1400000US39099801700,39099801700,"Census Tract 8017, Mahoning County, Ohio",1016,27.6,26.1,209,7,49,433,14572,31,24,14
