GEO.id,GEO.id2_x,GEO.display-label_x,HD01_VD01,HC03_EST_VC01,HC04_EST_VC01,EMP,UNEMP,HC01_VC54,HC01_EST_VC02,HC02_EST_VC02,HC01_EST_VC14,HC01_EST_VC15,AC
1400000US08067971000,8067971000,"Census Tract 9710, La Plata County, Colorado",3101,68.1,4,1775,3,280,1343,61828,792,510,376
1400000US08067971100,8067971100,"Census Tract 9711, La Plata County, Colorado",4760,72.4,6.6,3013,5,200,1997,43875,896,695,1033
1400000US08069000100,8069000100,"Census Tract 1, Larimer County, Colorado",2289,65.9,5.6,1453,4,167,1321,29583,493,222,698
1400000US08069000201,8069000201,"Census Tract 2.01, Larimer County, Colorado",3500,67.6,5.3,2193,4,185,1276,45132,511,304,665
1400000US08069000202,8069000202,"Census Tract 2.02, Larimer County, Colorado",2737,73.2,5.9,1635,4,132,1207,60750,568,521,518
1400000US08069000300,8069000300,"Census Tract 3, Larimer County, Colorado",2948,71.2,4.2,1732,3,88,1177,76821,774,598,197
1400000US08069000401,8069000401,"Census Tract 4.01, Larimer County, Colorado",1950,71.6,2.8,1206,2,143,887,43618,319,192,279
1400000US08069000402,8069000402,"Census Tract 4.02, Larimer County, Colorado",2803,76.7,4.7,1766,4,307,1075,37146,315,223,296
1400000US08069000503,8069000503,"Census Tract 5.03, Larimer County, Colorado",5337,60.5,8.8,2952,5,124,2201,26135,408,367,943
1400000US08069000504,8069000504,"Census Tract 5.04, Larimer County, Colorado",3362,68.6,5.9,2088,4,309,1366,32500,528,150,458
1400000US08069000505,8069000505,"Census Tract 5.05, Larimer County, Colorado",3497,57.7,10.9,1824,6,143,1423,28664,276,148,439
1400000US08069000506,8069000506,"Census Tract 5.06, Larimer County, Colorado",3056,68.6,5.5,1872,4,145,1177,47679,459,201,210
1400000US08069000600,8069000600,"Census Tract 6, Larimer County, Colorado",6436,33.2,24.9,2119,8,301,668,15517,188,71,970
1400000US08069000700,8069000700,"Census Tract 7, Larimer County, Colorado",2838,76.2,7.8,1914,6,208,1290,40462,610,357,652
1400000US08069000801,8069000801,"Census Tract 8.01, Larimer County, Colorado",1840,61.4,6.6,977,4,153,752,42162,388,303,125
1400000US08069000802,8069000802,"Census Tract 8.02, Larimer County, Colorado",1361,62.2,9.5,699,6,86,504,51786,262,171,118
1400000US08069000901,8069000901,"Census Tract 9.01, Larimer County, Colorado",5273,62.9,11,2930,7,274,2309,45995,1062,590,230
1400000US08069000902,8069000902,"Census Tract 9.02, Larimer County, Colorado",3460,67.3,6.3,1991,4,287,1611,50059,723,637,154
1400000US08069001003,8069001003,"Census Tract 10.03, Larimer County, Colorado",4904,68,9.5,2849,6,338,2441,45341,1109,712,90
1400000US08069001004,8069001004,"Census Tract 10.04, Larimer County, Colorado",3204,58.1,5,1530,3,183,1331,64967,806,668,97
1400000US08069001007,8069001007,"Census Tract 10.07, Larimer County, Colorado",3556,68.5,10.6,2142,7,245,1663,46940,636,604,137
1400000US08069001008,8069001008,"Census Tract 10.08, Larimer County, Colorado",1959,71.4,5,1190,4,143,846,67647,591,282,49
1400000US08069001009,8069001009,"Census Tract 10.09, Larimer County, Colorado",6547,60.9,6,3085,4,240,2487,81604,1458,921,154
1400000US08069001010,8069001010,"Census Tract 10.10, Larimer County, Colorado",2537,44.8,4.6,981,2,34,1122,92500,685,447,95
1400000US08069001104,8069001104,"Census Tract 11.04, Larimer County, Colorado",5982,74.1,5.5,3692,4,797,2386,58594,924,512,126
1400000US08069001106,8069001106,"Census Tract 11.06, Larimer County, Colorado",4838,71.6,4.4,2954,3,445,1957,48775,979,564,358
1400000US08069001107,8069001107,"Census Tract 11.07, Larimer County, Colorado",5474,67,9.9,3082,7,370,2220,45926,930,450,103
1400000US08069001109,8069001109,"Census Tract 11.09, Larimer County, Colorado",4955,69.9,6.4,2723,4,464,1847,70663,1028,529,218
1400000US08069001110,8069001110,"Census Tract 11.10, Larimer County, Colorado",5828,65.7,6.1,3336,4,327,2341,34850,970,512,343
1400000US08069001111,8069001111,"Census Tract 11.11, Larimer County, Colorado",2328,56,4.9,1140,3,76,1033,41928,495,480,443
1400000US08069001112,8069001112,"Census Tract 11.12, Larimer County, Colorado",4394,65.2,3.7,2207,2,196,1574,63017,683,532,179
1400000US08069001113,8069001113,"Census Tract 11.13, Larimer County, Colorado",3544,65.6,8.3,1822,5,237,1198,89653,759,479,87
1400000US08069001114,8069001114,"Census Tract 11.14, Larimer County, Colorado",2396,56.3,5.5,1081,3,65,826,127143,569,499,33
1400000US08069001301,8069001301,"Census Tract 13.01, Larimer County, Colorado",3826,57.5,7.6,1908,4,325,1575,61141,547,472,109
1400000US08069001304,8069001304,"Census Tract 13.04, Larimer County, Colorado",2602,52.2,9.6,1023,5,168,968,29054,74,71,57
1400000US08069001305,8069001305,"Census Tract 13.05, Larimer County, Colorado",2125,67.2,9.9,1087,7,81,830,49239,337,146,76
1400000US08069001306,8069001306,"Census Tract 13.06, Larimer County, Colorado",2210,55.7,11.5,957,6,146,819,38493,156,131,168
1400000US08069001307,8069001307,"Census Tract 13.07, Larimer County, Colorado",4250,67.6,6,2226,4,258,1652,76900,863,714,41
1400000US08069001308,8069001308,"Census Tract 13.08, Larimer County, Colorado",5407,64.8,7.5,2744,5,288,2030,87303,1291,740,53
1400000US08069001601,8069001601,"Census Tract 16.01, Larimer County, Colorado",1706,64.6,8.7,908,6,205,717,52370,212,88,45
1400000US08069001602,8069001602,"Census Tract 16.02, Larimer County, Colorado",4713,69.2,5,2602,3,218,1874,76944,948,695,214
1400000US08069001603,8069001603,"Census Tract 16.03, Larimer County, Colorado",5382,71.2,5.9,3035,4,317,1901,73495,949,602,105
1400000US08069001605,8069001605,"Census Tract 16.05, Larimer County, Colorado",4081,49.5,4.3,1593,2,170,1213,80583,665,623,72
1400000US08069001606,8069001606,"Census Tract 16.06, Larimer County, Colorado",3038,74.2,2.7,1628,2,121,1133,83125,978,296,119
1400000US08069001607,8069001607,"Census Tract 16.07, Larimer County, Colorado",3824,72.9,3.2,1953,2,352,1379,84583,941,452,132
1400000US08069001608,8069001608,"Census Tract 16.08, Larimer County, Colorado",5359,63.1,8.1,2317,5,210,1687,107774,1284,776,57
1400000US08069001704,8069001704,"Census Tract 17.04, Larimer County, Colorado",9083,60.9,10.4,4256,6,532,3756,40812,1121,452,255
1400000US08069001706,8069001706,"Census Tract 17.06, Larimer County, Colorado",6519,67.8,5.2,3568,4,343,2765,59443,1028,509,96
1400000US08069001707,8069001707,"Census Tract 17.07, Larimer County, Colorado",5496,64.1,8.8,2762,6,367,2135,61319,655,269,111
1400000US08069001708,8069001708,"Census Tract 17.08, Larimer County, Colorado",3489,75.3,6.1,1982,5,230,1317,70871,682,457,48
1400000US08069001709,8069001709,"Census Tract 17.09, Larimer County, Colorado",14077,65.6,5.1,7343,3,1019,5243,86844,2951,1834,208
1400000US08069001804,8069001804,"Census Tract 18.04, Larimer County, Colorado",4000,62.2,9.7,1882,6,228,1556,50145,441,211,53
1400000US08069001806,8069001806,"Census Tract 18.06, Larimer County, Colorado",7567,55.7,7.1,3511,4,288,3123,69229,1718,759,7
1400000US08069001807,8069001807,"Census Tract 18.07, Larimer County, Colorado",5620,60.3,6.1,2743,4,385,2397,62358,933,397,60
1400000US08069001808,8069001808,"Census Tract 18.08, Larimer County, Colorado",4931,53.8,6.3,2220,3,328,1910,75000,862,523,34
1400000US08069001809,8069001809,"Census Tract 18.09, Larimer County, Colorado",11256,64.4,2.8,5466,2,687,3979,85118,1927,1384,135
1400000US08069001901,8069001901,"Census Tract 19.01, Larimer County, Colorado",4208,58.2,11.6,1959,7,279,1848,41535,559,260,133
1400000US08069001902,8069001902,"Census Tract 19.02, Larimer County, Colorado",4642,59.5,5.8,2247,3,275,2148,51972,750,371,94
1400000US08069001903,8069001903,"Census Tract 19.03, Larimer County, Colorado",3784,53.8,9.4,1804,5,239,1571,67634,762,525,87
1400000US08069002005,8069002005,"Census Tract 20.05, Larimer County, Colorado",5437,65.5,6.5,2636,4,417,2188,48217,688,323,128
1400000US08069002007,8069002007,"Census Tract 20.07, Larimer County, Colorado",3277,63.6,6,1870,4,324,1768,37056,597,278,162
1400000US08069002008,8069002008,"Census Tract 20.08, Larimer County, Colorado",3694,61.8,7.8,1866,5,143,1516,56471,634,202,65
1400000US08069002010,8069002010,"Census Tract 20.10, Larimer County, Colorado",2592,64.8,4.8,1414,3,145,990,102583,650,255,12
1400000US08069002011,8069002011,"Census Tract 20.11, Larimer County, Colorado",5617,60.7,2.8,2755,2,303,2132,72083,880,563,56
1400000US08069002300,8069002300,"Census Tract 23, Larimer County, Colorado",3333,67.6,6.1,1900,4,160,1434,67031,870,529,207
1400000US08069002401,8069002401,"Census Tract 24.01, Larimer County, Colorado",1072,50.2,2.8,482,1,53,460,48558,212,98,54
1400000US08069002402,8069002402,"Census Tract 24.02, Larimer County, Colorado",2631,54.2,3.4,1265,2,142,1245,56055,623,252,58
1400000US08069002501,8069002501,"Census Tract 25.01, Larimer County, Colorado",8530,57.7,4.3,3704,2,232,3097,91777,1764,1595,58
1400000US08069002502,8069002502,"Census Tract 25.02, Larimer County, Colorado",8565,72.7,3.9,4630,3,753,2980,76586,1259,580,103
1400000US08069002503,8069002503,"Census Tract 25.03, Larimer County, Colorado",3846,65.6,8.1,1902,5,147,1148,76615,439,311,11
1400000US08069002600,8069002600,"Census Tract 26, Larimer County, Colorado",6829,63.2,5.7,3572,4,309,2494,84766,980,714,52
1400000US08069002700,8069002700,"Census Tract 27, Larimer County, Colorado",5506,64.5,6,2816,4,359,2272,56833,820,291,170
1400000US08069002801,8069002801,"Census Tract 28.01, Larimer County, Colorado",3415,54.6,6.1,1641,3,237,1688,59755,787,471,157
1400000US08069002802,8069002802,"Census Tract 28.02, Larimer County, Colorado",5464,53.3,4,2589,2,449,2637,52429,1213,834,260
1400000US08069002803,8069002803,"Census Tract 28.03, Larimer County, Colorado",91,95.6,0,87,0,12,47,43984,27,0,34
1400000US08071000100,8071000100,"Census Tract 1, Las Animas County, Colorado",3392,50.2,10.4,1404,5,179,1426,42292,158,96,54
1400000US08071000200,8071000200,"Census Tract 2, Las Animas County, Colorado",2518,52.1,14.4,1077,8,160,929,50347,224,170,111
1400000US08071000300,8071000300,"Census Tract 3, Las Animas County, Colorado",2034,45.5,7.6,754,3,81,849,48836,179,138,38
1400000US08071000400,8071000400,"Census Tract 4, Las Animas County, Colorado",1845,53.8,8.7,811,5,75,862,41961,143,66,119
1400000US08071000500,8071000500,"Census Tract 5, Las Animas County, Colorado",2006,44.7,9.1,728,4,44,875,37534,123,83,62
1400000US08071000800,8071000800,"Census Tract 8, Las Animas County, Colorado",2708,48.8,3.8,1129,2,74,885,53250,268,117,47
1400000US08073961700,8073961700,"Census Tract 9617, Lincoln County, Colorado",3560,26.7,7.4,834,2,126,902,39000,292,82,47
1400000US08073961800,8073961800,"Census Tract 9618, Lincoln County, Colorado",1918,46.3,4.8,654,2,78,775,39007,170,54,45
1400000US08075965900,8075965900,"Census Tract 9659, Logan County, Colorado",1260,63.5,7.2,683,5,161,444,60972,74,30,37
1400000US08075966000,8075966000,"Census Tract 9660, Logan County, Colorado",2207,59.8,4.7,1020,3,109,777,52434,248,69,45
1400000US08075966100,8075966100,"Census Tract 9661, Logan County, Colorado",7518,53.8,12.7,3322,7,561,2887,37139,429,321,65
1400000US08075966200,8075966200,"Census Tract 9662, Logan County, Colorado",3990,63,7,2182,4,277,1393,42823,200,60,176
1400000US08075966300,8075966300,"Census Tract 9663, Logan County, Colorado",4841,56.6,9.4,2272,5,360,1838,40345,315,313,68
1400000US08075966400,8075966400,"Census Tract 9664, Logan County, Colorado",2112,50.9,3.6,924,2,86,627,50947,165,91,83
1400000US08077000200,8077000200,"Census Tract 2, Mesa County, Colorado",2307,66.9,6.4,1279,4,266,1118,26689,341,65,207
1400000US08077000300,8077000300,"Census Tract 3, Mesa County, Colorado",1434,66.2,7.1,711,5,122,697,29420,176,106,131
1400000US08077000400,8077000400,"Census Tract 4, Mesa County, Colorado",3497,64.6,7.3,1815,5,301,1542,40159,508,155,113
1400000US08077000500,8077000500,"Census Tract 5, Mesa County, Colorado",3090,38.7,19.4,1146,8,133,717,21875,137,97,524
1400000US08077000601,8077000601,"Census Tract 6.01, Mesa County, Colorado",4298,53.5,8.4,1837,4,239,1891,38270,471,332,164
1400000US08077000602,8077000602,"Census Tract 6.02, Mesa County, Colorado",4963,55.7,12.6,2214,7,282,2115,31454,465,106,145
1400000US08077000700,8077000700,"Census Tract 7, Mesa County, Colorado",4082,60.8,15.6,1953,9,287,1767,37917,296,199,136
1400000US08077000800,8077000800,"Census Tract 8, Mesa County, Colorado",8965,59.3,10.2,3957,6,575,2956,52433,752,296,88
1400000US08077000900,8077000900,"Census Tract 9, Mesa County, Colorado",2466,57.9,8.2,1138,5,129,1036,50476,251,136,28
1400000US08077001001,8077001001,"Census Tract 10.01, Mesa County, Colorado",4582,48.6,1.1,1818,1,163,2024,50391,971,391,59
1400000US08077001002,8077001002,"Census Tract 10.02, Mesa County, Colorado",6442,56.3,8.3,3109,5,346,2916,60655,1170,699,128
1400000US08077001101,8077001101,"Census Tract 11.01, Mesa County, Colorado",7982,60.3,4.2,3711,3,637,3414,44880,763,231,168
1400000US08077001102,8077001102,"Census Tract 11.02, Mesa County, Colorado",4745,55.1,7.5,2020,4,202,1938,53313,537,97,63
1400000US08077001200,8077001200,"Census Tract 12, Mesa County, Colorado",2283,50.6,7.8,1011,4,81,894,78021,256,171,19
1400000US08077001301,8077001301,"Census Tract 13.01, Mesa County, Colorado",8839,60.7,11.4,4020,7,819,3545,36409,829,90,38
1400000US08077001302,8077001302,"Census Tract 13.02, Mesa County, Colorado",4508,56.6,7,2074,4,302,1874,54477,572,300,32
1400000US08077001402,8077001402,"Census Tract 14.02, Mesa County, Colorado",6463,49.9,8.2,2567,4,206,2438,69545,1220,517,32
1400000US08077001403,8077001403,"Census Tract 14.03, Mesa County, Colorado",3787,64.5,6.5,1917,4,262,1453,66144,646,370,71
1400000US08077001404,8077001404,"Census Tract 14.04, Mesa County, Colorado",4763,54.9,7.7,2179,4,256,2017,81250,980,659,29
1400000US08077001501,8077001501,"Census Tract 15.01, Mesa County, Colorado",12761,61.4,8.5,6041,5,620,4864,56113,1360,833,312
1400000US08077001502,8077001502,"Census Tract 15.02, Mesa County, Colorado",7478,60.5,7.5,3710,5,405,2818,58488,886,633,45
1400000US08077001600,8077001600,"Census Tract 16, Mesa County, Colorado",3454,57.8,6.6,1608,4,243,1407,77076,776,600,32
1400000US08077001702,8077001702,"Census Tract 17.02, Mesa County, Colorado",4787,55.8,5.4,2253,3,297,1892,50833,582,344,143
1400000US08077001703,8077001703,"Census Tract 17.03, Mesa County, Colorado",4122,57.5,7.7,2000,4,231,1790,50043,393,165,103
1400000US08077001705,8077001705,"Census Tract 17.05, Mesa County, Colorado",5413,57,12.1,2241,7,334,2138,34415,295,90,105
1400000US08077001706,8077001706,"Census Tract 17.06, Mesa County, Colorado",6154,57.5,15.9,2728,9,428,2381,36272,301,59,235
1400000US08077001707,8077001707,"Census Tract 17.07, Mesa County, Colorado",5952,66,7.5,3035,5,289,2277,54909,600,112,83
1400000US08077001800,8077001800,"Census Tract 18, Mesa County, Colorado",3005,57.6,5.9,1422,3,111,1148,56029,274,175,176
1400000US08077001900,8077001900,"Census Tract 19, Mesa County, Colorado",5212,60.2,4.7,2455,3,312,2148,62232,752,476,21
1400000US08079973600,8079973600,"Census Tract 9736, Mineral County, Colorado",733,45.5,1.6,309,1,47,368,48125,187,92,41
1400000US08081000300,8081000300,"Census Tract 3, Moffat County, Colorado",3002,66.6,3.8,1556,3,243,1216,70292,309,82,55
1400000US08081000400,8081000400,"Census Tract 4, Moffat County, Colorado",4328,58.3,8.2,1968,5,345,1591,40804,232,146,270
1400000US08081000500,8081000500,"Census Tract 5, Moffat County, Colorado",4254,67.8,5.1,2155,3,367,1600,50912,296,110,158
1400000US08081000600,8081000600,"Census Tract 6, Moffat County, Colorado",1533,55.6,5.8,666,3,74,579,45240,120,25,12
1400000US08083941100,8083941100,"Census Tract 9411, Montezuma County, Colorado",1163,44.4,9.3,369,4,44,421,29648,61,17,21
1400000US08083969000,8083969000,"Census Tract 9690, Montezuma County, Colorado",3462,55.8,7.8,1569,4,177,1473,45625,662,285,97
1400000US08083969100,8083969100,"Census Tract 9691, Montezuma County, Colorado",3546,57.1,3.4,1633,2,112,1359,47869,506,472,104
1400000US08083969200,8083969200,"Census Tract 9692, Montezuma County, Colorado",2821,52.5,10.1,1213,5,98,1192,45398,271,153,12
1400000US08083969300,8083969300,"Census Tract 9693, Montezuma County, Colorado",5223,52.7,13,2372,7,333,2384,48490,745,593,129
1400000US08083969400,8083969400,"Census Tract 9694, Montezuma County, Colorado",4408,61.3,10.4,1872,6,315,1635,36841,212,182,96
1400000US08083969600,8083969600,"Census Tract 9696, Montezuma County, Colorado",5077,50.2,10.1,2047,5,323,1953,45285,319,355,30
1400000US08085966100,8085966100,"Census Tract 9661, Montrose County, Colorado",2150,54.1,7.2,1018,4,107,1043,43698,153,111,45
1400000US08085966201,8085966201,"Census Tract 9662.01, Montrose County, Colorado",2666,45.1,7,995,3,63,1080,43132,209,136,28
1400000US08085966202,8085966202,"Census Tract 9662.02, Montrose County, Colorado",4525,57.5,13.1,1924,8,177,1529,38616,248,106,21
1400000US08085966300,8085966300,"Census Tract 9663, Montrose County, Colorado",6033,53.9,12.7,2641,7,360,2555,36583,539,260,164
1400000US08085966400,8085966400,"Census Tract 9664, Montrose County, Colorado",6205,50.5,9.8,2480,5,404,2788,33304,756,512,227
1400000US08085966501,8085966501,"Census Tract 9665.01, Montrose County, Colorado",3072,43.2,14.7,1111,6,85,1263,64357,516,390,7
1400000US08085966502,8085966502,"Census Tract 9665.02, Montrose County, Colorado",4016,52.4,6,1685,3,237,1681,55495,681,358,27
1400000US08085966503,8085966503,"Census Tract 9665.03, Montrose County, Colorado",3316,50.5,10.1,1264,5,132,1303,44604,262,181,0
1400000US08085966601,8085966601,"Census Tract 9666.01, Montrose County, Colorado",4374,59.7,7.9,1977,5,232,1667,45854,399,219,0
1400000US08085966602,8085966602,"Census Tract 9666.02, Montrose County, Colorado",4458,46.3,10.2,1739,5,123,1859,58304,646,360,79
1400000US08087000100,8087000100,"Census Tract 1, Morgan County, Colorado",2829,68.2,2.5,1519,2,49,1077,72679,302,138,36
1400000US08087000200,8087000200,"Census Tract 2, Morgan County, Colorado",2792,59.7,4.6,1319,3,136,1060,50110,154,140,86
1400000US08087000300,8087000300,"Census Tract 3, Morgan County, Colorado",2021,61.2,5,1017,3,126,833,48244,114,22,51
1400000US08087000400,8087000400,"Census Tract 4, Morgan County, Colorado",4428,59.2,6.7,1946,4,176,1672,40291,102,138,150
1400000US08087000500,8087000500,"Census Tract 5, Morgan County, Colorado",2465,59.1,9.9,1193,6,110,796,44333,229,131,131
1400000US08087000600,8087000600,"Census Tract 6, Morgan County, Colorado",6156,70.7,3.9,3087,3,267,2140,53179,204,200,169
1400000US08087000700,8087000700,"Census Tract 7, Morgan County, Colorado",5971,52.1,10.6,2234,6,194,2085,44049,344,261,54
1400000US08087000800,8087000800,"Census Tract 8, Morgan County, Colorado",1697,66,5.3,950,3,100,758,54926,167,68,5
1400000US08089968000,8089968000,"Census Tract 9680, Otero County, Colorado",1494,49.1,13.5,592,7,96,628,33523,142,50,14
1400000US08089968100,8089968100,"Census Tract 9681, Otero County, Colorado",2764,47.1,9.2,1026,4,74,1083,23216,178,49,56
1400000US08089968200,8089968200,"Census Tract 9682, Otero County, Colorado",2965,52.6,11.7,1217,6,128,1169,42208,228,55,24
1400000US08089968300,8089968300,"Census Tract 9683, Otero County, Colorado",3944,48.5,9.4,1519,5,210,1546,39583,274,263,0
1400000US08089968400,8089968400,"Census Tract 9684, Otero County, Colorado",1000,42.5,10.6,361,5,37,432,34079,49,36,10
1400000US08089968500,8089968500,"Census Tract 9685, Otero County, Colorado",1537,56.9,6,699,3,54,666,43553,148,62,26
1400000US08089968600,8089968600,"Census Tract 9686, Otero County, Colorado",4868,49.8,12.7,1903,6,371,1930,29115,303,98,190
1400000US08091967600,8091967600,"Census Tract 9676, Ouray County, Colorado",4580,56.4,6.7,2262,4,207,1980,61624,1140,783,264
1400000US08093000100,8093000100,"Census Tract 1, Park County, Colorado",5701,61.5,8.9,2998,5,299,2488,60972,798,388,73
1400000US08093000200,8093000200,"Census Tract 2, Park County, Colorado",3763,71.4,2.1,2280,1,173,1706,72283,731,239,49
1400000US08093000300,8093000300,"Census Tract 3, Park County, Colorado",2911,77.4,5.6,1803,4,274,1231,49952,422,125,89
1400000US08093000400,8093000400,"Census Tract 4, Park County, Colorado",1412,55.3,6.3,680,3,65,682,62034,189,116,0
1400000US08093000500,8093000500,"Census Tract 5, Park County, Colorado",2402,48.2,2.8,1061,1,140,1212,36149,421,229,0
1400000US08095967600,8095967600,"Census Tract 9676, Phillips County, Colorado",2913,60,4.4,1361,3,183,1127,43566,267,112,144
1400000US08095967700,8095967700,"Census Tract 9677, Phillips County, Colorado",1458,53.6,7.4,622,4,75,584,43864,172,81,59
1400000US08097000100,8097000100,"Census Tract 1, Pitkin County, Colorado",7983,70,7,4696,5,372,3251,75596,2400,713,617
1400000US08097000401,8097000401,"Census Tract 4.01, Pitkin County, Colorado",4272,64,11.5,2526,7,209,2228,65633,1667,718,1192
1400000US08097000402,8097000402,"Census Tract 4.02, Pitkin County, Colorado",2963,67.4,6.5,1720,4,173,1192,81167,935,469,721
1400000US08097000500,8097000500,"Census Tract 5, Pitkin County, Colorado",2202,79,4.2,1345,3,142,899,65592,604,342,294
1400000US08099000100,8099000100,"Census Tract 1, Prowers County, Colorado",1338,63.8,8.3,684,5,84,551,53493,126,41,8
1400000US08099000200,8099000200,"Census Tract 2, Prowers County, Colorado",2275,45.2,25.3,795,11,146,844,27024,49,23,53
1400000US08099000300,8099000300,"Census Tract 3, Prowers County, Colorado",5230,63.4,4.7,2484,3,341,2149,42656,351,137,125
1400000US08099000600,8099000600,"Census Tract 6, Prowers County, Colorado",1358,60.2,4.6,624,3,61,521,40766,114,37,40
1400000US08099000700,8099000700,"Census Tract 7, Prowers County, Colorado",2034,56.9,10.8,901,6,76,791,38897,111,65,48
1400000US08101000100,8101000100,"Census Tract 1, Pueblo County, Colorado",2647,58,10.4,1245,6,152,1188,41250,352,157,29
1400000US08101000200,8101000200,"Census Tract 2, Pueblo County, Colorado",2097,48.8,11.6,750,6,163,767,29050,57,51,9
1400000US08101000300,8101000300,"Census Tract 3, Pueblo County, Colorado",2036,0,-,0,#VALUE!,0,0,-,71,51,0
1400000US08101000400,8101000400,"Census Tract 4, Pueblo County, Colorado",2792,60.7,11.9,1298,7,192,1144,35769,171,110,13
1400000US08101000500,8101000500,"Census Tract 5, Pueblo County, Colorado",2090,52.9,12.7,990,7,123,1039,34393,282,171,35
1400000US08101000600,8101000600,"Census Tract 6, Pueblo County, Colorado",1970,41.7,18.9,635,8,62,867,20767,172,19,107
1400000US08101000800,8101000800,"Census Tract 8, Pueblo County, Colorado",3180,48.9,14.2,1185,7,154,1199,25881,106,66,62
1400000US08101000902,8101000902,"Census Tract 9.02, Pueblo County, Colorado",6189,54.4,14.4,2580,8,470,2409,35302,515,323,50
1400000US08101000903,8101000903,"Census Tract 9.03, Pueblo County, Colorado",579,43,9.9,247,4,27,10,-,0,0,74
1400000US08101000904,8101000904,"Census Tract 9.04, Pueblo County, Colorado",4078,38.8,3.3,1272,1,295,2004,33508,339,309,83
1400000US08101000905,8101000905,"Census Tract 9.05, Pueblo County, Colorado",2042,66.7,10.4,1084,7,152,987,27765,167,167,79
1400000US08101001000,8101001000,"Census Tract 10, Pueblo County, Colorado",5256,45.2,21.2,1659,10,337,1834,24516,155,114,86
1400000US08101001100,8101001100,"Census Tract 11, Pueblo County, Colorado",2464,40.4,15.5,768,6,38,1037,18233,63,12,77
1400000US08101001200,8101001200,"Census Tract 12, Pueblo County, Colorado",2109,35.1,29.9,548,10,27,850,20912,75,4,5
1400000US08101001400,8101001400,"Census Tract 14, Pueblo County, Colorado",1180,46.4,5.7,462,3,54,608,18008,35,22,49
1400000US08101001500,8101001500,"Census Tract 15, Pueblo County, Colorado",2026,59.7,9,972,5,133,896,35398,218,131,78
1400000US08101001600,8101001600,"Census Tract 16, Pueblo County, Colorado",1849,50.3,9.3,764,5,83,774,49524,272,206,4
1400000US08101001700,8101001700,"Census Tract 17, Pueblo County, Colorado",4445,54.8,4.9,1944,3,358,1934,45714,353,284,94
1400000US08101001800,8101001800,"Census Tract 18, Pueblo County, Colorado",2294,51.4,18.1,961,9,148,1055,36525,245,103,40
1400000US08101001900,8101001900,"Census Tract 19, Pueblo County, Colorado",1287,53.6,7.7,604,4,94,639,27688,112,75,73
1400000US08101002000,8101002000,"Census Tract 20, Pueblo County, Colorado",3201,41.9,28.2,1038,12,101,1315,27028,121,47,115
1400000US08101002100,8101002100,"Census Tract 21, Pueblo County, Colorado",1576,46.6,18.3,603,9,70,631,26480,47,18,59
1400000US08101002200,8101002200,"Census Tract 22, Pueblo County, Colorado",1496,52.3,14.6,554,8,10,592,29397,129,28,36
1400000US08101002300,8101002300,"Census Tract 23, Pueblo County, Colorado",3342,48.9,8.4,1306,4,171,1383,29128,238,104,81
1400000US08101002400,8101002400,"Census Tract 24, Pueblo County, Colorado",1804,44.4,10.2,660,5,121,732,32256,95,24,35
1400000US08101002500,8101002500,"Census Tract 25, Pueblo County, Colorado",3040,51.9,16.8,1239,9,151,1198,31796,179,66,113
1400000US08101002600,8101002600,"Census Tract 26, Pueblo County, Colorado",3751,50.9,12.9,1426,7,260,1615,23132,161,74,96
1400000US08101002700,8101002700,"Census Tract 27, Pueblo County, Colorado",5417,49.4,11.6,2091,6,601,2210,36963,394,284,214
1400000US08101002801,8101002801,"Census Tract 28.01, Pueblo County, Colorado",5318,46.8,7.4,2015,3,310,2107,37928,584,258,75
1400000US08101002802,8101002802,"Census Tract 28.02, Pueblo County, Colorado",3761,45,10.8,1399,5,142,1555,41152,306,198,35
1400000US08101002804,8101002804,"Census Tract 28.04, Pueblo County, Colorado",4389,46.4,7.2,1682,3,175,1731,56610,591,277,42
1400000US08101002806,8101002806,"Census Tract 28.06, Pueblo County, Colorado",3732,56.8,2.5,1666,1,76,1360,66295,556,419,118
1400000US08101002807,8101002807,"Census Tract 28.07, Pueblo County, Colorado",4480,63.6,6.7,2097,4,182,1710,61346,547,204,6
1400000US08101002808,8101002808,"Census Tract 28.08, Pueblo County, Colorado",3139,56.4,8.8,1345,5,163,1104,92917,471,406,12
1400000US08101002901,8101002901,"Census Tract 29.01, Pueblo County, Colorado",3025,55.3,12.4,1289,7,156,1155,35795,312,41,90
1400000US08101002903,8101002903,"Census Tract 29.03, Pueblo County, Colorado",6354,57.6,9.2,2887,5,400,2478,64813,898,526,17
1400000US08101002906,8101002906,"Census Tract 29.06, Pueblo County, Colorado",4392,61.4,6,2099,4,175,1527,78594,648,411,0
1400000US08101002911,8101002911,"Census Tract 29.11, Pueblo County, Colorado",2813,56.7,7.9,1273,4,116,932,81250,308,242,16
1400000US08101002912,8101002912,"Census Tract 29.12, Pueblo County, Colorado",2022,59.3,8.3,831,5,104,687,57404,99,45,11
1400000US08101002913,8101002913,"Census Tract 29.13, Pueblo County, Colorado",3491,56.9,6.2,1586,4,155,1325,72644,740,376,24
1400000US08101002914,8101002914,"Census Tract 29.14, Pueblo County, Colorado",3424,60.5,9.9,1582,6,256,1142,69958,326,149,48
1400000US08101002915,8101002915,"Census Tract 29.15, Pueblo County, Colorado",2460,56.8,12.1,1066,7,127,933,58125,201,142,0
