GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC03_EST_VC01,HC04_EST_VC01,EMP,UNEMP
Id,Id2,Geography,Total; Estimate; Population 16 years and over,Employment/Population Ratio; Estimate; Population 16 years and over,Unemployment rate; Estimate; Population 16 years and over,No of Employment,No of Unemployment
1400000US39113000900,39113000900,"Census Tract 9, Montgomery County, Ohio",1950,46.7,15.3,911,7
1400000US39113001000,39113001000,"Census Tract 10, Montgomery County, Ohio",803,41.6,14.8,334,6
1400000US39113001100,39113001100,"Census Tract 11, Montgomery County, Ohio",3175,52.4,16.5,1664,9
1400000US39113001200,39113001200,"Census Tract 12, Montgomery County, Ohio",827,38.8,18.3,321,7
1400000US39113001501,39113001501,"Census Tract 15.01, Montgomery County, Ohio",3587,39.9,9.2,1431,4
1400000US39113001600,39113001600,"Census Tract 16, Montgomery County, Ohio",1783,48,19.2,856,9
1400000US39113001700,39113001700,"Census Tract 17, Montgomery County, Ohio",659,39.5,22.6,260,9
1400000US39113001800,39113001800,"Census Tract 18, Montgomery County, Ohio",4373,39.1,25.3,1710,10
1400000US39113001900,39113001900,"Census Tract 19, Montgomery County, Ohio",3404,47.7,14.3,1624,7
1400000US39113002000,39113002000,"Census Tract 20, Montgomery County, Ohio",2569,49.9,14.7,1282,7
1400000US39113002200,39113002200,"Census Tract 22, Montgomery County, Ohio",2242,36.7,19.9,823,7
1400000US39113002300,39113002300,"Census Tract 23, Montgomery County, Ohio",2361,38.1,18,900,7
1400000US39113002400,39113002400,"Census Tract 24, Montgomery County, Ohio",2004,56.2,12.8,1126,7
1400000US39113002500,39113002500,"Census Tract 25, Montgomery County, Ohio",4260,55.9,8.4,2381,5
1400000US39113002600,39113002600,"Census Tract 26, Montgomery County, Ohio",4381,53.5,13.9,2344,7
1400000US39113002700,39113002700,"Census Tract 27, Montgomery County, Ohio",1678,62.9,7.1,1055,4
1400000US39113002800,39113002800,"Census Tract 28, Montgomery County, Ohio",1808,55.1,12.2,996,7
1400000US39113002900,39113002900,"Census Tract 29, Montgomery County, Ohio",3397,59.9,3.9,2035,2
1400000US39113003000,39113003000,"Census Tract 30, Montgomery County, Ohio",2617,57.2,9.5,1497,5
1400000US39113003100,39113003100,"Census Tract 31, Montgomery County, Ohio",2166,52.9,9.8,1146,5
1400000US39113003201,39113003201,"Census Tract 32.01, Montgomery County, Ohio",2823,66.6,8.2,1880,5
1400000US39113003300,39113003300,"Census Tract 33, Montgomery County, Ohio",3621,66,7.8,2390,5
1400000US39113003402,39113003402,"Census Tract 34.02, Montgomery County, Ohio",6706,47.8,7.4,3205,4
1400000US39113003403,39113003403,"Census Tract 34.03, Montgomery County, Ohio",3641,35.6,18.2,1296,6
1400000US39113003404,39113003404,"Census Tract 34.04, Montgomery County, Ohio",1647,56.3,11.9,927,7
1400000US39113003500,39113003500,"Census Tract 35, Montgomery County, Ohio",1920,29.8,31.8,572,9
1400000US39113003800,39113003800,"Census Tract 38, Montgomery County, Ohio",2381,33.8,21.1,805,7
1400000US39113003900,39113003900,"Census Tract 39, Montgomery County, Ohio",1897,40.5,13,768,5
1400000US39113004100,39113004100,"Census Tract 41, Montgomery County, Ohio",1583,41.6,30,659,12
1400000US39113004200,39113004200,"Census Tract 42, Montgomery County, Ohio",1788,38.5,36.1,688,14
1400000US39113004300,39113004300,"Census Tract 43, Montgomery County, Ohio",1427,49.4,20.6,705,10
1400000US39113004400,39113004400,"Census Tract 44, Montgomery County, Ohio",1700,32.5,17.5,553,6
1400000US39113004600,39113004600,"Census Tract 46, Montgomery County, Ohio",1506,28.4,30.3,428,9
1400000US39113010100,39113010100,"Census Tract 101, Montgomery County, Ohio",1615,61.4,1.6,992,1
1400000US39113010200,39113010200,"Census Tract 102, Montgomery County, Ohio",5051,66.6,1.6,3364,1
1400000US39113020100,39113020100,"Census Tract 201, Montgomery County, Ohio",2197,62.9,9.2,1382,6
1400000US39113020200,39113020200,"Census Tract 202, Montgomery County, Ohio",2374,60.2,8.1,1429,5
1400000US39113020300,39113020300,"Census Tract 203, Montgomery County, Ohio",2185,58.2,2.7,1272,2
1400000US39113020400,39113020400,"Census Tract 204, Montgomery County, Ohio",5281,60.5,3.6,3195,2
1400000US39113020500,39113020500,"Census Tract 205, Montgomery County, Ohio",1226,55,6,674,3
1400000US39113020601,39113020601,"Census Tract 206.01, Montgomery County, Ohio",1532,64,3.9,980,2
1400000US39113020602,39113020602,"Census Tract 206.02, Montgomery County, Ohio",1406,57.4,2.3,807,1
1400000US39113020700,39113020700,"Census Tract 207, Montgomery County, Ohio",2421,60.1,6.1,1455,4
1400000US39113020800,39113020800,"Census Tract 208, Montgomery County, Ohio",2001,56,6.3,1121,4
1400000US39113020900,39113020900,"Census Tract 209, Montgomery County, Ohio",2087,71.2,3.1,1486,2
1400000US39113021000,39113021000,"Census Tract 210, Montgomery County, Ohio",1299,72.1,5.4,937,4
1400000US39113021100,39113021100,"Census Tract 211, Montgomery County, Ohio",2484,55.8,8.5,1386,5
1400000US39113021200,39113021200,"Census Tract 212, Montgomery County, Ohio",1421,67.9,6.7,965,5
1400000US39113021301,39113021301,"Census Tract 213.01, Montgomery County, Ohio",2144,54.5,12.8,1168,7
1400000US39113021302,39113021302,"Census Tract 213.02, Montgomery County, Ohio",1570,64.6,8,1014,5
1400000US39113021400,39113021400,"Census Tract 214, Montgomery County, Ohio",2164,61,2.9,1320,2
1400000US39113021501,39113021501,"Census Tract 215.01, Montgomery County, Ohio",2231,67.2,10.6,1499,7
1400000US39113021502,39113021502,"Census Tract 215.02, Montgomery County, Ohio",1398,56.2,7.9,786,4
1400000US39113021601,39113021601,"Census Tract 216.01, Montgomery County, Ohio",1744,66.2,8.8,1155,6
1400000US39113021602,39113021602,"Census Tract 216.02, Montgomery County, Ohio",2774,63.1,7.1,1750,4
1400000US39113021700,39113021700,"Census Tract 217, Montgomery County, Ohio",2002,64.4,7.6,1289,5
1400000US39113021800,39113021800,"Census Tract 218, Montgomery County, Ohio",1669,60.8,11.9,1015,7
1400000US39113021900,39113021900,"Census Tract 219, Montgomery County, Ohio",1912,51.8,4.1,990,2
1400000US39113030100,39113030100,"Census Tract 301, Montgomery County, Ohio",3095,59.7,7.4,1848,4
1400000US39113030200,39113030200,"Census Tract 302, Montgomery County, Ohio",2382,59.7,7.6,1422,5
1400000US39113040101,39113040101,"Census Tract 401.01, Montgomery County, Ohio",1482,66.7,3.3,988,2
1400000US39113040102,39113040102,"Census Tract 401.02, Montgomery County, Ohio",1769,53,6.1,938,3
1400000US39113040103,39113040103,"Census Tract 401.03, Montgomery County, Ohio",2334,38.3,2.5,894,1
1400000US39113040201,39113040201,"Census Tract 402.01, Montgomery County, Ohio",2337,59.6,4.5,1393,3
1400000US39113040203,39113040203,"Census Tract 402.03, Montgomery County, Ohio",2124,59.5,6.3,1264,4
1400000US39113040204,39113040204,"Census Tract 402.04, Montgomery County, Ohio",4238,59,7.8,2500,5
1400000US39113040302,39113040302,"Census Tract 403.02, Montgomery County, Ohio",4091,58.2,8.8,2381,5
1400000US39113040303,39113040303,"Census Tract 403.03, Montgomery County, Ohio",3986,53,0.5,2113,0
1400000US39113040305,39113040305,"Census Tract 403.05, Montgomery County, Ohio",2203,67.1,1.7,1478,1
1400000US39113040306,39113040306,"Census Tract 403.06, Montgomery County, Ohio",3828,64.6,2.6,2473,2
1400000US39113040401,39113040401,"Census Tract 404.01, Montgomery County, Ohio",4445,65,2.9,2889,2
1400000US39113040403,39113040403,"Census Tract 404.03, Montgomery County, Ohio",3244,65.2,3.5,2115,2
1400000US39113040405,39113040405,"Census Tract 404.05, Montgomery County, Ohio",4692,70.1,3.8,3289,3
1400000US39113040406,39113040406,"Census Tract 404.06, Montgomery County, Ohio",5311,54.4,4.5,2889,2
1400000US39113050101,39113050101,"Census Tract 501.01, Montgomery County, Ohio",3363,62.1,6.7,2088,4
1400000US39113050103,39113050103,"Census Tract 501.03, Montgomery County, Ohio",6145,74.1,5.8,4553,4
1400000US39113050104,39113050104,"Census Tract 501.04, Montgomery County, Ohio",2220,48.8,12.1,1083,6
1400000US39113050105,39113050105,"Census Tract 501.05, Montgomery County, Ohio",4088,62.4,6.4,2551,4
1400000US39113050301,39113050301,"Census Tract 503.01, Montgomery County, Ohio",2308,56.1,12.7,1295,7
1400000US39113050302,39113050302,"Census Tract 503.02, Montgomery County, Ohio",4338,62.7,5.4,2720,3
1400000US39113050303,39113050303,"Census Tract 503.03, Montgomery County, Ohio",3333,63.5,7.7,2116,5
1400000US39113050401,39113050401,"Census Tract 504.01, Montgomery County, Ohio",4218,61.3,5.3,2586,3
1400000US39113050402,39113050402,"Census Tract 504.02, Montgomery County, Ohio",1586,53.8,10.6,853,6
1400000US39113050502,39113050502,"Census Tract 505.02, Montgomery County, Ohio",2320,60.9,4.4,1413,3
1400000US39113050503,39113050503,"Census Tract 505.03, Montgomery County, Ohio",5366,55.2,6.3,2962,3
1400000US39113050504,39113050504,"Census Tract 505.04, Montgomery County, Ohio",4993,61.3,10.6,3061,6
1400000US39113050600,39113050600,"Census Tract 506, Montgomery County, Ohio",3036,51.3,5.4,1557,3
1400000US39113060100,39113060100,"Census Tract 601, Montgomery County, Ohio",2711,50.5,11.3,1369,6
1400000US39113060200,39113060200,"Census Tract 602, Montgomery County, Ohio",1275,39.1,17.5,499,7
1400000US39113060300,39113060300,"Census Tract 603, Montgomery County, Ohio",3730,27.2,22.2,1015,6
1400000US39113070101,39113070101,"Census Tract 701.01, Montgomery County, Ohio",3869,51.1,10.3,1977,5
1400000US39113070102,39113070102,"Census Tract 701.02, Montgomery County, Ohio",3023,48,9.8,1451,5
1400000US39113070201,39113070201,"Census Tract 702.01, Montgomery County, Ohio",1042,33.2,38.9,346,13
1400000US39113070202,39113070202,"Census Tract 702.02, Montgomery County, Ohio",1448,36.5,31.6,529,12
1400000US39113070300,39113070300,"Census Tract 703, Montgomery County, Ohio",2072,37.8,19.9,783,8
1400000US39113070400,39113070400,"Census Tract 704, Montgomery County, Ohio",1999,53.5,15.9,1069,9
1400000US39113070500,39113070500,"Census Tract 705, Montgomery County, Ohio",3237,55.2,7.6,1787,4
1400000US39113070600,39113070600,"Census Tract 706, Montgomery County, Ohio",887,44.1,8.4,391,4
1400000US39113070700,39113070700,"Census Tract 707, Montgomery County, Ohio",2764,45.6,12.8,1260,6
1400000US39113080100,39113080100,"Census Tract 801, Montgomery County, Ohio",5120,52.6,10.8,2693,6
1400000US39113080200,39113080200,"Census Tract 802, Montgomery County, Ohio",2181,48,14.1,1047,7
1400000US39113080300,39113080300,"Census Tract 803, Montgomery County, Ohio",1684,42,20,707,8
1400000US39113080400,39113080400,"Census Tract 804, Montgomery County, Ohio",2395,55.1,8.8,1320,5
1400000US39113080500,39113080500,"Census Tract 805, Montgomery County, Ohio",4370,53.4,20.2,2334,11
1400000US39113080600,39113080600,"Census Tract 806, Montgomery County, Ohio",1272,50.9,13.7,647,7
1400000US39113080700,39113080700,"Census Tract 807, Montgomery County, Ohio",1832,37.5,17.8,687,7
1400000US39113090302,39113090302,"Census Tract 903.02, Montgomery County, Ohio",4736,51.3,11.4,2430,6
1400000US39113090303,39113090303,"Census Tract 903.03, Montgomery County, Ohio",2572,61.8,3.1,1589,2
1400000US39113090304,39113090304,"Census Tract 903.04, Montgomery County, Ohio",5555,60.7,10.6,3372,6
1400000US39113090600,39113090600,"Census Tract 906, Montgomery County, Ohio",2766,62.6,7,1732,4
1400000US39113090700,39113090700,"Census Tract 907, Montgomery County, Ohio",1045,58.4,5,610,3
1400000US39113090800,39113090800,"Census Tract 908, Montgomery County, Ohio",998,55.5,8.4,554,5
1400000US39113090900,39113090900,"Census Tract 909, Montgomery County, Ohio",2902,56.4,9,1637,5
1400000US39113091000,39113091000,"Census Tract 910, Montgomery County, Ohio",2041,50.3,11.6,1027,6
1400000US39113091100,39113091100,"Census Tract 911, Montgomery County, Ohio",2101,49.4,8.9,1038,4
1400000US39113100101,39113100101,"Census Tract 1001.01, Montgomery County, Ohio",5145,55.4,7.9,2850,4
1400000US39113100102,39113100102,"Census Tract 1001.02, Montgomery County, Ohio",4461,55,4,2454,2
1400000US39113100201,39113100201,"Census Tract 1002.01, Montgomery County, Ohio",3307,64.1,10.4,2120,7
1400000US39113100202,39113100202,"Census Tract 1002.02, Montgomery County, Ohio",1934,63.4,6,1226,4
1400000US39113100203,39113100203,"Census Tract 1002.03, Montgomery County, Ohio",3804,61.6,6.4,2343,4
1400000US39113100301,39113100301,"Census Tract 1003.01, Montgomery County, Ohio",3221,53.3,11.4,1717,6
1400000US39113100302,39113100302,"Census Tract 1003.02, Montgomery County, Ohio",2318,58.3,13.3,1351,8
1400000US39113100400,39113100400,"Census Tract 1004, Montgomery County, Ohio",3803,56.5,8.4,2149,5
1400000US39113110100,39113110100,"Census Tract 1101, Montgomery County, Ohio",1135,64.2,4,729,3
1400000US39113110201,39113110201,"Census Tract 1102.01, Montgomery County, Ohio",3847,62.1,3.4,2389,2
1400000US39113110202,39113110202,"Census Tract 1102.02, Montgomery County, Ohio",2329,60.6,8.6,1411,5
1400000US39113115002,39113115002,"Census Tract 1150.02, Montgomery County, Ohio",3079,60.9,7.4,1875,5
1400000US39113115011,39113115011,"Census Tract 1150.11, Montgomery County, Ohio",4596,64.8,8.2,2978,5
1400000US39113115012,39113115012,"Census Tract 1150.12, Montgomery County, Ohio",4265,61.6,7.9,2627,5
1400000US39113120101,39113120101,"Census Tract 1201.01, Montgomery County, Ohio",3904,62.8,10.5,2452,7
1400000US39113120102,39113120102,"Census Tract 1201.02, Montgomery County, Ohio",3713,62.7,9,2328,6
1400000US39113120103,39113120103,"Census Tract 1201.03, Montgomery County, Ohio",2401,59.9,8.1,1438,5
1400000US39113125000,39113125000,"Census Tract 1250, Montgomery County, Ohio",4758,64.9,6.3,3088,4
1400000US39113125101,39113125101,"Census Tract 1251.01, Montgomery County, Ohio",5920,54.4,7,3220,4
1400000US39113125102,39113125102,"Census Tract 1251.02, Montgomery County, Ohio",4972,57.8,8.7,2874,5
1400000US39113130101,39113130101,"Census Tract 1301.01, Montgomery County, Ohio",2001,63.9,6.4,1279,4
1400000US39113130102,39113130102,"Census Tract 1301.02, Montgomery County, Ohio",5411,54.1,6.5,2927,4
1400000US39113140100,39113140100,"Census Tract 1401, Montgomery County, Ohio",4629,56.2,8.2,2601,5
1400000US39113150100,39113150100,"Census Tract 1501, Montgomery County, Ohio",5050,57.2,6,2889,3
1400000US39113160100,39113160100,"Census Tract 1601, Montgomery County, Ohio",1644,62.4,8.9,1026,6
1400000US39113165000,39113165000,"Census Tract 1650, Montgomery County, Ohio",4941,59.1,7.1,2920,4
1400000US39113165100,39113165100,"Census Tract 1651, Montgomery County, Ohio",1736,44.2,13.8,767,6
1400000US39113165200,39113165200,"Census Tract 1652, Montgomery County, Ohio",1561,50.9,6.8,795,3
1400000US39113980000,39113980000,"Census Tract 9800, Montgomery County, Ohio",0,-,-,#VALUE!,#VALUE!
1400000US39115968800,39115968800,"Census Tract 9688, Morgan County, Ohio",2904,47.4,13.8,1376,7
1400000US39115968900,39115968900,"Census Tract 9689, Morgan County, Ohio",3223,44.8,10.4,1444,5
1400000US39115969000,39115969000,"Census Tract 9690, Morgan County, Ohio",3206,51.6,3.3,1654,2
1400000US39115969100,39115969100,"Census Tract 9691, Morgan County, Ohio",2716,44.3,10,1203,4
1400000US39117965000,39117965000,"Census Tract 9650, Morrow County, Ohio",3268,55.3,6.1,1807,3
1400000US39117965100,39117965100,"Census Tract 9651, Morrow County, Ohio",3489,61.9,5.2,2160,3
1400000US39117965200,39117965200,"Census Tract 9652, Morrow County, Ohio",5674,54.8,10.4,3109,6
1400000US39117965300,39117965300,"Census Tract 9653, Morrow County, Ohio",4577,61.4,6,2810,4
1400000US39117965400,39117965400,"Census Tract 9654, Morrow County, Ohio",4949,59.9,5.2,2964,3
1400000US39117965500,39117965500,"Census Tract 9655, Morrow County, Ohio",5463,59.4,8,3245,5
1400000US39119911000,39119911000,"Census Tract 9110, Muskingum County, Ohio",3674,53.7,9.8,1973,5
1400000US39119911100,39119911100,"Census Tract 9111, Muskingum County, Ohio",4762,61.6,7.9,2933,5
1400000US39119911200,39119911200,"Census Tract 9112, Muskingum County, Ohio",5254,62.9,3.7,3305,2
1400000US39119911300,39119911300,"Census Tract 9113, Muskingum County, Ohio",5009,59.1,2.9,2960,2
1400000US39119911400,39119911400,"Census Tract 9114, Muskingum County, Ohio",2682,45.8,12.2,1228,6
1400000US39119911500,39119911500,"Census Tract 9115, Muskingum County, Ohio",3846,55.3,5.6,2127,3
1400000US39119911600,39119911600,"Census Tract 9116, Muskingum County, Ohio",5204,53.8,6.4,2800,3
1400000US39119911700,39119911700,"Census Tract 9117, Muskingum County, Ohio",2715,49.7,11.7,1349,6
1400000US39119911800,39119911800,"Census Tract 9118, Muskingum County, Ohio",2275,58.2,4.8,1324,3
1400000US39119911900,39119911900,"Census Tract 9119, Muskingum County, Ohio",2766,49.7,7.4,1375,4
1400000US39119912000,39119912000,"Census Tract 9120, Muskingum County, Ohio",2423,42.1,15.9,1020,7
1400000US39119912100,39119912100,"Census Tract 9121, Muskingum County, Ohio",2777,44.5,17.8,1236,8
1400000US39119912200,39119912200,"Census Tract 9122, Muskingum County, Ohio",2480,51.3,11.6,1272,6
1400000US39119912300,39119912300,"Census Tract 9123, Muskingum County, Ohio",3405,54.5,7.7,1856,4
1400000US39119912400,39119912400,"Census Tract 9124, Muskingum County, Ohio",3300,53.3,9.6,1759,5
1400000US39119912500,39119912500,"Census Tract 9125, Muskingum County, Ohio",3370,52.1,10.8,1756,6
1400000US39119912600,39119912600,"Census Tract 9126, Muskingum County, Ohio",3207,52.6,8.7,1687,5
1400000US39119912700,39119912700,"Census Tract 9127, Muskingum County, Ohio",4404,65.1,8,2867,5
1400000US39119912800,39119912800,"Census Tract 9128, Muskingum County, Ohio",4915,54.4,9.6,2674,5
1400000US39121968300,39121968300,"Census Tract 9683, Noble County, Ohio",3163,45.6,8,1442,4
1400000US39121968400,39121968400,"Census Tract 9684, Noble County, Ohio",6566,29.7,6.8,1950,2
1400000US39121968500,39121968500,"Census Tract 9685, Noble County, Ohio",2913,42.8,6,1247,3
1400000US39123050100,39123050100,"Census Tract 501, Ottawa County, Ohio",573,58.1,4,333,2
1400000US39123050201,39123050201,"Census Tract 502.01, Ottawa County, Ohio",1723,49.2,5,848,2
1400000US39123050202,39123050202,"Census Tract 502.02, Ottawa County, Ohio",1546,51.8,8.9,801,5
1400000US39123050301,39123050301,"Census Tract 503.01, Ottawa County, Ohio",2406,51.5,10.1,1239,5
1400000US39123050302,39123050302,"Census Tract 503.02, Ottawa County, Ohio",2142,46.7,5.9,1000,3
1400000US39123050500,39123050500,"Census Tract 505, Ottawa County, Ohio",2516,53.5,5.9,1346,3
1400000US39123050600,39123050600,"Census Tract 506, Ottawa County, Ohio",2688,63.2,8.4,1699,5
1400000US39123050700,39123050700,"Census Tract 507, Ottawa County, Ohio",2635,64.8,4.7,1707,3
1400000US39123050800,39123050800,"Census Tract 508, Ottawa County, Ohio",3363,58.1,4.1,1954,2
1400000US39123050900,39123050900,"Census Tract 509, Ottawa County, Ohio",4451,60.2,3,2680,2
1400000US39123051000,39123051000,"Census Tract 510, Ottawa County, Ohio",4013,58.1,5.7,2332,3
1400000US39123051100,39123051100,"Census Tract 511, Ottawa County, Ohio",3255,63.2,3.3,2057,2
1400000US39123051200,39123051200,"Census Tract 512, Ottawa County, Ohio",2762,55.9,5.9,1544,3
1400000US39125960100,39125960100,"Census Tract 9601, Paulding County, Ohio",2209,57.3,10.6,1266,6
1400000US39125960200,39125960200,"Census Tract 9602, Paulding County, Ohio",3548,59.5,4.7,2111,3
1400000US39125960300,39125960300,"Census Tract 9603, Paulding County, Ohio",3132,62.8,2.9,1967,2
1400000US39125960400,39125960400,"Census Tract 9604, Paulding County, Ohio",3277,54.8,6.6,1796,4
1400000US39125960500,39125960500,"Census Tract 9605, Paulding County, Ohio",2964,50.6,10.5,1500,5
1400000US39127965800,39127965800,"Census Tract 9658, Perry County, Ohio",6086,57.2,7.9,3481,5
1400000US39127965900,39127965900,"Census Tract 9659, Perry County, Ohio",5285,50.8,6.6,2685,3
1400000US39127966000,39127966000,"Census Tract 9660, Perry County, Ohio",4019,48.1,14.5,1933,7
1400000US39127966100,39127966100,"Census Tract 9661, Perry County, Ohio",3309,48,13.1,1588,6
1400000US39127966200,39127966200,"Census Tract 9662, Perry County, Ohio",4612,55.3,7.5,2550,4
1400000US39127966300,39127966300,"Census Tract 9663, Perry County, Ohio",4880,49,10.5,2391,5
1400000US39129020100,39129020100,"Census Tract 201, Pickaway County, Ohio",1459,48.9,17.8,713,9
1400000US39129020200,39129020200,"Census Tract 202, Pickaway County, Ohio",2100,49.3,11,1035,5
1400000US39129020310,39129020310,"Census Tract 203.10, Pickaway County, Ohio",4327,53.3,5.8,2306,3
1400000US39129020320,39129020320,"Census Tract 203.20, Pickaway County, Ohio",2791,54.4,2.7,1518,1
1400000US39129020400,39129020400,"Census Tract 204, Pickaway County, Ohio",2110,44.3,20.3,935,9
1400000US39129021100,39129021100,"Census Tract 211, Pickaway County, Ohio",6257,59.1,3.8,3698,2
1400000US39129021200,39129021200,"Census Tract 212, Pickaway County, Ohio",5850,65.2,7.6,3814,5
1400000US39129021300,39129021300,"Census Tract 213, Pickaway County, Ohio",3510,0,-,0,#VALUE!
1400000US39129021401,39129021401,"Census Tract 214.01, Pickaway County, Ohio",2713,62.8,6.1,1704,4
1400000US39129021402,39129021402,"Census Tract 214.02, Pickaway County, Ohio",5002,70.2,4.6,3511,3
1400000US39129021500,39129021500,"Census Tract 215, Pickaway County, Ohio",2726,67.6,2.8,1843,2
1400000US39129021600,39129021600,"Census Tract 216, Pickaway County, Ohio",2557,56.5,8.1,1445,5
1400000US39129021700,39129021700,"Census Tract 217, Pickaway County, Ohio",3931,57.3,8.2,2252,5
1400000US39131952200,39131952200,"Census Tract 9522, Pike County, Ohio",4682,41.2,12,1929,5
1400000US39131952300,39131952300,"Census Tract 9523, Pike County, Ohio",3926,46.1,13.9,1810,6
1400000US39131952400,39131952400,"Census Tract 9524, Pike County, Ohio",2690,40.2,13.3,1081,5
1400000US39131952500,39131952500,"Census Tract 9525, Pike County, Ohio",2911,49.8,9.4,1450,5
1400000US39131952600,39131952600,"Census Tract 9526, Pike County, Ohio",4550,42.4,19.4,1929,8
1400000US39131952700,39131952700,"Census Tract 9527, Pike County, Ohio",3675,46,10.4,1691,5
1400000US39133600102,39133600102,"Census Tract 6001.02, Portage County, Ohio",3164,56.5,11.8,1788,7
1400000US39133600103,39133600103,"Census Tract 6001.03, Portage County, Ohio",4740,63.7,5.8,3019,4
1400000US39133600200,39133600200,"Census Tract 6002, Portage County, Ohio",5057,62.3,7,3151,4
1400000US39133600301,39133600301,"Census Tract 6003.01, Portage County, Ohio",7235,62.9,5.7,4551,4
1400000US39133600302,39133600302,"Census Tract 6003.02, Portage County, Ohio",5590,59,5.1,3298,3
1400000US39133600401,39133600401,"Census Tract 6004.01, Portage County, Ohio",5281,69.3,4.4,3660,3
1400000US39133600402,39133600402,"Census Tract 6004.02, Portage County, Ohio",4327,64.1,4.2,2774,3
1400000US39133600403,39133600403,"Census Tract 6004.03, Portage County, Ohio",3678,63.4,8.9,2332,6
1400000US39133600500,39133600500,"Census Tract 6005, Portage County, Ohio",4682,60.3,10.7,2823,6
1400000US39133600602,39133600602,"Census Tract 6006.02, Portage County, Ohio",2290,62,5.5,1420,3
1400000US39133600603,39133600603,"Census Tract 6006.03, Portage County, Ohio",2811,58.4,13.1,1642,8
1400000US39133600703,39133600703,"Census Tract 6007.03, Portage County, Ohio",1513,51.4,16.8,778,9
1400000US39133600704,39133600704,"Census Tract 6007.04, Portage County, Ohio",1438,56.8,12.7,817,7
1400000US39133600705,39133600705,"Census Tract 6007.05, Portage County, Ohio",2137,59.9,9.5,1280,6
1400000US39133600706,39133600706,"Census Tract 6007.06, Portage County, Ohio",2464,61.1,11,1506,7
1400000US39133600800,39133600800,"Census Tract 6008, Portage County, Ohio",2778,54.2,8.8,1506,5
1400000US39133600901,39133600901,"Census Tract 6009.01, Portage County, Ohio",3234,54.3,17.8,1756,10
1400000US39133600902,39133600902,"Census Tract 6009.02, Portage County, Ohio",4419,66.4,12,2934,8
1400000US39133601000,39133601000,"Census Tract 6010, Portage County, Ohio",1937,52.2,10.8,1011,6
1400000US39133601100,39133601100,"Census Tract 6011, Portage County, Ohio",4618,54.5,11.4,2517,6
1400000US39133601200,39133601200,"Census Tract 6012, Portage County, Ohio",4122,64,4.3,2638,3
1400000US39133601300,39133601300,"Census Tract 6013, Portage County, Ohio",6093,64.3,10.3,3918,7
1400000US39133601400,39133601400,"Census Tract 6014, Portage County, Ohio",4198,60.4,8.1,2536,5
1400000US39133601501,39133601501,"Census Tract 6015.01, Portage County, Ohio",2121,65,7.6,1379,5
1400000US39133601502,39133601502,"Census Tract 6015.02, Portage County, Ohio",5669,42.3,19.8,2398,8
1400000US39133601503,39133601503,"Census Tract 6015.03, Portage County, Ohio",3922,63.4,9.8,2487,6
1400000US39133601600,39133601600,"Census Tract 6016, Portage County, Ohio",3579,59.6,9.9,2133,6
1400000US39133601701,39133601701,"Census Tract 6017.01, Portage County, Ohio",4679,70.6,3.7,3303,3
1400000US39133601702,39133601702,"Census Tract 6017.02, Portage County, Ohio",4931,59.6,6.5,2939,4
1400000US39133601801,39133601801,"Census Tract 6018.01, Portage County, Ohio",3187,63.9,5,2036,3
1400000US39133601802,39133601802,"Census Tract 6018.02, Portage County, Ohio",3436,61.4,8.3,2110,5
1400000US39133601901,39133601901,"Census Tract 6019.01, Portage County, Ohio",2227,58.4,12.4,1301,7
1400000US39133601902,39133601902,"Census Tract 6019.02, Portage County, Ohio",2183,57,17.5,1244,10
1400000US39133602000,39133602000,"Census Tract 6020, Portage County, Ohio",4533,60.7,7.6,2752,5
1400000US39133602100,39133602100,"Census Tract 6021, Portage County, Ohio",6142,62.1,6,3814,4
1400000US39135400100,39135400100,"Census Tract 4001, Preble County, Ohio",2551,57.8,6.6,1474,4
1400000US39135410100,39135410100,"Census Tract 4101, Preble County, Ohio",1769,60.7,9.5,1074,6
1400000US39135420100,39135420100,"Census Tract 4201, Preble County, Ohio",3520,67.8,2.3,2387,2
1400000US39135430100,39135430100,"Census Tract 4301, Preble County, Ohio",2198,58,8.8,1275,5
1400000US39135440100,39135440100,"Census Tract 4401, Preble County, Ohio",2995,51.8,8.3,1551,4
1400000US39135450100,39135450100,"Census Tract 4501, Preble County, Ohio",1768,57.4,4.9,1015,3
1400000US39135455001,39135455001,"Census Tract 4550.01, Preble County, Ohio",1589,53.6,16.2,852,9
1400000US39135455002,39135455002,"Census Tract 4550.02, Preble County, Ohio",4489,51.9,7.8,2330,4
1400000US39135460100,39135460100,"Census Tract 4601, Preble County, Ohio",2432,57.8,5.3,1406,3
1400000US39135470101,39135470101,"Census Tract 4701.01, Preble County, Ohio",2719,71.5,4,1944,3
1400000US39135470102,39135470102,"Census Tract 4701.02, Preble County, Ohio",3391,57.5,11.4,1950,7
1400000US39135480100,39135480100,"Census Tract 4801, Preble County, Ohio",3639,56.3,7.3,2049,4
1400000US39137030100,39137030100,"Census Tract 301, Putnam County, Ohio",3307,65.1,1.9,2153,1
1400000US39137030200,39137030200,"Census Tract 302, Putnam County, Ohio",4683,65.9,5.7,3086,4
1400000US39137030300,39137030300,"Census Tract 303, Putnam County, Ohio",6056,65.4,3.3,3961,2
1400000US39137030400,39137030400,"Census Tract 304, Putnam County, Ohio",2530,68.4,3.1,1731,2
1400000US39137030500,39137030500,"Census Tract 305, Putnam County, Ohio",2824,63.2,2.3,1785,1
