GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC03_EST_VC01,HC04_EST_VC01,EMP,UNEMP
Id,Id2,Geography,Total; Estimate; Population 16 years and over,Employment/Population Ratio; Estimate; Population 16 years and over,Unemployment rate; Estimate; Population 16 years and over,No of Employment,No of Unemployment
1400000US08107000700,8107000700,"Census Tract 7, Routt County, Colorado",4393,72.3,4.8,3176,3
1400000US08107000800,8107000800,"Census Tract 8, Routt County, Colorado",1609,63.3,6.9,1018,4
1400000US08109977600,8109977600,"Census Tract 9776, Saguache County, Colorado",2841,42.8,14.4,1216,6
1400000US08109977700,8109977700,"Census Tract 9777, Saguache County, Colorado",2119,58.4,4.6,1237,3
1400000US08111972600,8111972600,"Census Tract 9726, San Juan County, Colorado",545,61.8,13.8,337,9
1400000US08113968101,8113968101,"Census Tract 9681.01, San Miguel County, Colorado",1746,82.4,4.9,1439,4
1400000US08113968102,8113968102,"Census Tract 9681.02, San Miguel County, Colorado",1538,65.3,11.1,1004,7
1400000US08113968103,8113968103,"Census Tract 9681.03, San Miguel County, Colorado",1709,69.4,4.8,1186,3
1400000US08113968200,8113968200,"Census Tract 9682, San Miguel County, Colorado",1351,63.1,2.2,852,1
1400000US08115968300,8115968300,"Census Tract 9683, Sedgwick County, Colorado",1946,52.8,6.4,1027,3
1400000US08117000100,8117000100,"Census Tract 1, Summit County, Colorado",6983,79.1,1.5,5524,1
1400000US08117000200,8117000200,"Census Tract 2, Summit County, Colorado",6316,75.6,5.2,4775,4
1400000US08117000300,8117000300,"Census Tract 3, Summit County, Colorado",3129,71.5,7.9,2237,6
1400000US08117000401,8117000401,"Census Tract 4.01, Summit County, Colorado",3926,74.2,5.5,2913,4
1400000US08117000402,8117000402,"Census Tract 4.02, Summit County, Colorado",4086,66.7,6.2,2725,4
1400000US08119010103,8119010103,"Census Tract 101.03, Teller County, Colorado",6249,60.3,9.1,3768,5
1400000US08119010104,8119010104,"Census Tract 101.04, Teller County, Colorado",1649,62,5.6,1022,3
1400000US08119010105,8119010105,"Census Tract 101.05, Teller County, Colorado",4557,59.9,7.1,2730,4
1400000US08119010106,8119010106,"Census Tract 101.06, Teller County, Colorado",4446,52.6,12.1,2339,6
1400000US08119010201,8119010201,"Census Tract 102.01, Teller County, Colorado",2136,62.7,3.6,1339,2
1400000US08119010202,8119010202,"Census Tract 102.02, Teller County, Colorado",565,53.6,4.1,303,2
1400000US08121924100,8121924100,"Census Tract 9241, Washington County, Colorado",1557,59.8,5.5,931,3
1400000US08121924200,8121924200,"Census Tract 9242, Washington County, Colorado",2353,53.8,4.8,1266,3
1400000US08123000100,8123000100,"Census Tract 1, Weld County, Colorado",2016,44,9.8,887,4
1400000US08123000200,8123000200,"Census Tract 2, Weld County, Colorado",3419,46.3,18.4,1583,9
1400000US08123000300,8123000300,"Census Tract 3, Weld County, Colorado",2083,31.4,19.2,654,6
1400000US08123000401,8123000401,"Census Tract 4.01, Weld County, Colorado",2672,63.2,6.3,1689,4
1400000US08123000402,8123000402,"Census Tract 4.02, Weld County, Colorado",2842,60.6,12.4,1722,8
1400000US08123000501,8123000501,"Census Tract 5.01, Weld County, Colorado",2246,49.7,8.9,1116,4
1400000US08123000502,8123000502,"Census Tract 5.02, Weld County, Colorado",2335,53.4,20,1247,11
1400000US08123000600,8123000600,"Census Tract 6, Weld County, Colorado",1752,15.4,7.2,270,1
1400000US08123000701,8123000701,"Census Tract 7.01, Weld County, Colorado",1161,52.5,14.2,610,7
1400000US08123000703,8123000703,"Census Tract 7.03, Weld County, Colorado",4784,57.8,11.2,2765,6
1400000US08123000704,8123000704,"Census Tract 7.04, Weld County, Colorado",464,74.4,6.8,345,5
1400000US08123000705,8123000705,"Census Tract 7.05, Weld County, Colorado",1131,58.4,2.2,661,1
1400000US08123000800,8123000800,"Census Tract 8, Weld County, Colorado",3303,56,8.2,1850,5
1400000US08123000900,8123000900,"Census Tract 9, Weld County, Colorado",2407,55.7,11.7,1341,7
1400000US08123001003,8123001003,"Census Tract 10.03, Weld County, Colorado",3282,56.6,15,1858,8
1400000US08123001004,8123001004,"Census Tract 10.04, Weld County, Colorado",3406,66,8.6,2248,6
1400000US08123001005,8123001005,"Census Tract 10.05, Weld County, Colorado",5202,69.6,6.3,3621,4
1400000US08123001006,8123001006,"Census Tract 10.06, Weld County, Colorado",3427,64.4,7.6,2207,5
1400000US08123001100,8123001100,"Census Tract 11, Weld County, Colorado",3091,61.8,2.6,1910,2
1400000US08123001201,8123001201,"Census Tract 12.01, Weld County, Colorado",3016,64.9,10,1957,6
1400000US08123001202,8123001202,"Census Tract 12.02, Weld County, Colorado",2412,56.2,3.8,1356,2
1400000US08123001300,8123001300,"Census Tract 13, Weld County, Colorado",5396,55.9,11.5,3016,6
1400000US08123001404,8123001404,"Census Tract 14.04, Weld County, Colorado",2473,61,7.8,1509,5
1400000US08123001405,8123001405,"Census Tract 14.05, Weld County, Colorado",2818,67.6,6.4,1905,4
1400000US08123001406,8123001406,"Census Tract 14.06, Weld County, Colorado",4334,71.8,7.4,3112,5
1400000US08123001407,8123001407,"Census Tract 14.07, Weld County, Colorado",1549,69.6,1.5,1078,1
1400000US08123001408,8123001408,"Census Tract 14.08, Weld County, Colorado",1862,53.7,8.4,1000,5
1400000US08123001409,8123001409,"Census Tract 14.09, Weld County, Colorado",2544,67.6,2.7,1720,2
1400000US08123001410,8123001410,"Census Tract 14.10, Weld County, Colorado",2918,49.2,5.7,1436,3
1400000US08123001411,8123001411,"Census Tract 14.11, Weld County, Colorado",2005,72.2,3.7,1448,3
1400000US08123001412,8123001412,"Census Tract 14.12, Weld County, Colorado",1765,64.3,5.3,1135,3
1400000US08123001413,8123001413,"Census Tract 14.13, Weld County, Colorado",2358,61.1,6.9,1441,4
1400000US08123001414,8123001414,"Census Tract 14.14, Weld County, Colorado",1825,74.4,3.8,1358,3
1400000US08123001415,8123001415,"Census Tract 14.15, Weld County, Colorado",2749,63.6,8.1,1748,5
1400000US08123001416,8123001416,"Census Tract 14.16, Weld County, Colorado",1788,67.6,2.9,1209,2
1400000US08123001417,8123001417,"Census Tract 14.17, Weld County, Colorado",1505,64.5,8,971,5
1400000US08123001500,8123001500,"Census Tract 15, Weld County, Colorado",5018,60.6,3.4,3041,2
1400000US08123001600,8123001600,"Census Tract 16, Weld County, Colorado",3608,69,5.6,2490,4
1400000US08123001700,8123001700,"Census Tract 17, Weld County, Colorado",3926,53,12.1,2081,6
1400000US08123001800,8123001800,"Census Tract 18, Weld County, Colorado",3535,61.1,4.8,2160,3
1400000US08123001902,8123001902,"Census Tract 19.02, Weld County, Colorado",5725,60,3,3435,2
1400000US08123001905,8123001905,"Census Tract 19.05, Weld County, Colorado",3083,61.7,7.8,1902,5
1400000US08123001906,8123001906,"Census Tract 19.06, Weld County, Colorado",1275,59.3,9.8,756,6
1400000US08123001907,8123001907,"Census Tract 19.07, Weld County, Colorado",2355,65.2,4.8,1535,3
1400000US08123001908,8123001908,"Census Tract 19.08, Weld County, Colorado",1961,63.6,5.9,1247,4
1400000US08123002004,8123002004,"Census Tract 20.04, Weld County, Colorado",3259,60.4,6.3,1968,4
1400000US08123002005,8123002005,"Census Tract 20.05, Weld County, Colorado",510,74.1,6.9,378,5
1400000US08123002006,8123002006,"Census Tract 20.06, Weld County, Colorado",247,66,8.4,163,6
1400000US08123002007,8123002007,"Census Tract 20.07, Weld County, Colorado",4539,70.5,5.1,3200,4
1400000US08123002008,8123002008,"Census Tract 20.08, Weld County, Colorado",3673,70.5,2.8,2589,2
1400000US08123002009,8123002009,"Census Tract 20.09, Weld County, Colorado",1137,63.1,5.9,717,4
1400000US08123002010,8123002010,"Census Tract 20.10, Weld County, Colorado",1710,68.8,11.7,1176,8
1400000US08123002011,8123002011,"Census Tract 20.11, Weld County, Colorado",335,80.6,0,270,0
1400000US08123002012,8123002012,"Census Tract 20.12, Weld County, Colorado",819,74.8,4.7,613,4
1400000US08123002013,8123002013,"Census Tract 20.13, Weld County, Colorado",2066,75.7,3.7,1564,3
1400000US08123002014,8123002014,"Census Tract 20.14, Weld County, Colorado",1186,60.9,11.1,722,7
1400000US08123002015,8123002015,"Census Tract 20.15, Weld County, Colorado",767,79.5,2.2,610,2
1400000US08123002016,8123002016,"Census Tract 20.16, Weld County, Colorado",2456,74.5,2.6,1830,2
1400000US08123002017,8123002017,"Census Tract 20.17, Weld County, Colorado",684,73,4.2,499,3
1400000US08123002018,8123002018,"Census Tract 20.18, Weld County, Colorado",830,69,7.1,573,5
1400000US08123002019,8123002019,"Census Tract 20.19, Weld County, Colorado",2948,69,8.9,2034,6
1400000US08123002020,8123002020,"Census Tract 20.20, Weld County, Colorado",3530,71.2,5.9,2513,4
1400000US08123002021,8123002021,"Census Tract 20.21, Weld County, Colorado",383,65.5,2,251,1
1400000US08123002101,8123002101,"Census Tract 21.01, Weld County, Colorado",5587,71.5,2.3,3995,2
1400000US08123002102,8123002102,"Census Tract 21.02, Weld County, Colorado",8779,69.8,2.9,6128,2
1400000US08123002103,8123002103,"Census Tract 21.03, Weld County, Colorado",6545,67.5,3.9,4418,3
1400000US08123002203,8123002203,"Census Tract 22.03, Weld County, Colorado",979,65.8,0.6,644,0
1400000US08123002204,8123002204,"Census Tract 22.04, Weld County, Colorado",1533,66.2,4.2,1015,3
1400000US08123002205,8123002205,"Census Tract 22.05, Weld County, Colorado",3846,66.6,5.2,2561,3
1400000US08123002206,8123002206,"Census Tract 22.06, Weld County, Colorado",2673,69.3,7.3,1852,5
1400000US08123002207,8123002207,"Census Tract 22.07, Weld County, Colorado",1768,69.6,5.3,1231,4
1400000US08123002208,8123002208,"Census Tract 22.08, Weld County, Colorado",3722,67.8,7.6,2524,5
1400000US08123002209,8123002209,"Census Tract 22.09, Weld County, Colorado",1045,64.8,6.7,677,4
1400000US08123002210,8123002210,"Census Tract 22.10, Weld County, Colorado",546,65.9,6,360,4
1400000US08123002300,8123002300,"Census Tract 23, Weld County, Colorado",3710,64.2,7.2,2382,5
1400000US08123002501,8123002501,"Census Tract 25.01, Weld County, Colorado",3879,63.8,4.6,2475,3
1400000US08123002502,8123002502,"Census Tract 25.02, Weld County, Colorado",4507,63.1,2.2,2844,1
1400000US08125963100,8125963100,"Census Tract 9631, Yuma County, Colorado",3287,63.9,3.2,2100,2
1400000US08125963200,8125963200,"Census Tract 9632, Yuma County, Colorado",4499,61.8,2,2780,1
1400000US39001770100,39001770100,"Census Tract 7701, Adams County, Ohio",3658,43.5,12.2,1591,5
1400000US39001770200,39001770200,"Census Tract 7702, Adams County, Ohio",3722,47.2,14.7,1757,7
1400000US39001770300,39001770300,"Census Tract 7703, Adams County, Ohio",5381,50,10.8,2691,5
1400000US39001770400,39001770400,"Census Tract 7704, Adams County, Ohio",3718,44.5,15,1655,7
1400000US39001770500,39001770500,"Census Tract 7705, Adams County, Ohio",2684,45.8,9.6,1229,4
1400000US39001770600,39001770600,"Census Tract 7706, Adams County, Ohio",2862,42.4,19.3,1213,8
1400000US39003010100,39003010100,"Census Tract 101, Allen County, Ohio",3502,63.1,4.7,2210,3
1400000US39003010200,39003010200,"Census Tract 102, Allen County, Ohio",3262,64.5,3.9,2104,3
1400000US39003010300,39003010300,"Census Tract 103, Allen County, Ohio",1243,64.5,5.8,802,4
1400000US39003010600,39003010600,"Census Tract 106, Allen County, Ohio",3818,57.2,8,2184,5
1400000US39003010800,39003010800,"Census Tract 108, Allen County, Ohio",6129,61.9,3.2,3794,2
1400000US39003010900,39003010900,"Census Tract 109, Allen County, Ohio",4095,55.8,12.8,2285,7
1400000US39003011000,39003011000,"Census Tract 110, Allen County, Ohio",4685,58.8,7.7,2755,5
1400000US39003011200,39003011200,"Census Tract 112, Allen County, Ohio",2378,22.7,8.8,540,2
1400000US39003011300,39003011300,"Census Tract 113, Allen County, Ohio",6390,61.4,5.7,3923,3
1400000US39003011400,39003011400,"Census Tract 114, Allen County, Ohio",2500,62,5.8,1550,4
1400000US39003011500,39003011500,"Census Tract 115, Allen County, Ohio",2046,54.9,11.5,1123,6
1400000US39003011600,39003011600,"Census Tract 116, Allen County, Ohio",2274,50.7,11.7,1153,6
1400000US39003011800,39003011800,"Census Tract 118, Allen County, Ohio",2234,63.1,2.4,1410,2
1400000US39003011900,39003011900,"Census Tract 119, Allen County, Ohio",2529,53.3,10.1,1348,5
1400000US39003012000,39003012000,"Census Tract 120, Allen County, Ohio",1790,62,0.5,1110,0
1400000US39003012100,39003012100,"Census Tract 121, Allen County, Ohio",2757,59,5.5,1627,3
1400000US39003012200,39003012200,"Census Tract 122, Allen County, Ohio",2509,50.1,17.3,1257,9
1400000US39003012300,39003012300,"Census Tract 123, Allen County, Ohio",3031,66.6,6.6,2019,4
1400000US39003012400,39003012400,"Census Tract 124, Allen County, Ohio",1929,55.9,16.6,1078,9
1400000US39003012600,39003012600,"Census Tract 126, Allen County, Ohio",1597,62.3,10,995,6
1400000US39003012700,39003012700,"Census Tract 127, Allen County, Ohio",1234,47.2,20.6,582,10
1400000US39003012900,39003012900,"Census Tract 129, Allen County, Ohio",1093,56.4,14.3,616,8
1400000US39003013000,39003013000,"Census Tract 130, Allen County, Ohio",3437,50.8,19.8,1746,10
1400000US39003013100,39003013100,"Census Tract 131, Allen County, Ohio",1885,64.9,10.7,1223,7
1400000US39003013200,39003013200,"Census Tract 132, Allen County, Ohio",1483,61.6,12.6,914,8
1400000US39003013300,39003013300,"Census Tract 133, Allen County, Ohio",1016,45.4,20.1,461,9
1400000US39003013400,39003013400,"Census Tract 134, Allen County, Ohio",1630,40.7,14.2,663,6
1400000US39003013600,39003013600,"Census Tract 136, Allen County, Ohio",935,48.3,13.2,452,6
1400000US39003013700,39003013700,"Census Tract 137, Allen County, Ohio",778,41.9,22.9,326,10
1400000US39003013800,39003013800,"Census Tract 138, Allen County, Ohio",2110,49,20.7,1034,10
1400000US39003013900,39003013900,"Census Tract 139, Allen County, Ohio",2701,66.7,5.1,1802,3
1400000US39003014000,39003014000,"Census Tract 140, Allen County, Ohio",2830,65,2.8,1840,2
1400000US39003014100,39003014100,"Census Tract 141, Allen County, Ohio",1578,42.8,27,675,12
1400000US39005970100,39005970100,"Census Tract 9701, Ashland County, Ohio",5970,53.1,6.9,3170,4
1400000US39005970200,39005970200,"Census Tract 9702, Ashland County, Ohio",4493,54.3,9.8,2440,5
1400000US39005970300,39005970300,"Census Tract 9703, Ashland County, Ohio",2909,65.5,5.7,1905,4
1400000US39005970400,39005970400,"Census Tract 9704, Ashland County, Ohio",2990,56.3,10.7,1683,6
1400000US39005970500,39005970500,"Census Tract 9705, Ashland County, Ohio",2363,51.4,13.3,1215,7
1400000US39005970600,39005970600,"Census Tract 9706, Ashland County, Ohio",4544,57.3,8.3,2604,5
1400000US39005970700,39005970700,"Census Tract 9707, Ashland County, Ohio",4497,54.7,2,2460,1
1400000US39005970800,39005970800,"Census Tract 9708, Ashland County, Ohio",3294,56.5,5.5,1861,3
1400000US39005970900,39005970900,"Census Tract 9709, Ashland County, Ohio",4209,65.1,7.9,2740,5
1400000US39005971000,39005971000,"Census Tract 9710, Ashland County, Ohio",4000,59.2,6.8,2368,4
1400000US39005971100,39005971100,"Census Tract 9711, Ashland County, Ohio",3130,55,11.7,1722,6
1400000US39007000101,39007000101,"Census Tract 1.01, Ashtabula County, Ohio",4252,28.3,10.1,1203,3
1400000US39007000102,39007000102,"Census Tract 1.02, Ashtabula County, Ohio",2671,50.1,13.2,1338,7
1400000US39007000103,39007000103,"Census Tract 1.03, Ashtabula County, Ohio",3006,51,14.9,1533,8
1400000US39007000200,39007000200,"Census Tract 2, Ashtabula County, Ohio",3464,53.9,5.8,1867,3
1400000US39007000300,39007000300,"Census Tract 3, Ashtabula County, Ohio",1743,54.3,7.4,946,4
1400000US39007000400,39007000400,"Census Tract 4, Ashtabula County, Ohio",1465,47.5,9.6,696,5
1400000US39007000500,39007000500,"Census Tract 5, Ashtabula County, Ohio",3525,55.1,9.2,1942,5
1400000US39007000601,39007000601,"Census Tract 6.01, Ashtabula County, Ohio",2183,43.5,14.2,950,6
1400000US39007000602,39007000602,"Census Tract 6.02, Ashtabula County, Ohio",2617,52.9,5,1384,3
1400000US39007000603,39007000603,"Census Tract 6.03, Ashtabula County, Ohio",3414,52.3,7.7,1786,4
1400000US39007000701,39007000701,"Census Tract 7.01, Ashtabula County, Ohio",2480,32.9,25.6,816,8
1400000US39007000702,39007000702,"Census Tract 7.02, Ashtabula County, Ohio",2054,50.5,6,1037,3
1400000US39007000703,39007000703,"Census Tract 7.03, Ashtabula County, Ohio",2636,43.5,19.7,1147,9
1400000US39007000704,39007000704,"Census Tract 7.04, Ashtabula County, Ohio",3435,46.9,8.8,1611,4
1400000US39007000801,39007000801,"Census Tract 8.01, Ashtabula County, Ohio",1488,55,10.7,818,6
1400000US39007000802,39007000802,"Census Tract 8.02, Ashtabula County, Ohio",4320,56.7,7.9,2449,4
1400000US39007000900,39007000900,"Census Tract 9, Ashtabula County, Ohio",3763,56.7,5.2,2134,3
1400000US39007001001,39007001001,"Census Tract 10.01, Ashtabula County, Ohio",4356,52.6,9.4,2291,5
1400000US39007001002,39007001002,"Census Tract 10.02, Ashtabula County, Ohio",2836,61.3,5.4,1738,3
1400000US39007001101,39007001101,"Census Tract 11.01, Ashtabula County, Ohio",1685,60.4,5,1018,3
1400000US39007001102,39007001102,"Census Tract 11.02, Ashtabula County, Ohio",4838,57.1,6.2,2762,4
1400000US39007001200,39007001200,"Census Tract 12, Ashtabula County, Ohio",5818,50.1,8,2915,4
1400000US39007001301,39007001301,"Census Tract 13.01, Ashtabula County, Ohio",2818,53.5,5.5,1508,3
1400000US39007001302,39007001302,"Census Tract 13.02, Ashtabula County, Ohio",3052,49.8,8.8,1520,4
1400000US39007001400,39007001400,"Census Tract 14, Ashtabula County, Ohio",5740,52.4,6.4,3008,3
1400000US39007990000,39007990000,"Census Tract 9900, Ashtabula County, Ohio",0,-,-,#VALUE!,#VALUE!
1400000US39009972600,39009972600,"Census Tract 9726, Athens County, Ohio",3306,47.7,8.1,1577,4
1400000US39009972700,39009972700,"Census Tract 9727, Athens County, Ohio",3301,46.5,17.2,1535,8
1400000US39009972800,39009972800,"Census Tract 9728, Athens County, Ohio",3994,41.4,7.3,1654,3
1400000US39009972900,39009972900,"Census Tract 9729, Athens County, Ohio",4072,52.3,6.4,2130,3
1400000US39009973000,39009973000,"Census Tract 9730, Athens County, Ohio",3365,61.9,6.6,2083,4
1400000US39009973101,39009973101,"Census Tract 9731.01, Athens County, Ohio",4455,41.4,19.7,1844,8
1400000US39009973200,39009973200,"Census Tract 9732, Athens County, Ohio",4294,50.4,9.2,2164,5
1400000US39009973300,39009973300,"Census Tract 9733, Athens County, Ohio",3164,62,1.8,1962,1
1400000US39009973400,39009973400,"Census Tract 9734, Athens County, Ohio",3056,49.8,11.7,1522,6
1400000US39009973500,39009973500,"Census Tract 9735, Athens County, Ohio",3053,53.1,7,1621,4
1400000US39009973600,39009973600,"Census Tract 9736, Athens County, Ohio",3019,45.7,12.2,1380,6
1400000US39009973700,39009973700,"Census Tract 9737, Athens County, Ohio",3128,57.5,7.2,1799,4
1400000US39009973800,39009973800,"Census Tract 9738, Athens County, Ohio",4107,47.2,9.9,1939,5
1400000US39009973901,39009973901,"Census Tract 9739.01, Athens County, Ohio",6580,29.7,23.7,1954,7
1400000US39009973902,39009973902,"Census Tract 9739.02, Athens County, Ohio",3309,49.5,11,1638,5
1400000US39011040100,39011040100,"Census Tract 401, Auglaize County, Ohio",3134,59.7,5.6,1871,3
1400000US39011040200,39011040200,"Census Tract 402, Auglaize County, Ohio",3593,56,8.3,2012,5
1400000US39011040300,39011040300,"Census Tract 403, Auglaize County, Ohio",2661,55.1,9.2,1466,5
1400000US39011040400,39011040400,"Census Tract 404, Auglaize County, Ohio",5072,67.3,2.5,3413,2
1400000US39011040500,39011040500,"Census Tract 405, Auglaize County, Ohio",3896,64.7,5.4,2521,3
1400000US39011040600,39011040600,"Census Tract 406, Auglaize County, Ohio",2781,63.6,5.1,1769,3
1400000US39011040900,39011040900,"Census Tract 409, Auglaize County, Ohio",2939,71.5,3,2101,2
1400000US39011041000,39011041000,"Census Tract 410, Auglaize County, Ohio",2784,67.2,1.8,1871,1
1400000US39011041100,39011041100,"Census Tract 411, Auglaize County, Ohio",3285,65.9,6.4,2165,4
1400000US39011041201,39011041201,"Census Tract 412.01, Auglaize County, Ohio",1569,48.9,7.4,767,4
1400000US39011041202,39011041202,"Census Tract 412.02, Auglaize County, Ohio",4102,67.4,4,2765,3
1400000US39013010100,39013010100,"Census Tract 101, Belmont County, Ohio",3617,46.5,17.9,1682,8
1400000US39013010200,39013010200,"Census Tract 102, Belmont County, Ohio",3269,52.9,10.2,1729,5
1400000US39013010300,39013010300,"Census Tract 103, Belmont County, Ohio",2783,50.6,8.3,1408,4
1400000US39013010600,39013010600,"Census Tract 106, Belmont County, Ohio",2875,60,5.4,1725,3
1400000US39013010700,39013010700,"Census Tract 107, Belmont County, Ohio",2262,58.5,5.2,1323,3
1400000US39013010802,39013010802,"Census Tract 108.02, Belmont County, Ohio",1918,56.9,9.5,1091,5
1400000US39013010900,39013010900,"Census Tract 109, Belmont County, Ohio",5315,56.9,5.1,3024,3
1400000US39013011000,39013011000,"Census Tract 110, Belmont County, Ohio",3849,48.9,7,1882,3
1400000US39013011200,39013011200,"Census Tract 112, Belmont County, Ohio",3071,56.7,4.6,1741,3
1400000US39013011300,39013011300,"Census Tract 113, Belmont County, Ohio",3278,54.3,4.4,1780,2
1400000US39013011400,39013011400,"Census Tract 114, Belmont County, Ohio",3732,51,12.1,1903,6
1400000US39013011500,39013011500,"Census Tract 115, Belmont County, Ohio",1297,47.4,13.5,615,6
1400000US39013011600,39013011600,"Census Tract 116, Belmont County, Ohio",1052,51.4,14.5,541,7
1400000US39013011700,39013011700,"Census Tract 117, Belmont County, Ohio",1069,52.6,12.9,562,7
1400000US39013011900,39013011900,"Census Tract 119, Belmont County, Ohio",2484,56.7,6.3,1408,4
1400000US39013012000,39013012000,"Census Tract 120, Belmont County, Ohio",2100,52,11.9,1092,6
1400000US39013012100,39013012100,"Census Tract 121, Belmont County, Ohio",1112,46,20.9,512,10
1400000US39013012200,39013012200,"Census Tract 122, Belmont County, Ohio",5531,29.4,5.6,1626,2
1400000US39013012300,39013012300,"Census Tract 123, Belmont County, Ohio",3606,55.9,5.9,2016,3
1400000US39013012400,39013012400,"Census Tract 124, Belmont County, Ohio",3785,54.4,7.5,2059,4
1400000US39015951201,39015951201,"Census Tract 9512.01, Brown County, Ohio",3466,54.9,7.8,1903,4
1400000US39015951202,39015951202,"Census Tract 9512.02, Brown County, Ohio",3704,52.9,10.8,1959,6
1400000US39015951300,39015951300,"Census Tract 9513, Brown County, Ohio",6005,64.6,6,3879,4
1400000US39015951400,39015951400,"Census Tract 9514, Brown County, Ohio",3230,51.3,10,1657,5
1400000US39015951500,39015951500,"Census Tract 9515, Brown County, Ohio",4434,53.4,6.3,2368,3
1400000US39015951600,39015951600,"Census Tract 9516, Brown County, Ohio",2996,45.3,10,1357,5
1400000US39015951700,39015951700,"Census Tract 9517, Brown County, Ohio",2267,50.8,12.8,1152,7
1400000US39015951800,39015951800,"Census Tract 9518, Brown County, Ohio",4112,41.4,20.9,1702,9
1400000US39015951900,39015951900,"Census Tract 9519, Brown County, Ohio",4826,56.3,9.9,2717,6
1400000US39017000100,39017000100,"Census Tract 1, Butler County, Ohio",3757,64,6.5,2404,4
1400000US39017000200,39017000200,"Census Tract 2, Butler County, Ohio",3444,54.8,11.6,1887,6
1400000US39017000300,39017000300,"Census Tract 3, Butler County, Ohio",2347,49.1,19.1,1152,9
1400000US39017000400,39017000400,"Census Tract 4, Butler County, Ohio",3304,40.1,19.6,1325,8
1400000US39017000500,39017000500,"Census Tract 5, Butler County, Ohio",3432,54.9,12.6,1884,7
1400000US39017000600,39017000600,"Census Tract 6, Butler County, Ohio",3771,53.6,15.6,2021,8
1400000US39017001001,39017001001,"Census Tract 10.01, Butler County, Ohio",4402,44.1,10.6,1941,5
1400000US39017001002,39017001002,"Census Tract 10.02, Butler County, Ohio",4323,58.7,6.8,2538,4
1400000US39017001100,39017001100,"Census Tract 11, Butler County, Ohio",3411,55.4,8.6,1890,5
1400000US39017001300,39017001300,"Census Tract 13, Butler County, Ohio",3627,59.8,8.8,2169,5
1400000US39017010101,39017010101,"Census Tract 101.01, Butler County, Ohio",6874,48.4,2,3327,1
1400000US39017010102,39017010102,"Census Tract 101.02, Butler County, Ohio",2252,56.3,4.1,1268,2
1400000US39017010103,39017010103,"Census Tract 101.03, Butler County, Ohio",5406,58.8,5.2,3179,3
1400000US39017010104,39017010104,"Census Tract 101.04, Butler County, Ohio",4890,33.6,6.9,1643,2
1400000US39017010201,39017010201,"Census Tract 102.01, Butler County, Ohio",1984,27.3,6.1,542,2
1400000US39017010202,39017010202,"Census Tract 102.02, Butler County, Ohio",3378,65.3,6.6,2206,4
1400000US39017010203,39017010203,"Census Tract 102.03, Butler County, Ohio",4230,63.5,5,2686,3
1400000US39017010301,39017010301,"Census Tract 103.01, Butler County, Ohio",3882,58.2,8,2259,5
1400000US39017010302,39017010302,"Census Tract 103.02, Butler County, Ohio",2822,60.6,8.1,1710,5
1400000US39017010500,39017010500,"Census Tract 105, Butler County, Ohio",1801,55,9,991,5
1400000US39017010600,39017010600,"Census Tract 106, Butler County, Ohio",3034,61,6.4,1851,4
1400000US39017010800,39017010800,"Census Tract 108, Butler County, Ohio",5210,63.9,3.3,3329,2
1400000US39017010901,39017010901,"Census Tract 109.01, Butler County, Ohio",3610,60.2,7.5,2173,5
1400000US39017010903,39017010903,"Census Tract 109.03, Butler County, Ohio",4161,62.3,10.6,2592,7
1400000US39017010904,39017010904,"Census Tract 109.04, Butler County, Ohio",2921,64.7,6.2,1890,4
1400000US39017010906,39017010906,"Census Tract 109.06, Butler County, Ohio",6179,61.8,10.7,3819,7
1400000US39017010907,39017010907,"Census Tract 109.07, Butler County, Ohio",2002,71.5,3,1431,2
1400000US39017010908,39017010908,"Census Tract 109.08, Butler County, Ohio",4396,65.9,5.8,2897,4
1400000US39017010909,39017010909,"Census Tract 109.09, Butler County, Ohio",4072,70,6.8,2850,5
1400000US39017010910,39017010910,"Census Tract 109.10, Butler County, Ohio",3719,68.8,2.5,2559,2
1400000US39017010911,39017010911,"Census Tract 109.11, Butler County, Ohio",3268,62.9,7.1,2056,4
1400000US39017011002,39017011002,"Census Tract 110.02, Butler County, Ohio",10062,73,2.2,7345,2
1400000US39017011003,39017011003,"Census Tract 110.03, Butler County, Ohio",5018,71.7,4.6,3598,3
1400000US39017011004,39017011004,"Census Tract 110.04, Butler County, Ohio",4242,63.8,11.4,2706,7
1400000US39017011109,39017011109,"Census Tract 111.09, Butler County, Ohio",3256,62.2,7.5,2025,5
1400000US39017011110,39017011110,"Census Tract 111.10, Butler County, Ohio",4186,64.3,4.1,2692,3
1400000US39017011111,39017011111,"Census Tract 111.11, Butler County, Ohio",5378,60.8,2.5,3270,2
1400000US39017011112,39017011112,"Census Tract 111.12, Butler County, Ohio",4312,64.7,4.5,2790,3
1400000US39017011116,39017011116,"Census Tract 111.16, Butler County, Ohio",6180,65.8,0.9,4066,1
1400000US39017011117,39017011117,"Census Tract 111.17, Butler County, Ohio",8056,70.3,3.7,5663,3
1400000US39017011118,39017011118,"Census Tract 111.18, Butler County, Ohio",2646,59.2,4.3,1566,3
1400000US39017011120,39017011120,"Census Tract 111.20, Butler County, Ohio",5114,69.5,5.2,3554,4
1400000US39017011121,39017011121,"Census Tract 111.21, Butler County, Ohio",5214,77.9,1.3,4062,1
