GEO.id,GEO.id2,GEO.display-label,HD01_VD10,HD01_VD16,HD01_VD17,HD01_VD18,HD01_VD19,AC
Id,Id2,Geography,Estimate; Public transportation (excluding taxicab):,Estimate; Taxicab,Estimate; Motorcycle,Estimate; Bicycle,Estimate; Walked,Alt Commuters
1400000US39035105900,39035105900,"Census Tract 1059, Cuyahoga County, Ohio",57,0,0,0,0,57
1400000US39035106100,39035106100,"Census Tract 1061, Cuyahoga County, Ohio",71,0,0,11,10,92
1400000US39035106200,39035106200,"Census Tract 1062, Cuyahoga County, Ohio",36,0,0,0,10,46
1400000US39035106300,39035106300,"Census Tract 1063, Cuyahoga County, Ohio",40,0,0,0,23,63
1400000US39035106400,39035106400,"Census Tract 1064, Cuyahoga County, Ohio",27,0,0,0,0,27
1400000US39035106500,39035106500,"Census Tract 1065, Cuyahoga County, Ohio",0,4,0,0,5,9
1400000US39035106600,39035106600,"Census Tract 1066, Cuyahoga County, Ohio",86,0,7,0,5,98
1400000US39035106800,39035106800,"Census Tract 1068, Cuyahoga County, Ohio",104,0,0,0,70,174
1400000US39035106900,39035106900,"Census Tract 1069, Cuyahoga County, Ohio",20,0,17,0,26,63
1400000US39035107000,39035107000,"Census Tract 1070, Cuyahoga County, Ohio",11,0,0,4,11,26
1400000US39035107101,39035107101,"Census Tract 1071.01, Cuyahoga County, Ohio",115,0,0,24,532,671
1400000US39035107701,39035107701,"Census Tract 1077.01, Cuyahoga County, Ohio",142,0,0,0,544,686
1400000US39035107802,39035107802,"Census Tract 1078.02, Cuyahoga County, Ohio",105,0,0,0,524,629
1400000US39035108201,39035108201,"Census Tract 1082.01, Cuyahoga County, Ohio",52,0,0,10,41,103
1400000US39035108301,39035108301,"Census Tract 1083.01, Cuyahoga County, Ohio",123,0,0,0,212,335
1400000US39035108400,39035108400,"Census Tract 1084, Cuyahoga County, Ohio",16,0,0,24,33,73
1400000US39035108701,39035108701,"Census Tract 1087.01, Cuyahoga County, Ohio",214,0,0,0,128,342
1400000US39035109301,39035109301,"Census Tract 1093.01, Cuyahoga County, Ohio",118,0,0,0,48,166
1400000US39035109701,39035109701,"Census Tract 1097.01, Cuyahoga County, Ohio",121,0,0,0,0,121
1400000US39035109801,39035109801,"Census Tract 1098.01, Cuyahoga County, Ohio",136,0,0,0,31,167
1400000US39035110501,39035110501,"Census Tract 1105.01, Cuyahoga County, Ohio",14,0,0,0,29,43
1400000US39035110801,39035110801,"Census Tract 1108.01, Cuyahoga County, Ohio",65,0,0,0,0,65
1400000US39035110901,39035110901,"Census Tract 1109.01, Cuyahoga County, Ohio",126,0,0,44,48,218
1400000US39035111202,39035111202,"Census Tract 1112.02, Cuyahoga County, Ohio",118,0,0,19,45,182
1400000US39035111401,39035111401,"Census Tract 1114.01, Cuyahoga County, Ohio",122,0,0,0,6,128
1400000US39035111500,39035111500,"Census Tract 1115, Cuyahoga County, Ohio",105,0,0,0,42,147
1400000US39035111600,39035111600,"Census Tract 1116, Cuyahoga County, Ohio",65,0,0,0,0,65
1400000US39035111700,39035111700,"Census Tract 1117, Cuyahoga County, Ohio",26,0,0,0,28,54
1400000US39035111800,39035111800,"Census Tract 1118, Cuyahoga County, Ohio",28,0,0,0,17,45
1400000US39035111902,39035111902,"Census Tract 1119.02, Cuyahoga County, Ohio",30,0,0,0,14,44
1400000US39035112100,39035112100,"Census Tract 1121, Cuyahoga County, Ohio",88,0,0,29,0,117
1400000US39035112200,39035112200,"Census Tract 1122, Cuyahoga County, Ohio",18,0,0,6,0,24
1400000US39035112301,39035112301,"Census Tract 1123.01, Cuyahoga County, Ohio",73,0,0,6,0,79
1400000US39035112400,39035112400,"Census Tract 1124, Cuyahoga County, Ohio",136,0,0,0,19,155
1400000US39035112500,39035112500,"Census Tract 1125, Cuyahoga County, Ohio",61,0,0,0,0,61
1400000US39035112600,39035112600,"Census Tract 1126, Cuyahoga County, Ohio",95,0,0,6,48,149
1400000US39035112800,39035112800,"Census Tract 1128, Cuyahoga County, Ohio",38,0,0,0,17,55
1400000US39035113101,39035113101,"Census Tract 1131.01, Cuyahoga County, Ohio",43,0,0,0,0,43
1400000US39035113500,39035113500,"Census Tract 1135, Cuyahoga County, Ohio",40,0,0,0,26,66
1400000US39035113600,39035113600,"Census Tract 1136, Cuyahoga County, Ohio",46,0,0,0,24,70
1400000US39035113801,39035113801,"Census Tract 1138.01, Cuyahoga County, Ohio",71,0,0,0,0,71
1400000US39035114100,39035114100,"Census Tract 1141, Cuyahoga County, Ohio",13,0,0,0,0,13
1400000US39035114300,39035114300,"Census Tract 1143, Cuyahoga County, Ohio",136,0,0,0,39,175
1400000US39035114501,39035114501,"Census Tract 1145.01, Cuyahoga County, Ohio",71,0,0,0,28,99
1400000US39035114600,39035114600,"Census Tract 1146, Cuyahoga County, Ohio",25,0,0,0,10,35
1400000US39035114700,39035114700,"Census Tract 1147, Cuyahoga County, Ohio",11,0,0,0,31,42
1400000US39035114900,39035114900,"Census Tract 1149, Cuyahoga County, Ohio",103,0,0,0,23,126
1400000US39035115100,39035115100,"Census Tract 1151, Cuyahoga County, Ohio",68,0,0,0,5,73
1400000US39035115200,39035115200,"Census Tract 1152, Cuyahoga County, Ohio",5,0,0,0,43,48
1400000US39035115300,39035115300,"Census Tract 1153, Cuyahoga County, Ohio",28,0,0,0,4,32
1400000US39035115400,39035115400,"Census Tract 1154, Cuyahoga County, Ohio",97,0,0,0,29,126
1400000US39035115700,39035115700,"Census Tract 1157, Cuyahoga County, Ohio",24,0,0,0,51,75
1400000US39035115800,39035115800,"Census Tract 1158, Cuyahoga County, Ohio",21,0,0,5,58,84
1400000US39035115900,39035115900,"Census Tract 1159, Cuyahoga County, Ohio",95,0,0,0,15,110
1400000US39035116100,39035116100,"Census Tract 1161, Cuyahoga County, Ohio",69,0,0,0,0,69
1400000US39035116200,39035116200,"Census Tract 1162, Cuyahoga County, Ohio",48,0,0,0,17,65
1400000US39035116300,39035116300,"Census Tract 1163, Cuyahoga County, Ohio",74,0,0,0,8,82
1400000US39035116400,39035116400,"Census Tract 1164, Cuyahoga County, Ohio",134,0,0,0,25,159
1400000US39035116500,39035116500,"Census Tract 1165, Cuyahoga County, Ohio",222,0,0,0,11,233
1400000US39035116600,39035116600,"Census Tract 1166, Cuyahoga County, Ohio",121,0,0,0,18,139
1400000US39035116700,39035116700,"Census Tract 1167, Cuyahoga County, Ohio",44,0,0,0,19,63
1400000US39035116800,39035116800,"Census Tract 1168, Cuyahoga County, Ohio",132,0,0,0,14,146
1400000US39035116900,39035116900,"Census Tract 1169, Cuyahoga County, Ohio",26,0,0,0,0,26
1400000US39035117101,39035117101,"Census Tract 1171.01, Cuyahoga County, Ohio",231,0,8,0,60,299
1400000US39035117102,39035117102,"Census Tract 1171.02, Cuyahoga County, Ohio",65,0,0,0,0,65
1400000US39035117201,39035117201,"Census Tract 1172.01, Cuyahoga County, Ohio",106,0,0,0,44,150
1400000US39035117202,39035117202,"Census Tract 1172.02, Cuyahoga County, Ohio",113,28,0,0,18,159
1400000US39035117300,39035117300,"Census Tract 1173, Cuyahoga County, Ohio",157,0,0,68,42,267
1400000US39035117400,39035117400,"Census Tract 1174, Cuyahoga County, Ohio",92,0,0,0,0,92
1400000US39035117500,39035117500,"Census Tract 1175, Cuyahoga County, Ohio",137,0,0,0,42,179
1400000US39035117600,39035117600,"Census Tract 1176, Cuyahoga County, Ohio",172,0,0,0,0,172
1400000US39035117700,39035117700,"Census Tract 1177, Cuyahoga County, Ohio",154,0,0,0,20,174
1400000US39035117800,39035117800,"Census Tract 1178, Cuyahoga County, Ohio",95,0,0,0,30,125
1400000US39035117900,39035117900,"Census Tract 1179, Cuyahoga County, Ohio",100,0,0,0,0,100
1400000US39035118101,39035118101,"Census Tract 1181.01, Cuyahoga County, Ohio",69,0,0,0,0,69
1400000US39035118200,39035118200,"Census Tract 1182, Cuyahoga County, Ohio",79,0,0,19,11,109
1400000US39035118301,39035118301,"Census Tract 1183.01, Cuyahoga County, Ohio",52,0,0,12,30,94
1400000US39035118400,39035118400,"Census Tract 1184, Cuyahoga County, Ohio",94,0,0,0,5,99
1400000US39035118500,39035118500,"Census Tract 1185, Cuyahoga County, Ohio",76,0,0,0,16,92
1400000US39035118602,39035118602,"Census Tract 1186.02, Cuyahoga County, Ohio",33,0,0,0,0,33
1400000US39035118700,39035118700,"Census Tract 1187, Cuyahoga County, Ohio",122,0,0,21,885,1028
1400000US39035118800,39035118800,"Census Tract 1188, Cuyahoga County, Ohio",16,0,0,6,394,416
1400000US39035118900,39035118900,"Census Tract 1189, Cuyahoga County, Ohio",140,0,0,8,68,216
1400000US39035119100,39035119100,"Census Tract 1191, Cuyahoga County, Ohio",0,0,0,0,27,27
1400000US39035119202,39035119202,"Census Tract 1192.02, Cuyahoga County, Ohio",36,0,0,0,13,49
1400000US39035119300,39035119300,"Census Tract 1193, Cuyahoga County, Ohio",250,0,0,21,19,290
1400000US39035119401,39035119401,"Census Tract 1194.01, Cuyahoga County, Ohio",40,0,0,0,54,94
1400000US39035119402,39035119402,"Census Tract 1194.02, Cuyahoga County, Ohio",75,0,0,5,36,116
1400000US39035119501,39035119501,"Census Tract 1195.01, Cuyahoga County, Ohio",214,0,0,12,46,272
1400000US39035119502,39035119502,"Census Tract 1195.02, Cuyahoga County, Ohio",189,0,0,25,18,232
1400000US39035119600,39035119600,"Census Tract 1196, Cuyahoga County, Ohio",86,0,0,0,0,86
1400000US39035119701,39035119701,"Census Tract 1197.01, Cuyahoga County, Ohio",52,0,0,10,0,62
1400000US39035119702,39035119702,"Census Tract 1197.02, Cuyahoga County, Ohio",114,0,0,0,38,152
1400000US39035119800,39035119800,"Census Tract 1198, Cuyahoga County, Ohio",186,0,0,0,0,186
1400000US39035119900,39035119900,"Census Tract 1199, Cuyahoga County, Ohio",167,0,0,0,10,177
1400000US39035120200,39035120200,"Census Tract 1202, Cuyahoga County, Ohio",90,0,0,0,33,123
1400000US39035120400,39035120400,"Census Tract 1204, Cuyahoga County, Ohio",82,0,0,0,0,82
1400000US39035120500,39035120500,"Census Tract 1205, Cuyahoga County, Ohio",136,0,0,0,14,150
1400000US39035120600,39035120600,"Census Tract 1206, Cuyahoga County, Ohio",135,0,0,0,0,135
1400000US39035120701,39035120701,"Census Tract 1207.01, Cuyahoga County, Ohio",128,0,0,0,16,144
1400000US39035120702,39035120702,"Census Tract 1207.02, Cuyahoga County, Ohio",53,0,0,0,26,79
1400000US39035120801,39035120801,"Census Tract 1208.01, Cuyahoga County, Ohio",65,0,0,0,27,92
1400000US39035120802,39035120802,"Census Tract 1208.02, Cuyahoga County, Ohio",93,0,0,0,13,106
1400000US39035121100,39035121100,"Census Tract 1211, Cuyahoga County, Ohio",220,0,0,0,27,247
1400000US39035121200,39035121200,"Census Tract 1212, Cuyahoga County, Ohio",101,0,0,0,0,101
1400000US39035121300,39035121300,"Census Tract 1213, Cuyahoga County, Ohio",33,0,0,0,11,44
1400000US39035121401,39035121401,"Census Tract 1214.01, Cuyahoga County, Ohio",75,0,0,0,10,85
1400000US39035121403,39035121403,"Census Tract 1214.03, Cuyahoga County, Ohio",129,0,0,0,0,129
1400000US39035121500,39035121500,"Census Tract 1215, Cuyahoga County, Ohio",48,0,0,0,0,48
1400000US39035121700,39035121700,"Census Tract 1217, Cuyahoga County, Ohio",123,0,0,0,32,155
1400000US39035121800,39035121800,"Census Tract 1218, Cuyahoga County, Ohio",46,0,0,0,0,46
1400000US39035121900,39035121900,"Census Tract 1219, Cuyahoga County, Ohio",9,0,0,0,0,9
1400000US39035122100,39035122100,"Census Tract 1221, Cuyahoga County, Ohio",57,0,0,0,58,115
1400000US39035122200,39035122200,"Census Tract 1222, Cuyahoga County, Ohio",24,0,0,0,0,24
1400000US39035122300,39035122300,"Census Tract 1223, Cuyahoga County, Ohio",20,0,0,0,0,20
1400000US39035123100,39035123100,"Census Tract 1231, Cuyahoga County, Ohio",78,0,0,0,12,90
1400000US39035123200,39035123200,"Census Tract 1232, Cuyahoga County, Ohio",54,0,0,0,8,62
1400000US39035123400,39035123400,"Census Tract 1234, Cuyahoga County, Ohio",84,0,13,0,49,146
1400000US39035123501,39035123501,"Census Tract 1235.01, Cuyahoga County, Ohio",141,0,0,15,30,186
1400000US39035123502,39035123502,"Census Tract 1235.02, Cuyahoga County, Ohio",242,10,0,0,8,260
1400000US39035123601,39035123601,"Census Tract 1236.01, Cuyahoga County, Ohio",25,0,9,0,39,73
1400000US39035123602,39035123602,"Census Tract 1236.02, Cuyahoga County, Ohio",76,0,0,9,28,113
1400000US39035123603,39035123603,"Census Tract 1236.03, Cuyahoga County, Ohio",58,0,0,0,14,72
1400000US39035123700,39035123700,"Census Tract 1237, Cuyahoga County, Ohio",18,0,0,18,7,43
1400000US39035123800,39035123800,"Census Tract 1238, Cuyahoga County, Ohio",44,0,0,0,23,67
1400000US39035123900,39035123900,"Census Tract 1239, Cuyahoga County, Ohio",0,0,0,11,34,45
1400000US39035124100,39035124100,"Census Tract 1241, Cuyahoga County, Ohio",70,0,5,0,0,75
1400000US39035124201,39035124201,"Census Tract 1242.01, Cuyahoga County, Ohio",71,0,0,21,28,120
1400000US39035124202,39035124202,"Census Tract 1242.02, Cuyahoga County, Ohio",8,0,0,0,5,13
1400000US39035124300,39035124300,"Census Tract 1243, Cuyahoga County, Ohio",58,0,0,0,19,77
1400000US39035124500,39035124500,"Census Tract 1245, Cuyahoga County, Ohio",32,0,0,0,34,66
1400000US39035124600,39035124600,"Census Tract 1246, Cuyahoga County, Ohio",30,0,0,7,63,100
1400000US39035126100,39035126100,"Census Tract 1261, Cuyahoga County, Ohio",109,13,0,0,18,140
1400000US39035127501,39035127501,"Census Tract 1275.01, Cuyahoga County, Ohio",170,0,0,0,19,189
1400000US39035130103,39035130103,"Census Tract 1301.03, Cuyahoga County, Ohio",34,0,0,0,0,34
1400000US39035130104,39035130104,"Census Tract 1301.04, Cuyahoga County, Ohio",32,0,0,0,25,57
1400000US39035130105,39035130105,"Census Tract 1301.05, Cuyahoga County, Ohio",32,0,0,7,15,54
1400000US39035130106,39035130106,"Census Tract 1301.06, Cuyahoga County, Ohio",83,0,8,17,17,125
1400000US39035131102,39035131102,"Census Tract 1311.02, Cuyahoga County, Ohio",85,0,0,0,8,93
1400000US39035131103,39035131103,"Census Tract 1311.03, Cuyahoga County, Ohio",68,0,0,0,18,86
1400000US39035131104,39035131104,"Census Tract 1311.04, Cuyahoga County, Ohio",36,0,0,0,18,54
1400000US39035132100,39035132100,"Census Tract 1321, Cuyahoga County, Ohio",8,0,0,29,80,117
1400000US39035132200,39035132200,"Census Tract 1322, Cuyahoga County, Ohio",39,0,0,0,0,39
1400000US39035132301,39035132301,"Census Tract 1323.01, Cuyahoga County, Ohio",92,0,0,0,0,92
1400000US39035132302,39035132302,"Census Tract 1323.02, Cuyahoga County, Ohio",64,0,0,0,10,74
1400000US39035133103,39035133103,"Census Tract 1331.03, Cuyahoga County, Ohio",109,0,0,0,7,116
1400000US39035133104,39035133104,"Census Tract 1331.04, Cuyahoga County, Ohio",72,0,0,0,8,80
1400000US39035134100,39035134100,"Census Tract 1341, Cuyahoga County, Ohio",14,0,0,0,0,14
1400000US39035134203,39035134203,"Census Tract 1342.03, Cuyahoga County, Ohio",9,0,0,8,0,17
1400000US39035134204,39035134204,"Census Tract 1342.04, Cuyahoga County, Ohio",13,0,0,0,76,89
1400000US39035134205,39035134205,"Census Tract 1342.05, Cuyahoga County, Ohio",20,0,0,0,0,20
1400000US39035134206,39035134206,"Census Tract 1342.06, Cuyahoga County, Ohio",11,0,0,0,9,20
1400000US39035134300,39035134300,"Census Tract 1343, Cuyahoga County, Ohio",11,0,0,50,509,570
1400000US39035135103,39035135103,"Census Tract 1351.03, Cuyahoga County, Ohio",7,0,0,12,0,19
1400000US39035135104,39035135104,"Census Tract 1351.04, Cuyahoga County, Ohio",0,0,0,9,18,27
1400000US39035135105,39035135105,"Census Tract 1351.05, Cuyahoga County, Ohio",38,0,0,0,29,67
1400000US39035135106,39035135106,"Census Tract 1351.06, Cuyahoga County, Ohio",18,0,0,4,24,46
1400000US39035136101,39035136101,"Census Tract 1361.01, Cuyahoga County, Ohio",27,0,0,0,11,38
1400000US39035136102,39035136102,"Census Tract 1361.02, Cuyahoga County, Ohio",31,0,0,0,0,31
1400000US39035136103,39035136103,"Census Tract 1361.03, Cuyahoga County, Ohio",0,0,0,0,0,0
1400000US39035137101,39035137101,"Census Tract 1371.01, Cuyahoga County, Ohio",44,0,0,0,11,55
1400000US39035137102,39035137102,"Census Tract 1371.02, Cuyahoga County, Ohio",57,0,0,0,39,96
1400000US39035137103,39035137103,"Census Tract 1371.03, Cuyahoga County, Ohio",34,0,0,0,0,34
1400000US39035138105,39035138105,"Census Tract 1381.05, Cuyahoga County, Ohio",5,0,0,6,19,30
1400000US39035138106,39035138106,"Census Tract 1381.06, Cuyahoga County, Ohio",3,23,0,0,31,57
1400000US39035138107,39035138107,"Census Tract 1381.07, Cuyahoga County, Ohio",10,0,0,0,34,44
1400000US39035138108,39035138108,"Census Tract 1381.08, Cuyahoga County, Ohio",24,0,0,0,17,41
1400000US39035138109,39035138109,"Census Tract 1381.09, Cuyahoga County, Ohio",76,0,0,0,16,92
1400000US39035138110,39035138110,"Census Tract 1381.10, Cuyahoga County, Ohio",29,0,0,10,0,39
1400000US39035140100,39035140100,"Census Tract 1401, Cuyahoga County, Ohio",7,0,0,0,47,54
1400000US39035140301,39035140301,"Census Tract 1403.01, Cuyahoga County, Ohio",99,0,0,0,0,99
1400000US39035140302,39035140302,"Census Tract 1403.02, Cuyahoga County, Ohio",7,0,0,0,27,34
1400000US39035140400,39035140400,"Census Tract 1404, Cuyahoga County, Ohio",66,0,0,5,3,74
1400000US39035140500,39035140500,"Census Tract 1405, Cuyahoga County, Ohio",107,0,0,0,29,136
1400000US39035140600,39035140600,"Census Tract 1406, Cuyahoga County, Ohio",10,0,0,13,17,40
1400000US39035140701,39035140701,"Census Tract 1407.01, Cuyahoga County, Ohio",92,0,7,0,10,109
1400000US39035140702,39035140702,"Census Tract 1407.02, Cuyahoga County, Ohio",115,0,0,22,41,178
1400000US39035140800,39035140800,"Census Tract 1408, Cuyahoga County, Ohio",34,0,0,8,33,75
1400000US39035140900,39035140900,"Census Tract 1409, Cuyahoga County, Ohio",65,0,8,0,26,99
1400000US39035141000,39035141000,"Census Tract 1410, Cuyahoga County, Ohio",17,0,0,4,16,37
1400000US39035141100,39035141100,"Census Tract 1411, Cuyahoga County, Ohio",179,0,11,70,384,644
1400000US39035141200,39035141200,"Census Tract 1412, Cuyahoga County, Ohio",35,0,0,37,183,255
1400000US39035141300,39035141300,"Census Tract 1413, Cuyahoga County, Ohio",30,0,0,76,272,378
1400000US39035141400,39035141400,"Census Tract 1414, Cuyahoga County, Ohio",26,0,0,10,23,59
1400000US39035141500,39035141500,"Census Tract 1415, Cuyahoga County, Ohio",56,0,0,6,33,95
1400000US39035141601,39035141601,"Census Tract 1416.01, Cuyahoga County, Ohio",20,0,0,5,7,32
1400000US39035141602,39035141602,"Census Tract 1416.02, Cuyahoga County, Ohio",7,0,0,35,3,45
1400000US39035141700,39035141700,"Census Tract 1417, Cuyahoga County, Ohio",22,0,0,4,21,47
1400000US39035150100,39035150100,"Census Tract 1501, Cuyahoga County, Ohio",181,0,0,0,17,198
1400000US39035150300,39035150300,"Census Tract 1503, Cuyahoga County, Ohio",79,0,0,0,0,79
1400000US39035150400,39035150400,"Census Tract 1504, Cuyahoga County, Ohio",142,0,0,0,3,145
1400000US39035151100,39035151100,"Census Tract 1511, Cuyahoga County, Ohio",49,0,0,0,39,88
1400000US39035151200,39035151200,"Census Tract 1512, Cuyahoga County, Ohio",63,0,0,0,37,100
1400000US39035151300,39035151300,"Census Tract 1513, Cuyahoga County, Ohio",8,0,0,0,25,33
1400000US39035151400,39035151400,"Census Tract 1514, Cuyahoga County, Ohio",88,0,0,0,21,109
1400000US39035151500,39035151500,"Census Tract 1515, Cuyahoga County, Ohio",171,0,0,0,79,250
1400000US39035151600,39035151600,"Census Tract 1516, Cuyahoga County, Ohio",198,0,0,0,20,218
1400000US39035151700,39035151700,"Census Tract 1517, Cuyahoga County, Ohio",53,0,0,0,16,69
1400000US39035151800,39035151800,"Census Tract 1518, Cuyahoga County, Ohio",114,0,0,0,14,128
1400000US39035152101,39035152101,"Census Tract 1521.01, Cuyahoga County, Ohio",14,0,0,12,1,27
1400000US39035152102,39035152102,"Census Tract 1521.02, Cuyahoga County, Ohio",55,0,0,0,77,132
1400000US39035152201,39035152201,"Census Tract 1522.01, Cuyahoga County, Ohio",110,0,9,8,26,153
1400000US39035152202,39035152202,"Census Tract 1522.02, Cuyahoga County, Ohio",93,0,0,0,0,93
1400000US39035152301,39035152301,"Census Tract 1523.01, Cuyahoga County, Ohio",122,0,0,0,44,166
1400000US39035152302,39035152302,"Census Tract 1523.02, Cuyahoga County, Ohio",122,0,0,14,17,153
1400000US39035152303,39035152303,"Census Tract 1523.03, Cuyahoga County, Ohio",36,0,0,0,0,36
1400000US39035152400,39035152400,"Census Tract 1524, Cuyahoga County, Ohio",39,0,0,0,24,63
1400000US39035152501,39035152501,"Census Tract 1525.01, Cuyahoga County, Ohio",56,0,0,0,48,104
1400000US39035152502,39035152502,"Census Tract 1525.02, Cuyahoga County, Ohio",84,0,0,0,0,84
1400000US39035152603,39035152603,"Census Tract 1526.03, Cuyahoga County, Ohio",19,0,0,0,21,40
1400000US39035152604,39035152604,"Census Tract 1526.04, Cuyahoga County, Ohio",161,0,0,0,24,185
1400000US39035152701,39035152701,"Census Tract 1527.01, Cuyahoga County, Ohio",45,0,0,0,0,45
1400000US39035152702,39035152702,"Census Tract 1527.02, Cuyahoga County, Ohio",51,0,0,0,0,51
1400000US39035152703,39035152703,"Census Tract 1527.03, Cuyahoga County, Ohio",31,0,0,0,0,31
1400000US39035153103,39035153103,"Census Tract 1531.03, Cuyahoga County, Ohio",28,0,0,9,8,45
1400000US39035153104,39035153104,"Census Tract 1531.04, Cuyahoga County, Ohio",22,0,0,5,34,61
1400000US39035153105,39035153105,"Census Tract 1531.05, Cuyahoga County, Ohio",36,9,10,15,23,93
1400000US39035153106,39035153106,"Census Tract 1531.06, Cuyahoga County, Ohio",22,0,0,0,43,65
1400000US39035153107,39035153107,"Census Tract 1531.07, Cuyahoga County, Ohio",38,0,0,0,11,49
1400000US39035154100,39035154100,"Census Tract 1541, Cuyahoga County, Ohio",73,0,0,0,0,73
1400000US39035154200,39035154200,"Census Tract 1542, Cuyahoga County, Ohio",4,0,0,0,0,4
1400000US39035154300,39035154300,"Census Tract 1543, Cuyahoga County, Ohio",57,0,0,0,0,57
1400000US39035154400,39035154400,"Census Tract 1544, Cuyahoga County, Ohio",40,0,34,0,0,74
1400000US39035154501,39035154501,"Census Tract 1545.01, Cuyahoga County, Ohio",56,0,0,0,40,96
1400000US39035154502,39035154502,"Census Tract 1545.02, Cuyahoga County, Ohio",28,11,0,14,80,133
1400000US39035154601,39035154601,"Census Tract 1546.01, Cuyahoga County, Ohio",101,0,0,0,12,113
1400000US39035154603,39035154603,"Census Tract 1546.03, Cuyahoga County, Ohio",14,0,0,0,102,116
1400000US39035154604,39035154604,"Census Tract 1546.04, Cuyahoga County, Ohio",7,0,0,0,16,23
1400000US39035154700,39035154700,"Census Tract 1547, Cuyahoga County, Ohio",89,0,0,0,0,89
1400000US39035155101,39035155101,"Census Tract 1551.01, Cuyahoga County, Ohio",0,0,0,11,12,23
1400000US39035155102,39035155102,"Census Tract 1551.02, Cuyahoga County, Ohio",0,0,0,0,14,14
1400000US39035156101,39035156101,"Census Tract 1561.01, Cuyahoga County, Ohio",4,0,0,0,13,17
1400000US39035156102,39035156102,"Census Tract 1561.02, Cuyahoga County, Ohio",48,0,0,0,0,48
1400000US39035160100,39035160100,"Census Tract 1601, Cuyahoga County, Ohio",8,0,0,4,15,27
1400000US39035160200,39035160200,"Census Tract 1602, Cuyahoga County, Ohio",37,0,0,22,60,119
1400000US39035160300,39035160300,"Census Tract 1603, Cuyahoga County, Ohio",64,0,0,10,38,112
1400000US39035160400,39035160400,"Census Tract 1604, Cuyahoga County, Ohio",37,9,0,51,113,210
1400000US39035160500,39035160500,"Census Tract 1605, Cuyahoga County, Ohio",112,0,0,27,45,184
1400000US39035160601,39035160601,"Census Tract 1606.01, Cuyahoga County, Ohio",102,0,0,13,0,115
1400000US39035160602,39035160602,"Census Tract 1606.02, Cuyahoga County, Ohio",254,8,0,7,58,327
1400000US39035160700,39035160700,"Census Tract 1607, Cuyahoga County, Ohio",51,0,23,47,39,160
1400000US39035160800,39035160800,"Census Tract 1608, Cuyahoga County, Ohio",32,0,0,22,1,55
1400000US39035160900,39035160900,"Census Tract 1609, Cuyahoga County, Ohio",118,0,9,31,19,177
1400000US39035161000,39035161000,"Census Tract 1610, Cuyahoga County, Ohio",42,6,0,0,47,95
1400000US39035161100,39035161100,"Census Tract 1611, Cuyahoga County, Ohio",33,0,0,14,98,145
1400000US39035161200,39035161200,"Census Tract 1612, Cuyahoga County, Ohio",98,0,0,0,75,173
1400000US39035161300,39035161300,"Census Tract 1613, Cuyahoga County, Ohio",48,0,0,10,10,68
1400000US39035161400,39035161400,"Census Tract 1614, Cuyahoga County, Ohio",116,0,0,9,11,136
1400000US39035161500,39035161500,"Census Tract 1615, Cuyahoga County, Ohio",82,0,0,11,23,116
1400000US39035161600,39035161600,"Census Tract 1616, Cuyahoga County, Ohio",109,8,15,0,23,155
1400000US39035161700,39035161700,"Census Tract 1617, Cuyahoga County, Ohio",105,0,0,24,85,214
1400000US39035161800,39035161800,"Census Tract 1618, Cuyahoga County, Ohio",68,0,0,20,23,111
1400000US39035170101,39035170101,"Census Tract 1701.01, Cuyahoga County, Ohio",62,0,0,9,13,84
1400000US39035170102,39035170102,"Census Tract 1701.02, Cuyahoga County, Ohio",32,0,0,15,55,102
1400000US39035170201,39035170201,"Census Tract 1702.01, Cuyahoga County, Ohio",28,0,0,0,30,58
1400000US39035170202,39035170202,"Census Tract 1702.02, Cuyahoga County, Ohio",16,0,0,0,10,26
1400000US39035171102,39035171102,"Census Tract 1711.02, Cuyahoga County, Ohio",133,0,0,0,0,133
1400000US39035171103,39035171103,"Census Tract 1711.03, Cuyahoga County, Ohio",175,10,0,8,59,252
1400000US39035171104,39035171104,"Census Tract 1711.04, Cuyahoga County, Ohio",167,0,0,33,54,254
1400000US39035171203,39035171203,"Census Tract 1712.03, Cuyahoga County, Ohio",32,0,29,0,7,68
1400000US39035171204,39035171204,"Census Tract 1712.04, Cuyahoga County, Ohio",23,0,0,0,20,43
1400000US39035171205,39035171205,"Census Tract 1712.05, Cuyahoga County, Ohio",30,0,0,0,0,30
1400000US39035171206,39035171206,"Census Tract 1712.06, Cuyahoga County, Ohio",64,0,0,0,0,64
1400000US39035172101,39035172101,"Census Tract 1721.01, Cuyahoga County, Ohio",2,0,0,0,37,39
1400000US39035172102,39035172102,"Census Tract 1721.02, Cuyahoga County, Ohio",0,0,0,0,23,23
1400000US39035172103,39035172103,"Census Tract 1721.03, Cuyahoga County, Ohio",28,0,0,0,0,28
1400000US39035172201,39035172201,"Census Tract 1722.01, Cuyahoga County, Ohio",50,0,0,0,9,59
1400000US39035172202,39035172202,"Census Tract 1722.02, Cuyahoga County, Ohio",17,0,0,0,17,34
1400000US39035173103,39035173103,"Census Tract 1731.03, Cuyahoga County, Ohio",10,0,0,0,0,10
1400000US39035173104,39035173104,"Census Tract 1731.04, Cuyahoga County, Ohio",16,22,0,22,32,92
1400000US39035173105,39035173105,"Census Tract 1731.05, Cuyahoga County, Ohio",11,0,6,0,0,17
