,No,EDHLTH_RAC_SCALED,EDHLTH_WAC_SCALED,EMP_RAC_SCALED,EMP_WAC_SCALED,LEISER_RAC_SCALED,LEISER_WAC_SCALED,OTHER_RAC_SCALED,OTHER_WAC_SCALED,RETAIL_RAC_SCALED,RETAIL_WAC_SCALED
162,162,1138.417095472003,1802.4198873019998,3640.432594770008,3382.935269401,470.9862610180005,189.907600662,1678.2600030640028,633.762328321,352.7692352160016,756.845453116
163,163,1413.491845298,354.893350315,5958.238816620999,3213.8872641880002,920.3294475630001,1431.422367331,3012.144021467,814.646905658,612.273502293,612.924640884
164,164,976.8077726689999,87.787534875,4082.4235174169994,255.552448741,605.5604219469999,17.557506975,2025.712562496,64.215630007,474.342760305,85.991776884
165,165,8.222163888999999,69.13834432500002,26.929320842,5494.050923211,1.8723201899999997,9.528198036000001,14.213588496999998,5362.495063734,2.6212482659999994,52.889317116
166,166,,0.0,,2746.8063994689996,,0.0,,2667.7236816339996,,79.082717835
167,167,640.8833480839999,694.902334255,2224.8949493309997,3272.7048046739997,301.971551726,0.940559499,1062.510490488,2534.1537939669997,219.529559033,42.708116953
168,168,656.69685923,0.0,1860.3739434400002,151.380333805,220.82830131500003,0.0,820.5494749249999,151.380333805,162.29930796999997,0.0
169,169,1091.2329119601875,0.0,3111.8015674895228,191.94282668902682,331.74611230208046,0.0,1450.0608319352416,187.3754119120268,238.7617112920134,4.567414777
170,170,1090.8072185720762,1339.5033711629671,2621.202858324259,4741.292058956762,216.58937298403356,567.8048610460824,1113.0971596441252,2551.778331257652,200.70910712402443,282.205495490061
171,171,396.3838638060001,2458.5165622460004,1055.922980212,10045.988295306,110.33399475,2230.5463575000003,457.785924734,4784.771553736,91.41919692200001,572.153821824
172,172,995.2258185820326,880.349466705,2887.6623119400647,2677.2451330100034,309.2912016300034,358.954268937,1332.594611383029,834.3066904290034,250.55068034500002,603.634706939
173,173,835.967343293,282.48642514799997,2494.500572604,343.49051418,289.24747480600007,36.451631911999996,1034.233915499,24.55245712,335.051839006,0.0
174,174,570.3302756290001,50.190971852,1448.575714251,156.862133736,165.991784769,42.041688488,591.581721748,64.62947339600001,120.67193210500001,0.0
175,175,690.0510543930578,11.983133525,2921.0243944622057,229.15349524606015,373.79268080103793,105.36447366205627,1525.4330685550838,91.58462413200388,331.7475907130259,20.221263927
176,176,286.0098874230002,0.8738722809999999,986.1042845830009,81.65176440900682,119.91884287600008,0.0,503.3794580070004,80.77789212800681,76.79609627700017,0.0
177,177,0.19811435,20.079509723999998,0.463335288,905.5522367940625,0.033553294,0.0,0.19811435,885.4727270700625,0.033553294,0.0
178,178,1.821800506,5.103648474,6.468122194,188.43577393899997,0.30437479,1.812904038,3.836138326,180.99334283199997,0.5058085720000001,0.5258785949999999
179,179,2.070087078,0.0,11.730493441999998,44.161857663999996,0.0,6.210261233999999,8.970377337999999,37.951596429999995,0.6900290259999999,0.0
180,180,875.8296577259997,299.598803043,2284.627176143,466.772405239,184.000018404,3.440192178,966.9082544209997,152.97093987800002,257.889245592,10.76247014
181,181,1216.0208438560317,282.256698961,3404.2328724311355,2314.017925039,345.0704267630159,83.973322989,1559.0184943860795,1934.4969124460001,284.1231074260079,13.290990643
182,182,1521.5900625601118,0.0,4017.1818499324845,325.668847054,386.5955010360372,20.287577084000002,1809.1702843933354,305.38126997,299.826001943,0.0
183,183,1251.085953098,9.790973714,3672.7401782469997,593.1713841699999,303.697074443,13.83562498,1802.300080289,567.982922812,315.657070417,1.561862664
184,184,1447.5235789310407,654.7078972979999,3707.810871232081,3853.845962969004,326.2789126130043,664.728779282,1642.3892575110362,1457.6186421150041,291.619122177,1076.790644274
185,185,580.922287073,404.07539154700004,1714.202339178,2395.941576442,195.61884892499998,396.54792913600005,790.936389215,933.498798138,146.72481396499998,661.8194576210001
186,186,374.649156351,8.053400388,1114.7903002550001,76.989542838,92.27300142,13.053905624999999,543.07561365,55.88223682500001,104.79252883400001,0.0
187,187,80.25766027003905,0.0187924,239.56665899414324,66.876799158,28.609978451026045,0.0187924,101.10515906306075,66.83921435799999,29.59386121001736,0.0
188,188,3.4854512980000005,0.0,10.267993918,90.99950935600002,1.1304237700000002,0.0,3.4854512980000005,90.99950935600002,2.1666675520000003,0.0
189,189,3.392279648,0.346099524,8.48069912,63.621161516,0.848069912,0.0,3.392279648,63.275061992000005,0.848069912,0.0
190,190,3.645300072,0.0,9.11325018,58.324801152,0.911325018,0.0,3.645300072,58.324801152,0.911325018,0.0
191,191,2.61602947,0.0,10.822895994,49.069645952,0.315889816,4.0574106180000005,7.124263490000001,45.012235334,0.766713218,0.0
