State,Station Name,Month,Ridership,Average Rain,Average Temp
TN,Broad St & W 4th St,Mar,289,6,50.4
TN,Broad St & W 4th St,May,213,4,66.7
TN,Broad St & W 6th St,Apr,112,4.3,59
TN,Broad St & W 6th St,Feb,37,5.1,41.7
TN,Broad St & W 6th St,Jan,45,5.2,37.4
TN,Broad St & W 6th St,Mar,80,6,50.4
TN,Broad St & W 6th St,May,110,4,66.7
TN,Broad St & W 8th St,Apr,232,4.3,59
TN,Broad St & W 8th St,Feb,86,5.1,41.7
TN,Broad St & W 8th St,Jan,48,5.2,37.4
TN,Broad St & W 8th St,Mar,145,6,50.4
TN,Broad St & W 8th St,May,144,4,66.7
TN,Carter St & W 12th St,Apr,245,4.3,59
TN,Carter St & W 12th St,Feb,69,5.1,41.7
TN,Carter St & W 12th St,Jan,44,5.2,37.4
TN,Carter St & W 12th St,Mar,184,6,50.4
TN,Carter St & W 12th St,May,86,4,66.7
TN,Chestnut St & Riverfront Pkwy,Apr,495,4.3,59
TN,Chestnut St & Riverfront Pkwy,Feb,141,5.1,41.7
TN,Chestnut St & Riverfront Pkwy,Jan,122,5.2,37.4
TN,Chestnut St & Riverfront Pkwy,Mar,274,6,50.4
TN,Chestnut St & Riverfront Pkwy,May,262,4,66.7
TN,Curtain Pole,Apr,300,4.3,59
TN,Curtain Pole,Feb,129,5.1,41.7
TN,Curtain Pole,Jan,52,5.2,37.4
TN,Curtain Pole,Mar,203,6,50.4
TN,Curtain Pole,May,388,4,66.7
TN,Douglas St,Apr,63,4.3,59
TN,Douglas St,Feb,50,5.1,41.7
TN,Douglas St,Jan,41,5.2,37.4
TN,Douglas St,Mar,52,6,50.4
TN,Douglas St,May,49,4,66.7
TN,E 5th St & Collins St,Apr,7,4.3,59
TN,E 5th St & Collins St,Feb,10,5.1,41.7
TN,E 5th St & Collins St,Jan,2,5.2,37.4
TN,E 5th St & Collins St,Mar,6,6,50.4
TN,E 5th St & Collins St,May,16,4,66.7
TN,E Main St & Rossville Ave,Apr,106,4.3,59
TN,E Main St & Rossville Ave,Feb,78,5.1,41.7
TN,E Main St & Rossville Ave,Jan,66,5.2,37.4
TN,E Main St & Rossville Ave,Jun,1,3.7,75.2
TN,E Main St & Rossville Ave,Mar,101,6,50.4
TN,E Main St & Rossville Ave,May,129,4,66.7
TN,High St & E 2nd St,Apr,267,4.3,59
TN,High St & E 2nd St,Feb,122,5.1,41.7
TN,High St & E 2nd St,Jan,87,5.2,37.4
TN,High St & E 2nd St,Jan,2,5.2,37.4
TN,High St & E 2nd St,Mar,232,6,50.4
TN,High St & E 2nd St,May,313,4,66.7
TN,Hubert Fry Center Tennessee Riverpark,Apr,460,4.3,59
TN,Hubert Fry Center Tennessee Riverpark,Feb,171,5.1,41.7
TN,Hubert Fry Center Tennessee Riverpark,Jan,136,5.2,37.4
TN,Hubert Fry Center Tennessee Riverpark,Jun,2,3.7,75.2
TN,Hubert Fry Center Tennessee Riverpark,Mar,301,6,50.4
TN,Hubert Fry Center Tennessee Riverpark,May,452,4,66.7
TN,ML King Blvd & Lindsay St,Apr,74,4.3,59
TN,ML King Blvd & Lindsay St,Feb,27,5.1,41.7
TN,ML King Blvd & Lindsay St,Jan,24,5.2,37.4
TN,ML King Blvd & Lindsay St,Mar,50,6,50.4
TN,ML King Blvd & Lindsay St,May,62,4,66.7
TN,MLK and University St,Apr,45,4.3,59
TN,MLK and University St,Feb,15,5.1,41.7
TN,MLK and University St,Jan,22,5.2,37.4
TN,MLK and University St,Mar,28,6,50.4
TN,MLK and University St,May,17,4,66.7
TN,Market & E 4th Street,Apr,222,4.3,59
TN,Market & E 4th Street,Feb,92,5.1,41.7
TN,Market & E 4th Street,Jan,56,5.2,37.4
TN,Market & E 4th Street,Mar,187,6,50.4
TN,Market & E 4th Street,May,176,4,66.7
TN,Market St & Cowart St,Apr,115,4.3,59
TN,Market St & Cowart St,Feb,75,5.1,41.7
TN,Market St & Cowart St,Jan,53,5.2,37.4
TN,Market St & Cowart St,Mar,74,6,50.4
TN,Market St & Cowart St,May,119,4,66.7
TN,Market St & E 14th St,Apr,262,4.3,59
TN,Market St & E 14th St,Feb,75,5.1,41.7
TN,Market St & E 14th St,Jan,66,5.2,37.4
TN,Market St & E 14th St,Jun,1,3.7,75.2
TN,Market St & E 14th St,Mar,160,6,50.4
TN,Market St & E 14th St,May,221,4,66.7
TN,Market St & ML King Blvd,Apr,111,4.3,59
TN,Market St & ML King Blvd,Feb,50,5.1,41.7
TN,Market St & ML King Blvd,Jan,49,5.2,37.4
TN,Market St & ML King Blvd,Jun,1,3.7,75.2
TN,Market St & ML King Blvd,Mar,98,6,50.4
TN,Market St & ML King Blvd,May,92,4,66.7
TN,Market St & W 12th St,Apr,59,4.3,59
TN,Market St & W 12th St,Feb,43,5.1,41.7
TN,Market St & W 12th St,Jan,41,5.2,37.4
TN,Market St & W 12th St,Mar,88,6,50.4
TN,Market St & W 12th St,May,81,4,66.7
TN,McCallie Ave & Lindsay St,Apr,24,4.3,59
TN,McCallie Ave & Lindsay St,Feb,14,5.1,41.7
TN,McCallie Ave & Lindsay St,Jan,9,5.2,37.4
TN,McCallie Ave & Lindsay St,Mar,29,6,50.4
TN,McCallie Ave & Lindsay St,May,26,4,66.7
TN,Middle St,Apr,243,4.3,59
TN,Middle St,Feb,141,5.1,41.7
TN,Middle St,Jan,90,5.2,37.4
TN,Middle St,Mar,238,6,50.4
TN,Middle St,May,241,4,66.7
TN,Oak St & Houston St,Apr,19,4.3,59
TN,Oak St & Houston St,Feb,12,5.1,41.7
TN,Oak St & Houston St,Jan,13,5.2,37.4
TN,Oak St & Houston St,Mar,17,6,50.4
TN,Oak St & Houston St,May,26,4,66.7
TN,Oak St & University Greenway,Apr,34,4.3,59
TN,Oak St & University Greenway,Feb,28,5.1,41.7
TN,Oak St & University Greenway,Jan,17,5.2,37.4
TN,Oak St & University Greenway,Mar,35,6,50.4
TN,Oak St & University Greenway,May,21,4,66.7
TN,Pine St. & W. 6th St.,Apr,75,4.3,59
TN,Pine St. & W. 6th St.,Feb,61,5.1,41.7
TN,Pine St. & W. 6th St.,Jan,32,5.2,37.4
TN,Pine St. & W. 6th St.,Mar,53,6,50.4
TN,Pine St. & W. 6th St.,May,101,4,66.7
TN,Power Alley & Riverfront Pkwy,Apr,619,4.3,59
TN,Power Alley & Riverfront Pkwy,Apr,2,4.3,59
TN,Power Alley & Riverfront Pkwy,Feb,154,5.1,41.7
TN,Power Alley & Riverfront Pkwy,Jan,98,5.2,37.4
TN,Power Alley & Riverfront Pkwy,Mar,327,6,50.4
TN,Power Alley & Riverfront Pkwy,May,392,4,66.7
TN,SpringHill Suites,Apr,223,4.3,59
TN,SpringHill Suites,Feb,86,5.1,41.7
TN,SpringHill Suites,Jan,48,5.2,37.4
TN,SpringHill Suites,Mar,104,6,50.4
TN,SpringHill Suites,May,156,4,66.7
TN,W Main St & Cowart St,Apr,131,4.3,59
TN,W Main St & Cowart St,Feb,50,5.1,41.7
TN,W Main St & Cowart St,Jan,42,5.2,37.4
TN,W Main St & Cowart St,Mar,67,6,50.4
TN,W Main St & Cowart St,May,82,4,66.7
OH,3rd St & Gay St,Apr,185,3.8,52
OH,3rd St & Gay St,Aug,205,3.6,72.3
OH,3rd St & Gay St,Dec,34,2.7,32.5
OH,3rd St & Gay St,Feb,79,2.1,30.9
OH,3rd St & Gay St,Jan,40,2.8,27.3
OH,3rd St & Gay St,Jul,320,3.9,74.3
OH,3rd St & Gay St,Jun,233,3.9,70.7
OH,3rd St & Gay St,Mar,65,3.4,41.9
OH,3rd St & Gay St,May,176,4.1,62.1
OH,3rd St & Gay St,Nov,96,2.8,43.7
OH,3rd St & Gay St,Oct,194,2.2,54.7
OH,3rd St & Gay St,Sep,181,2.7,66.2
OH,3rd St & Sycamore St,Apr,133,3.8,52
OH,3rd St & Sycamore St,Aug,160,3.6,72.3
OH,3rd St & Sycamore St,Dec,5,2.7,32.5
OH,3rd St & Sycamore St,Feb,46,2.1,30.9
OH,3rd St & Sycamore St,Jan,15,2.8,27.3
OH,3rd St & Sycamore St,Jul,227,3.9,74.3
OH,3rd St & Sycamore St,Jun,161,3.9,70.7
OH,3rd St & Sycamore St,Mar,58,3.4,41.9
OH,3rd St & Sycamore St,May,134,4.1,62.1
OH,3rd St & Sycamore St,Nov,25,2.8,43.7
OH,3rd St & Sycamore St,Oct,78,2.2,54.7
OH,3rd St & Sycamore St,Sep,131,2.7,66.2
OH,4th St & 1st Ave - Jeffrey Park,Apr,88,3.8,52
OH,4th St & 1st Ave - Jeffrey Park,Aug,120,3.6,72.3
OH,4th St & 1st Ave - Jeffrey Park,Dec,18,2.7,32.5
OH,4th St & 1st Ave - Jeffrey Park,Feb,42,2.1,30.9
OH,4th St & 1st Ave - Jeffrey Park,Jan,30,2.8,27.3
OH,4th St & 1st Ave - Jeffrey Park,Jul,111,3.9,74.3
OH,4th St & 1st Ave - Jeffrey Park,Jun,96,3.9,70.7
OH,4th St & 1st Ave - Jeffrey Park,Mar,34,3.4,41.9
OH,4th St & 1st Ave - Jeffrey Park,May,76,4.1,62.1
OH,4th St & 1st Ave - Jeffrey Park,Nov,48,2.8,43.7
OH,4th St & 1st Ave - Jeffrey Park,Oct,77,2.2,54.7
OH,4th St & 1st Ave - Jeffrey Park,Sep,128,2.7,66.2
OH,4th St & Rich St,Apr,60,3.8,52
OH,4th St & Rich St,Aug,105,3.6,72.3
OH,4th St & Rich St,Dec,12,2.7,32.5
OH,4th St & Rich St,Feb,32,2.1,30.9
OH,4th St & Rich St,Jan,11,2.8,27.3
OH,4th St & Rich St,Jul,137,3.9,74.3
OH,4th St & Rich St,Jun,119,3.9,70.7
OH,4th St & Rich St,Mar,35,3.4,41.9
OH,4th St & Rich St,May,58,4.1,62.1
OH,4th St & Rich St,Nov,33,2.8,43.7
OH,4th St & Rich St,Oct,67,2.2,54.7
OH,4th St & Rich St,Sep,107,2.7,66.2
OH,Bank St & Frankfort St,Apr,25,3.8,52
OH,Bank St & Frankfort St,Aug,58,3.6,72.3
OH,Bank St & Frankfort St,Dec,7,2.7,32.5
OH,Bank St & Frankfort St,Feb,10,2.1,30.9
OH,Bank St & Frankfort St,Jan,1,2.8,27.3
OH,Bank St & Frankfort St,Jul,80,3.9,74.3
OH,Bank St & Frankfort St,Jun,45,3.9,70.7
OH,Bank St & Frankfort St,Mar,7,3.4,41.9
OH,Bank St & Frankfort St,May,28,4.1,62.1
OH,Bank St & Frankfort St,Nov,19,2.8,43.7
OH,Bank St & Frankfort St,Oct,24,2.2,54.7
OH,Bank St & Frankfort St,Sep,57,2.7,66.2
OH,Bicentennial Park,Apr,745,3.8,52
OH,Bicentennial Park,Aug,799,3.6,72.3
OH,Bicentennial Park,Dec,43,2.7,32.5
OH,Bicentennial Park,Feb,186,2.1,30.9
OH,Bicentennial Park,Jan,55,2.8,27.3
OH,Bicentennial Park,Jul,906,3.9,74.3
OH,Bicentennial Park,Jun,888,3.9,70.7
OH,Bicentennial Park,Mar,237,3.4,41.9
OH,Bicentennial Park,May,752,4.1,62.1
OH,Bicentennial Park,Nov,90,2.8,43.7
OH,Bicentennial Park,Oct,348,2.2,54.7
OH,Bicentennial Park,Sep,594,2.7,66.2
OH,COSI,Apr,257,3.8,52
OH,COSI,Aug,264,3.6,72.3
OH,COSI,Dec,19,2.7,32.5
OH,COSI,Feb,110,2.1,30.9
OH,COSI,Jan,43,2.8,27.3
OH,COSI,Jul,250,3.9,74.3
OH,COSI,Jun,304,3.9,70.7
OH,COSI,Mar,127,3.4,41.9
OH,COSI,May,209,4.1,62.1
OH,COSI,Nov,50,2.8,43.7
OH,COSI,Oct,132,2.2,54.7
OH,COSI,Sep,218,2.7,66.2
OH,Champion Ave & Main St,Apr,15,3.8,52
OH,Champion Ave & Main St,Aug,11,3.6,72.3
OH,Champion Ave & Main St,Dec,1,2.7,32.5
OH,Champion Ave & Main St,Feb,2,2.1,30.9
OH,Champion Ave & Main St,Jan,4,2.8,27.3
OH,Champion Ave & Main St,Jul,12,3.9,74.3
OH,Champion Ave & Main St,Jun,13,3.9,70.7
OH,Champion Ave & Main St,Mar,4,3.4,41.9
OH,Champion Ave & Main St,May,15,4.1,62.1
OH,Champion Ave & Main St,Nov,4,2.8,43.7
OH,Champion Ave & Main St,Oct,7,2.2,54.7
OH,Champion Ave & Main St,Sep,8,2.7,66.2
OH,City Hall,Apr,153,3.8,52
OH,City Hall,Aug,222,3.6,72.3
OH,City Hall,Dec,51,2.7,32.5
OH,City Hall,Feb,56,2.1,30.9
OH,City Hall,Jan,28,2.8,27.3
OH,City Hall,Jul,208,3.9,74.3
OH,City Hall,Jun,254,3.9,70.7
OH,City Hall,Mar,65,3.4,41.9
OH,City Hall,May,207,4.1,62.1
OH,City Hall,Nov,75,2.8,43.7
OH,City Hall,Oct,132,2.2,54.7
OH,City Hall,Sep,199,2.7,66.2
OH,Cleveland Ave & Mt Vernon Ave,Apr,40,3.8,52
OH,Cleveland Ave & Mt Vernon Ave,Aug,50,3.6,72.3
OH,Cleveland Ave & Mt Vernon Ave,Dec,12,2.7,32.5
OH,Cleveland Ave & Mt Vernon Ave,Feb,30,2.1,30.9
OH,Cleveland Ave & Mt Vernon Ave,Jan,18,2.8,27.3
OH,Cleveland Ave & Mt Vernon Ave,Jul,59,3.9,74.3
OH,Cleveland Ave & Mt Vernon Ave,Jun,59,3.9,70.7
OH,Cleveland Ave & Mt Vernon Ave,Mar,35,3.4,41.9
OH,Cleveland Ave & Mt Vernon Ave,May,48,4.1,62.1
OH,Cleveland Ave & Mt Vernon Ave,Nov,35,2.8,43.7
OH,Cleveland Ave & Mt Vernon Ave,Oct,63,2.2,54.7
OH,Cleveland Ave & Mt Vernon Ave,Sep,51,2.7,66.2
OH,Columbus College of Art & Design,Apr,44,3.8,52
OH,Columbus College of Art & Design,Aug,60,3.6,72.3
OH,Columbus College of Art & Design,Dec,25,2.7,32.5
OH,Columbus College of Art & Design,Feb,21,2.1,30.9
OH,Columbus College of Art & Design,Jan,16,2.8,27.3
OH,Columbus College of Art & Design,Jul,87,3.9,74.3
OH,Columbus College of Art & Design,Jun,58,3.9,70.7
OH,Columbus College of Art & Design,Mar,10,3.4,41.9
OH,Columbus College of Art & Design,May,39,4.1,62.1
OH,Columbus College of Art & Design,Nov,44,2.8,43.7
OH,Columbus College of Art & Design,Oct,91,2.2,54.7
OH,Columbus College of Art & Design,Sep,65,2.7,66.2
OH,Columbus Commons - Rich St,Apr,115,3.8,52
OH,Columbus Commons - Rich St,Aug,152,3.6,72.3
OH,Columbus Commons - Rich St,Dec,30,2.7,32.5
OH,Columbus Commons - Rich St,Feb,73,2.1,30.9
OH,Columbus Commons - Rich St,Jan,27,2.8,27.3
OH,Columbus Commons - Rich St,Jul,202,3.9,74.3
OH,Columbus Commons - Rich St,Jun,171,3.9,70.7
OH,Columbus Commons - Rich St,Mar,60,3.4,41.9
OH,Columbus Commons - Rich St,May,145,4.1,62.1
OH,Columbus Commons - Rich St,Nov,60,2.8,43.7
OH,Columbus Commons - Rich St,Oct,114,2.2,54.7
OH,Columbus Commons - Rich St,Sep,139,2.7,66.2
OH,Columbus Museum of Art,Apr,33,3.8,52
OH,Columbus Museum of Art,Aug,53,3.6,72.3
OH,Columbus Museum of Art,Dec,7,2.7,32.5
OH,Columbus Museum of Art,Feb,11,2.1,30.9
OH,Columbus Museum of Art,Jul,50,3.9,74.3
OH,Columbus Museum of Art,Jun,29,3.9,70.7
OH,Columbus Museum of Art,Mar,12,3.4,41.9
OH,Columbus Museum of Art,May,22,4.1,62.1
OH,Columbus Museum of Art,Nov,13,2.8,43.7
OH,Columbus Museum of Art,Oct,34,2.2,54.7
OH,Columbus Museum of Art,Sep,25,2.7,66.2
OH,Convention Center,Apr,126,3.8,52
OH,Convention Center,Aug,141,3.6,72.3
OH,Convention Center,Dec,18,2.7,32.5
OH,Convention Center,Feb,70,2.1,30.9
OH,Convention Center,Jan,62,2.8,27.3
OH,Convention Center,Jul,300,3.9,74.3
OH,Convention Center,Jun,225,3.9,70.7
OH,Convention Center,Mar,94,3.4,41.9
OH,Convention Center,May,153,4.1,62.1
OH,Convention Center,Nov,54,2.8,43.7
OH,Convention Center,Oct,91,2.2,54.7
OH,Convention Center,Sep,161,2.7,66.2
OH,Dorrian Commons - Mound St,Apr,72,3.8,52
OH,Dorrian Commons - Mound St,Aug,88,3.6,72.3
OH,Dorrian Commons - Mound St,Dec,8,2.7,32.5
OH,Dorrian Commons - Mound St,Feb,13,2.1,30.9
OH,Dorrian Commons - Mound St,Jan,7,2.8,27.3
OH,Dorrian Commons - Mound St,Jul,92,3.9,74.3
OH,Dorrian Commons - Mound St,Jun,85,3.9,70.7
OH,Dorrian Commons - Mound St,Mar,27,3.4,41.9
OH,Dorrian Commons - Mound St,May,69,4.1,62.1
OH,Dorrian Commons - Mound St,Nov,18,2.8,43.7
OH,Dorrian Commons - Mound St,Oct,43,2.2,54.7
OH,Dorrian Commons - Mound St,Sep,67,2.7,66.2
OH,Front St & Beck St,Apr,78,3.8,52
OH,Front St & Beck St,Aug,85,3.6,72.3
OH,Front St & Beck St,Dec,10,2.7,32.5
OH,Front St & Beck St,Feb,41,2.1,30.9
OH,Front St & Beck St,Jan,20,2.8,27.3
OH,Front St & Beck St,Jul,173,3.9,74.3
OH,Front St & Beck St,Jun,122,3.9,70.7
OH,Front St & Beck St,Mar,40,3.4,41.9
OH,Front St & Beck St,May,119,4.1,62.1
OH,Front St & Beck St,Nov,20,2.8,43.7
OH,Front St & Beck St,Oct,46,2.2,54.7
OH,Front St & Beck St,Sep,89,2.7,66.2
OH,Grant Ave & Main St,Apr,41,3.8,52
OH,Grant Ave & Main St,Aug,46,3.6,72.3
OH,Grant Ave & Main St,Dec,12,2.7,32.5
OH,Grant Ave & Main St,Feb,45,2.1,30.9
OH,Grant Ave & Main St,Jan,17,2.8,27.3
OH,Grant Ave & Main St,Jul,37,3.9,74.3
OH,Grant Ave & Main St,Jun,62,3.9,70.7
OH,Grant Ave & Main St,Mar,19,3.4,41.9
OH,Grant Ave & Main St,May,60,4.1,62.1
OH,Grant Ave & Main St,Nov,17,2.8,43.7
OH,Grant Ave & Main St,Oct,25,2.2,54.7
OH,Grant Ave & Main St,Sep,35,2.7,66.2
OH,High St & 11th Ave,Apr,101,3.8,52
OH,High St & 11th Ave,Aug,133,3.6,72.3
OH,High St & 11th Ave,Dec,12,2.7,32.5
OH,High St & 11th Ave,Feb,31,2.1,30.9
OH,High St & 11th Ave,Jan,27,2.8,27.3
OH,High St & 11th Ave,Jul,151,3.9,74.3
OH,High St & 11th Ave,Jun,146,3.9,70.7
OH,High St & 11th Ave,Mar,45,3.4,41.9
OH,High St & 11th Ave,May,118,4.1,62.1
OH,High St & 11th Ave,Nov,48,2.8,43.7
OH,High St & 11th Ave,Oct,86,2.2,54.7
OH,High St & 11th Ave,Sep,165,2.7,66.2
OH,High St & 17th Ave,Apr,79,3.8,52
OH,High St & 17th Ave,Aug,100,3.6,72.3
OH,High St & 17th Ave,Dec,10,2.7,32.5
OH,High St & 17th Ave,Feb,30,2.1,30.9
OH,High St & 17th Ave,Jan,13,2.8,27.3
OH,High St & 17th Ave,Jul,145,3.9,74.3
OH,High St & 17th Ave,Jun,94,3.9,70.7
OH,High St & 17th Ave,Mar,20,3.4,41.9
OH,High St & 17th Ave,May,68,4.1,62.1
OH,High St & 17th Ave,Nov,27,2.8,43.7
OH,High St & 17th Ave,Oct,62,2.2,54.7
OH,High St & 17th Ave,Sep,134,2.7,66.2
OH,High St & 2nd Ave,Apr,112,3.8,52
OH,High St & 2nd Ave,Aug,185,3.6,72.3
OH,High St & 2nd Ave,Dec,13,2.7,32.5
OH,High St & 2nd Ave,Feb,60,2.1,30.9
OH,High St & 2nd Ave,Jan,13,2.8,27.3
OH,High St & 2nd Ave,Jul,210,3.9,74.3
OH,High St & 2nd Ave,Jun,189,3.9,70.7
OH,High St & 2nd Ave,Mar,70,3.4,41.9
OH,High St & 2nd Ave,May,111,4.1,62.1
OH,High St & 2nd Ave,Nov,21,2.8,43.7
OH,High St & 2nd Ave,Oct,91,2.2,54.7
OH,High St & 2nd Ave,Sep,189,2.7,66.2
OH,High St & 4th Ave,Apr,96,3.8,52
OH,High St & 4th Ave,Aug,170,3.6,72.3
OH,High St & 4th Ave,Dec,21,2.7,32.5
OH,High St & 4th Ave,Feb,44,2.1,30.9
OH,High St & 4th Ave,Jan,24,2.8,27.3
OH,High St & 4th Ave,Jul,196,3.9,74.3
OH,High St & 4th Ave,Jun,200,3.9,70.7
OH,High St & 4th Ave,Mar,25,3.4,41.9
OH,High St & 4th Ave,May,144,4.1,62.1
OH,High St & 4th Ave,Nov,33,2.8,43.7
OH,High St & 4th Ave,Oct,86,2.2,54.7
OH,High St & 4th Ave,Sep,133,2.7,66.2
OH,High St & Broad St,Apr,201,3.8,52
OH,High St & Broad St,Aug,278,3.6,72.3
OH,High St & Broad St,Dec,37,2.7,32.5
OH,High St & Broad St,Feb,95,2.1,30.9
OH,High St & Broad St,Jan,63,2.8,27.3
OH,High St & Broad St,Jul,385,3.9,74.3
OH,High St & Broad St,Jun,311,3.9,70.7
OH,High St & Broad St,Mar,98,3.4,41.9
OH,High St & Broad St,May,262,4.1,62.1
OH,High St & Broad St,Nov,63,2.8,43.7
OH,High St & Broad St,Oct,170,2.2,54.7
OH,High St & Broad St,Sep,204,2.7,66.2
OH,High St & King Ave,Apr,61,3.8,52
OH,High St & King Ave,Aug,148,3.6,72.3
OH,High St & King Ave,Dec,34,2.7,32.5
OH,High St & King Ave,Feb,46,2.1,30.9
OH,High St & King Ave,Jan,28,2.8,27.3
OH,High St & King Ave,Jul,137,3.9,74.3
OH,High St & King Ave,Jun,82,3.9,70.7
OH,High St & King Ave,Mar,29,3.4,41.9
OH,High St & King Ave,May,47,4.1,62.1
OH,High St & King Ave,Nov,70,2.8,43.7
OH,High St & King Ave,Oct,126,2.2,54.7
OH,High St & King Ave,Sep,152,2.7,66.2
OH,High St & Spring St,Apr,86,3.8,52
OH,High St & Spring St,Aug,133,3.6,72.3
OH,High St & Spring St,Dec,25,2.7,32.5
OH,High St & Spring St,Feb,42,2.1,30.9
OH,High St & Spring St,Jan,33,2.8,27.3
OH,High St & Spring St,Jul,180,3.9,74.3
OH,High St & Spring St,Jun,144,3.9,70.7
OH,High St & Spring St,Mar,29,3.4,41.9
OH,High St & Spring St,May,130,4.1,62.1
OH,High St & Spring St,Nov,60,2.8,43.7
OH,High St & Spring St,Oct,134,2.2,54.7
OH,High St & Spring St,Sep,130,2.7,66.2
OH,High St & Warren,Apr,191,3.8,52
OH,High St & Warren,Aug,183,3.6,72.3
OH,High St & Warren,Dec,19,2.7,32.5
OH,High St & Warren,Feb,76,2.1,30.9
OH,High St & Warren,Jan,26,2.8,27.3
OH,High St & Warren,Jul,287,3.9,74.3
OH,High St & Warren,Jun,267,3.9,70.7
OH,High St & Warren,Mar,57,3.4,41.9
OH,High St & Warren,May,210,4.1,62.1
OH,High St & Warren,Nov,37,2.8,43.7
OH,High St & Warren,Oct,146,2.2,54.7
OH,High St & Warren,Sep,192,2.7,66.2
OH,Jaeger St & Whittier St,Apr,43,3.8,52
OH,Jaeger St & Whittier St,Aug,75,3.6,72.3
OH,Jaeger St & Whittier St,Dec,5,2.7,32.5
OH,Jaeger St & Whittier St,Feb,30,2.1,30.9
OH,Jaeger St & Whittier St,Jan,14,2.8,27.3
OH,Jaeger St & Whittier St,Jul,141,3.9,74.3
OH,Jaeger St & Whittier St,Jun,103,3.9,70.7
OH,Jaeger St & Whittier St,Mar,27,3.4,41.9
OH,Jaeger St & Whittier St,May,61,4.1,62.1
OH,Jaeger St & Whittier St,Nov,13,2.8,43.7
OH,Jaeger St & Whittier St,Oct,30,2.2,54.7
OH,Jaeger St & Whittier St,Sep,68,2.7,66.2
OH,Kilbourne St & Vine St,Apr,69,3.8,52
OH,Kilbourne St & Vine St,Aug,69,3.6,72.3
OH,Kilbourne St & Vine St,Dec,9,2.7,32.5
OH,Kilbourne St & Vine St,Feb,27,2.1,30.9
OH,Kilbourne St & Vine St,Jan,17,2.8,27.3
OH,Kilbourne St & Vine St,Jul,77,3.9,74.3
OH,Kilbourne St & Vine St,Jun,78,3.9,70.7
OH,Kilbourne St & Vine St,Mar,26,3.4,41.9
OH,Kilbourne St & Vine St,May,48,4.1,62.1
OH,Kilbourne St & Vine St,Nov,9,2.8,43.7
OH,Kilbourne St & Vine St,Oct,38,2.2,54.7
OH,Kilbourne St & Vine St,Sep,42,2.7,66.2
OH,Lane Ave at Olentangy Trail,Apr,99,3.8,52
OH,Lane Ave at Olentangy Trail,Aug,100,3.6,72.3
OH,Lane Ave at Olentangy Trail,Dec,2,2.7,32.5
OH,Lane Ave at Olentangy Trail,Feb,30,2.1,30.9
OH,Lane Ave at Olentangy Trail,Jan,15,2.8,27.3
OH,Lane Ave at Olentangy Trail,Jul,92,3.9,74.3
OH,Lane Ave at Olentangy Trail,Jun,165,3.9,70.7
OH,Lane Ave at Olentangy Trail,Mar,30,3.4,41.9
OH,Lane Ave at Olentangy Trail,May,86,4.1,62.1
OH,Lane Ave at Olentangy Trail,Nov,16,2.8,43.7
OH,Lane Ave at Olentangy Trail,Oct,68,2.2,54.7
OH,Lane Ave at Olentangy Trail,Sep,93,2.7,66.2
OH,Library - Main Branch,Apr,56,3.8,52
OH,Library - Main Branch,Aug,65,3.6,72.3
OH,Library - Main Branch,Dec,9,2.7,32.5
OH,Library - Main Branch,Feb,33,2.1,30.9
OH,Library - Main Branch,Jan,26,2.8,27.3
OH,Library - Main Branch,Jul,56,3.9,74.3
OH,Library - Main Branch,Jun,46,3.9,70.7
OH,Library - Main Branch,Mar,47,3.4,41.9
OH,Library - Main Branch,May,61,4.1,62.1
OH,Library - Main Branch,Nov,21,2.8,43.7
OH,Library - Main Branch,Oct,53,2.2,54.7
OH,Library - Main Branch,Sep,63,2.7,66.2
OH,Livingston Park,Apr,26,3.8,52
OH,Livingston Park,Aug,72,3.6,72.3
OH,Livingston Park,Dec,1,2.7,32.5
OH,Livingston Park,Feb,16,2.1,30.9
OH,Livingston Park,Jan,4,2.8,27.3
OH,Livingston Park,Jul,76,3.9,74.3
OH,Livingston Park,Jun,26,3.9,70.7
OH,Livingston Park,Mar,16,3.4,41.9
OH,Livingston Park,May,11,4.1,62.1
OH,Livingston Park,Nov,14,2.8,43.7
OH,Livingston Park,Oct,35,2.2,54.7
OH,Livingston Park,Sep,31,2.7,66.2
OH,Lucas St & Town St,Apr,105,3.8,52
OH,Lucas St & Town St,Aug,119,3.6,72.3
OH,Lucas St & Town St,Dec,44,2.7,32.5
OH,Lucas St & Town St,Feb,67,2.1,30.9
OH,Lucas St & Town St,Jan,54,2.8,27.3
OH,Lucas St & Town St,Jul,143,3.9,74.3
OH,Lucas St & Town St,Jun,151,3.9,70.7
OH,Lucas St & Town St,Mar,67,3.4,41.9
OH,Lucas St & Town St,May,126,4.1,62.1
OH,Lucas St & Town St,Nov,58,2.8,43.7
OH,Lucas St & Town St,Oct,123,2.2,54.7
OH,Lucas St & Town St,Sep,116,2.7,66.2
OH,Market District & 3rd Ave,Apr,56,3.8,52
OH,Market District & 3rd Ave,Aug,72,3.6,72.3
OH,Market District & 3rd Ave,Dec,10,2.7,32.5
OH,Market District & 3rd Ave,Feb,26,2.1,30.9
OH,Market District & 3rd Ave,Jan,4,2.8,27.3
OH,Market District & 3rd Ave,Jul,125,3.9,74.3
OH,Market District & 3rd Ave,Jun,105,3.9,70.7
OH,Market District & 3rd Ave,Mar,18,3.4,41.9
OH,Market District & 3rd Ave,May,50,4.1,62.1
